,County,Date,Index
1657,Kings,2/13/2020,121.85
1658,Lake,2/13/2020,117.19
1659,Lassen,2/13/2020,114.68
1660,Los Angeles,2/13/2020,127.67
1661,Madera,2/13/2020,117.59
1662,Marin,2/13/2020,121.16
1663,Mariposa,2/13/2020,96.26
1664,Mendocino,2/13/2020,114.38
1665,Merced,2/13/2020,122.92
1666,Mono,2/13/2020,119.9
1667,Monterey,2/13/2020,126.73
1668,Napa,2/13/2020,125.59
1669,Nevada,2/13/2020,104.41
1670,Orange,2/13/2020,128.26
1671,Placer,2/13/2020,115.99
1672,Riverside,2/13/2020,124.33
1673,Sacramento,2/13/2020,122.09
1674,San Benito,2/13/2020,110.65
1675,San Bernardino,2/13/2020,124.58
1676,San Diego,2/13/2020,129.3
1677,San Francisco,2/13/2020,109.96
1678,San Joaquin,2/13/2020,115.32
1679,San Luis Obispo,2/13/2020,137.36
1680,San Mateo,2/13/2020,113.8
1681,Santa Barbara,2/13/2020,133.73
1682,Santa Clara,2/13/2020,120.92
1683,Santa Cruz,2/13/2020,116.69
1684,Shasta,2/13/2020,120.06
1685,Siskiyou,2/13/2020,131.04
1686,Solano,2/13/2020,116.58
1687,Sonoma,2/13/2020,118.17
1688,Stanislaus,2/13/2020,116.96
1689,Sutter,2/13/2020,118.34
1690,Tehama,2/13/2020,124.54
1691,Tulare,2/13/2020,135.42
1692,Tuolumne,2/13/2020,113.13
1693,Ventura,2/13/2020,131.43
1694,Yolo,2/13/2020,126.71
1695,Yuba,2/13/2020,117.75
1696,Alameda,2/14/2020,141.9
1697,Amador,2/14/2020,177.03
1698,Butte,2/14/2020,156.65
1699,Calaveras,2/14/2020,158.13
1700,Colusa,2/14/2020,172.42
1701,Contra Costa,2/14/2020,133.48
1702,Del Norte,2/14/2020,159.06
1703,El Dorado,2/14/2020,144.07
1704,Fresno,2/14/2020,146.53
1705,Glenn,2/14/2020,150.88
1706,Humboldt,2/14/2020,137.49
1707,Imperial,2/14/2020,195.36
1708,Inyo,2/14/2020,205.25
1709,Kern,2/14/2020,173.79
1710,Kings,2/14/2020,167.91
1711,Lake,2/14/2020,137.97
1712,Lassen,2/14/2020,153.17
1713,Los Angeles,2/14/2020,152.26
1714,Madera,2/14/2020,153.45
1715,Marin,2/14/2020,147.47
1716,Mariposa,2/14/2020,121.46
1717,Mendocino,2/14/2020,146.15
1718,Merced,2/14/2020,164.47
1719,Mono,2/14/2020,216.37
1720,Monterey,2/14/2020,169.0
1721,Napa,2/14/2020,159.85
1722,Nevada,2/14/2020,144.43
1723,Orange,2/14/2020,151.33
1724,Placer,2/14/2020,145.01
1725,Riverside,2/14/2020,154.66
1726,Sacramento,2/14/2020,139.97
1727,San Benito,2/14/2020,154.22
1728,San Bernardino,2/14/2020,161.0
1729,San Diego,2/14/2020,154.41
1730,San Francisco,2/14/2020,136.74
1731,San Joaquin,2/14/2020,146.89
1732,San Luis Obispo,2/14/2020,200.97
1733,San Mateo,2/14/2020,126.78
1734,Santa Barbara,2/14/2020,181.59
1735,Santa Clara,2/14/2020,131.13
1736,Santa Cruz,2/14/2020,148.78
1737,Shasta,2/14/2020,137.53
1738,Siskiyou,2/14/2020,183.65
1739,Solano,2/14/2020,157.85
1740,Sonoma,2/14/2020,141.25
1741,Stanislaus,2/14/2020,143.0
1742,Sutter,2/14/2020,141.75
1743,Tehama,2/14/2020,154.16
1744,Tulare,2/14/2020,148.73
1745,Tuolumne,2/14/2020,168.18
1746,Ventura,2/14/2020,159.63
1747,Yolo,2/14/2020,179.15
1748,Yuba,2/14/2020,140.51
1749,Alameda,2/15/2020,120.59
1750,Amador,2/15/2020,212.68
1751,Butte,2/15/2020,133.82
1752,Calaveras,2/15/2020,192.67
1753,Colusa,2/15/2020,143.5
1754,Contra Costa,2/15/2020,115.21
1755,Del Norte,2/15/2020,206.04
1756,El Dorado,2/15/2020,174.37
1757,Fresno,2/15/2020,120.29
1758,Glenn,2/15/2020,149.74
1759,Humboldt,2/15/2020,144.61
1760,Imperial,2/15/2020,190.7
1761,Inyo,2/15/2020,181.55
1762,Kern,2/15/2020,146.15
1763,Kings,2/15/2020,137.07
1764,Lake,2/15/2020,144.66
1765,Lassen,2/15/2020,165.29
1766,Los Angeles,2/15/2020,127.17
1767,Madera,2/15/2020,142.2
1768,Marin,2/15/2020,136.44
1769,Mariposa,2/15/2020,224.87
1770,Mendocino,2/15/2020,164.55
1771,Merced,2/15/2020,146.26
1772,Mono,2/15/2020,262.29
1773,Monterey,2/15/2020,191.65
1774,Napa,2/15/2020,175.56
1775,Nevada,2/15/2020,167.31
1776,Orange,2/15/2020,131.1
1777,Placer,2/15/2020,138.85
1778,Riverside,2/15/2020,141.23
1779,Sacramento,2/15/2020,118.58
1780,San Benito,2/15/2020,174.65
1781,San Bernardino,2/15/2020,131.26
1782,San Diego,2/15/2020,133.32
1783,San Francisco,2/15/2020,138.21
1784,San Joaquin,2/15/2020,126.92
1785,San Luis Obispo,2/15/2020,232.09
1786,San Mateo,2/15/2020,106.68
1787,Santa Barbara,2/15/2020,178.55
1788,Santa Clara,2/15/2020,107.36
1789,Santa Cruz,2/15/2020,155.74
1790,Shasta,2/15/2020,128.05
1791,Siskiyou,2/15/2020,198.61
1792,Solano,2/15/2020,151.83
1793,Sonoma,2/15/2020,133.47
1794,Stanislaus,2/15/2020,118.93
1795,Sutter,2/15/2020,122.05
1796,Tehama,2/15/2020,151.09
1797,Tulare,2/15/2020,126.74
1798,Tuolumne,2/15/2020,212.89
1799,Ventura,2/15/2020,144.05
1800,Yolo,2/15/2020,135.84
1801,Yuba,2/15/2020,124.9
1802,Alameda,2/16/2020,98.13
1803,Amador,2/16/2020,196.39
1804,Butte,2/16/2020,111.2
1805,Calaveras,2/16/2020,176.62
1806,Colusa,2/16/2020,126.14
1807,Contra Costa,2/16/2020,89.81
1808,Del Norte,2/16/2020,191.9
1809,El Dorado,2/16/2020,161.67
1810,Fresno,2/16/2020,96.12
1811,Glenn,2/16/2020,117.79
1812,Humboldt,2/16/2020,122.32
1813,Imperial,2/16/2020,163.19
1814,Inyo,2/16/2020,184.91
1815,Kern,2/16/2020,117.38
1816,Kings,2/16/2020,117.87
1817,Lake,2/16/2020,129.74
1818,Lassen,2/16/2020,144.26
1819,Los Angeles,2/16/2020,102.67
1820,Madera,2/16/2020,120.67
1821,Marin,2/16/2020,118.41
1822,Mariposa,2/16/2020,233.48
1823,Mendocino,2/16/2020,157.55
1824,Merced,2/16/2020,117.29
1825,Mono,2/16/2020,273.3
1826,Monterey,2/16/2020,175.96
1827,Napa,2/16/2020,155.47
1828,Nevada,2/16/2020,155.19
1829,Orange,2/16/2020,104.38
1830,Placer,2/16/2020,117.77
1831,Riverside,2/16/2020,114.29
1832,Sacramento,2/16/2020,96.84
1833,San Benito,2/16/2020,143.09
1834,San Bernardino,2/16/2020,107.19
1835,San Diego,2/16/2020,109.85
1836,San Francisco,2/16/2020,117.74
1837,San Joaquin,2/16/2020,96.45
1838,San Luis Obispo,2/16/2020,216.36
1839,San Mateo,2/16/2020,89.11
1840,Santa Barbara,2/16/2020,156.73
1841,Santa Clara,2/16/2020,87.21
1842,Santa Cruz,2/16/2020,153.83
1843,Shasta,2/16/2020,105.47
1844,Siskiyou,2/16/2020,167.41
1845,Solano,2/16/2020,122.49
1846,Sonoma,2/16/2020,115.3
1847,Stanislaus,2/16/2020,94.47
1848,Sutter,2/16/2020,98.17
1849,Tehama,2/16/2020,116.93
1850,Tulare,2/16/2020,102.73
1851,Tuolumne,2/16/2020,203.89
1852,Ventura,2/16/2020,114.95
1853,Yolo,2/16/2020,102.89
1854,Yuba,2/16/2020,106.32
1855,Alameda,2/17/2020,99.27
1856,Amador,2/17/2020,159.71
1857,Butte,2/17/2020,115.06
1858,Calaveras,2/17/2020,173.29
1859,Colusa,2/17/2020,147.23
1860,Contra Costa,2/17/2020,99.55
1861,Del Norte,2/17/2020,162.22
1862,El Dorado,2/17/2020,163.65
1863,Fresno,2/17/2020,107.07
1864,Glenn,2/17/2020,141.17
1865,Humboldt,2/17/2020,120.78
1866,Imperial,2/17/2020,160.56
1867,Inyo,2/17/2020,252.32
1868,Kern,2/17/2020,139.72
1869,Kings,2/17/2020,141.01
1870,Lake,2/17/2020,129.77
1871,Lassen,2/17/2020,125.87
1872,Los Angeles,2/17/2020,106.12
1873,Madera,2/17/2020,124.88
1874,Marin,2/17/2020,117.39
1875,Mariposa,2/17/2020,177.85
1876,Mendocino,2/17/2020,152.21
1877,Merced,2/17/2020,137.29
1878,Mono,2/17/2020,242.07
1879,Monterey,2/17/2020,161.67
1880,Napa,2/17/2020,128.75
1881,Nevada,2/17/2020,183.77
1882,Orange,2/17/2020,112.27
1883,Placer,2/17/2020,139.8
1884,Riverside,2/17/2020,126.94
1885,Sacramento,2/17/2020,103.85
1886,San Benito,2/17/2020,135.37
1887,San Bernardino,2/17/2020,122.73
1888,San Diego,2/17/2020,112.53
1889,San Francisco,2/17/2020,97.94
1890,San Joaquin,2/17/2020,111.45
1891,San Luis Obispo,2/17/2020,198.98
1892,San Mateo,2/17/2020,96.04
1893,Santa Barbara,2/17/2020,158.6
1894,Santa Clara,2/17/2020,93.86
1895,Santa Cruz,2/17/2020,144.55
1896,Shasta,2/17/2020,118.51
1897,Siskiyou,2/17/2020,191.1
1898,Solano,2/17/2020,123.36
1899,Sonoma,2/17/2020,112.4
1900,Stanislaus,2/17/2020,101.35
1901,Sutter,2/17/2020,106.33
1902,Tehama,2/17/2020,135.35
1903,Tulare,2/17/2020,111.16
1904,Tuolumne,2/17/2020,176.36
1905,Ventura,2/17/2020,126.61
1906,Yolo,2/17/2020,123.02
1907,Yuba,2/17/2020,108.22
1908,Alameda,2/18/2020,113.86
1909,Amador,2/18/2020,113.31
1910,Butte,2/18/2020,118.85
1911,Calaveras,2/18/2020,116.05
1912,Colusa,2/18/2020,111.42
1913,Contra Costa,2/18/2020,126.99
1914,Del Norte,2/18/2020,128.28
1915,El Dorado,2/18/2020,111.65
1916,Fresno,2/18/2020,105.02
1917,Glenn,2/18/2020,117.79
1918,Humboldt,2/18/2020,112.16
1919,Imperial,2/18/2020,114.27
1920,Inyo,2/18/2020,128.2
1921,Kern,2/18/2020,117.0
1922,Kings,2/18/2020,107.34
1923,Lake,2/18/2020,116.28
1924,Lassen,2/18/2020,122.02
1925,Los Angeles,2/18/2020,116.7
1926,Madera,2/18/2020,102.91
1927,Marin,2/18/2020,111.13
1928,Mariposa,2/18/2020,123.22
1929,Mendocino,2/18/2020,118.53
1930,Merced,2/18/2020,111.46
1931,Mono,2/18/2020,149.93
1932,Monterey,2/18/2020,119.58
1933,Napa,2/18/2020,121.26
1934,Nevada,2/18/2020,113.99
1935,Orange,2/18/2020,112.91
1936,Placer,2/18/2020,111.61
1937,Riverside,2/18/2020,117.84
1938,Sacramento,2/18/2020,111.04
1939,San Benito,2/18/2020,108.42
1940,San Bernardino,2/18/2020,111.67
1941,San Diego,2/18/2020,116.68
1942,San Francisco,2/18/2020,96.58
1943,San Joaquin,2/18/2020,113.01
1944,San Luis Obispo,2/18/2020,123.36
1945,San Mateo,2/18/2020,103.2
1946,Santa Barbara,2/18/2020,116.61
1947,Santa Clara,2/18/2020,105.72
1948,Santa Cruz,2/18/2020,111.93
1949,Shasta,2/18/2020,113.54
1950,Siskiyou,2/18/2020,128.33
1951,Solano,2/18/2020,116.13
1952,Sonoma,2/18/2020,110.31
1953,Stanislaus,2/18/2020,106.2
1954,Sutter,2/18/2020,105.56
1955,Tehama,2/18/2020,120.14
1956,Tulare,2/18/2020,107.92
1957,Tuolumne,2/18/2020,126.63
1958,Ventura,2/18/2020,116.42
1959,Yolo,2/18/2020,110.05
1960,Yuba,2/18/2020,108.19
1961,Alameda,2/19/2020,110.3
1962,Amador,2/19/2020,116.87
1963,Butte,2/19/2020,120.77
1964,Calaveras,2/19/2020,115.21
1965,Colusa,2/19/2020,111.53
1966,Contra Costa,2/19/2020,111.17
1967,Del Norte,2/19/2020,125.92
1968,El Dorado,2/19/2020,110.05
1969,Fresno,2/19/2020,108.91
1970,Glenn,2/19/2020,110.81
1971,Humboldt,2/19/2020,110.64
1972,Imperial,2/19/2020,112.02
1973,Inyo,2/19/2020,127.41
1974,Kern,2/19/2020,118.06
1975,Kings,2/19/2020,105.13
1976,Lake,2/19/2020,118.93
1977,Lassen,2/19/2020,118.82
1978,Los Angeles,2/19/2020,117.43
1979,Madera,2/19/2020,103.76
1980,Marin,2/19/2020,114.46
1981,Mariposa,2/19/2020,117.21
1982,Mendocino,2/19/2020,123.21
1983,Merced,2/19/2020,111.38
1984,Mono,2/19/2020,157.87
1985,Monterey,2/19/2020,120.04
1986,Napa,2/19/2020,123.82
1987,Nevada,2/19/2020,113.04
1988,Orange,2/19/2020,116.62
1989,Placer,2/19/2020,113.68
1990,Riverside,2/19/2020,119.73
1991,Sacramento,2/19/2020,113.3
1992,San Benito,2/19/2020,102.38
1993,San Bernardino,2/19/2020,111.92
1994,San Diego,2/19/2020,117.99
1995,San Francisco,2/19/2020,98.53
1996,San Joaquin,2/19/2020,109.34
1997,San Luis Obispo,2/19/2020,123.2
1998,San Mateo,2/19/2020,100.83
1999,Santa Barbara,2/19/2020,118.54
2000,Santa Clara,2/19/2020,106.33
2001,Santa Cruz,2/19/2020,114.96
2002,Shasta,2/19/2020,118.9
2003,Siskiyou,2/19/2020,132.04
2004,Solano,2/19/2020,112.15
2005,Sonoma,2/19/2020,113.08
2006,Stanislaus,2/19/2020,104.37
2007,Sutter,2/19/2020,105.48
2008,Tehama,2/19/2020,122.93
2009,Tulare,2/19/2020,109.54
2010,Tuolumne,2/19/2020,138.64
2011,Ventura,2/19/2020,117.2
2012,Yolo,2/19/2020,111.41
2013,Yuba,2/19/2020,110.05
2014,Alameda,2/20/2020,114.03
2015,Amador,2/20/2020,125.44
2016,Butte,2/20/2020,127.34
2017,Calaveras,2/20/2020,118.52
2018,Colusa,2/20/2020,112.1
2019,Contra Costa,2/20/2020,114.0
2020,Del Norte,2/20/2020,125.7
2021,El Dorado,2/20/2020,116.88
2022,Fresno,2/20/2020,116.33
2023,Glenn,2/20/2020,117.27
2024,Humboldt,2/20/2020,114.91
2025,Imperial,2/20/2020,123.54
2026,Inyo,2/20/2020,142.73
2027,Kern,2/20/2020,126.42
2028,Kings,2/20/2020,111.59
2029,Lake,2/20/2020,116.88
2030,Lassen,2/20/2020,134.07
2031,Los Angeles,2/20/2020,123.52
2032,Madera,2/20/2020,121.03
2033,Marin,2/20/2020,110.8
2034,Mariposa,2/20/2020,120.8
2035,Mendocino,2/20/2020,126.74
2036,Merced,2/20/2020,118.88
2037,Mono,2/20/2020,181.59
2038,Monterey,2/20/2020,123.91
2039,Napa,2/20/2020,132.77
2040,Nevada,2/20/2020,115.28
2041,Orange,2/20/2020,123.31
2042,Placer,2/20/2020,117.41
2043,Riverside,2/20/2020,125.47
2044,Sacramento,2/20/2020,118.89
2045,San Benito,2/20/2020,109.55
2046,San Bernardino,2/20/2020,124.7
2047,San Diego,2/20/2020,121.95
2048,San Francisco,2/20/2020,105.25
2049,San Joaquin,2/20/2020,113.06
2050,San Luis Obispo,2/20/2020,135.38
2051,San Mateo,2/20/2020,106.63
2052,Santa Barbara,2/20/2020,125.97
2053,Santa Clara,2/20/2020,109.08
2054,Santa Cruz,2/20/2020,120.96
2055,Shasta,2/20/2020,122.58
2056,Siskiyou,2/20/2020,138.05
2057,Solano,2/20/2020,116.51
2058,Sonoma,2/20/2020,117.98
2059,Stanislaus,2/20/2020,108.08
2060,Sutter,2/20/2020,112.68
2061,Tehama,2/20/2020,129.6
2062,Tulare,2/20/2020,115.79
2063,Tuolumne,2/20/2020,127.58
2064,Ventura,2/20/2020,124.88
2065,Yolo,2/20/2020,121.07
2066,Yuba,2/20/2020,111.5
2067,Alameda,2/21/2020,134.5
2068,Amador,2/21/2020,143.82
2069,Butte,2/21/2020,152.19
2070,Calaveras,2/21/2020,148.03
2071,Colusa,2/21/2020,148.9
2072,Contra Costa,2/21/2020,128.29
2073,Del Norte,2/21/2020,139.47
2074,El Dorado,2/21/2020,147.9
2075,Fresno,2/21/2020,137.0
2076,Glenn,2/21/2020,147.25
2077,Humboldt,2/21/2020,120.78
2078,Imperial,2/21/2020,160.74
2079,Inyo,2/21/2020,193.11
2080,Kern,2/21/2020,153.78
2081,Kings,2/21/2020,138.03
2082,Lake,2/21/2020,146.07
2083,Lassen,2/21/2020,165.93
2084,Los Angeles,2/21/2020,137.35
2085,Madera,2/21/2020,153.24
2086,Marin,2/21/2020,127.76
2087,Mariposa,2/21/2020,137.17
2088,Mendocino,2/21/2020,141.52
2089,Merced,2/21/2020,145.99
2090,Mono,2/21/2020,246.11
2091,Monterey,2/21/2020,146.15
2092,Napa,2/21/2020,164.0
2093,Nevada,2/21/2020,142.24
2094,Orange,2/21/2020,139.14
2095,Placer,2/21/2020,138.24
2096,Riverside,2/21/2020,145.03
2097,Sacramento,2/21/2020,134.73
2098,San Benito,2/21/2020,135.49
2099,San Bernardino,2/21/2020,142.51
2100,San Diego,2/21/2020,141.08
2101,San Francisco,2/21/2020,123.28
2102,San Joaquin,2/21/2020,138.25
2103,San Luis Obispo,2/21/2020,180.23
2104,San Mateo,2/21/2020,119.42
2105,Santa Barbara,2/21/2020,148.61
2106,Santa Clara,2/21/2020,121.19
2107,Santa Cruz,2/21/2020,141.64
2108,Shasta,2/21/2020,135.21
2109,Siskiyou,2/21/2020,152.99
2110,Solano,2/21/2020,141.49
2111,Sonoma,2/21/2020,134.29
2112,Stanislaus,2/21/2020,132.87
2113,Sutter,2/21/2020,128.95
2114,Tehama,2/21/2020,155.56
2115,Tulare,2/21/2020,134.89
2116,Tuolumne,2/21/2020,154.72
2117,Ventura,2/21/2020,142.61
2118,Yolo,2/21/2020,160.44
2119,Yuba,2/21/2020,134.76
2120,Alameda,2/22/2020,127.31
2121,Amador,2/22/2020,182.73
2122,Butte,2/22/2020,141.33
2123,Calaveras,2/22/2020,161.21
2124,Colusa,2/22/2020,141.86
2125,Contra Costa,2/22/2020,125.01
2126,Del Norte,2/22/2020,162.15
2127,El Dorado,2/22/2020,162.21
2128,Fresno,2/22/2020,129.28
2129,Glenn,2/22/2020,139.42
2130,Humboldt,2/22/2020,122.71
2131,Imperial,2/22/2020,151.53
2132,Inyo,2/22/2020,154.64
2133,Kern,2/22/2020,142.95
2134,Kings,2/22/2020,138.35
2135,Lake,2/22/2020,134.74
2136,Lassen,2/22/2020,148.9
2137,Los Angeles,2/22/2020,127.85
2138,Madera,2/22/2020,140.9
2139,Marin,2/22/2020,129.12
2140,Mariposa,2/22/2020,185.79
2141,Mendocino,2/22/2020,148.02
2142,Merced,2/22/2020,145.85
2143,Mono,2/22/2020,245.54
2144,Monterey,2/22/2020,161.0
2145,Napa,2/22/2020,165.92
2146,Nevada,2/22/2020,143.58
2147,Orange,2/22/2020,128.28
2148,Placer,2/22/2020,146.97
2149,Riverside,2/22/2020,139.04
2150,Sacramento,2/22/2020,129.11
2151,San Benito,2/22/2020,138.03
2152,San Bernardino,2/22/2020,126.66
2153,San Diego,2/22/2020,124.61
2154,San Francisco,2/22/2020,129.65
2155,San Joaquin,2/22/2020,136.22
2156,San Luis Obispo,2/22/2020,180.51
2157,San Mateo,2/22/2020,110.89
2158,Santa Barbara,2/22/2020,147.46
2159,Santa Clara,2/22/2020,111.05
2160,Santa Cruz,2/22/2020,152.42
2161,Shasta,2/22/2020,127.46
2162,Siskiyou,2/22/2020,167.99
2163,Solano,2/22/2020,150.91
2164,Sonoma,2/22/2020,132.01
2165,Stanislaus,2/22/2020,125.35
2166,Sutter,2/22/2020,134.62
2167,Tehama,2/22/2020,156.55
2168,Tulare,2/22/2020,128.79
2169,Tuolumne,2/22/2020,176.32
2170,Ventura,2/22/2020,138.71
2171,Yolo,2/22/2020,147.93
2172,Yuba,2/22/2020,152.08
2173,Alameda,2/23/2020,99.06
2174,Amador,2/23/2020,155.85
2175,Butte,2/23/2020,110.34
2176,Calaveras,2/23/2020,136.02
2177,Colusa,2/23/2020,132.35
2178,Contra Costa,2/23/2020,94.46
2179,Del Norte,2/23/2020,140.21
2180,El Dorado,2/23/2020,147.95
2181,Fresno,2/23/2020,100.39
2182,Glenn,2/23/2020,126.73
2183,Humboldt,2/23/2020,102.04
2184,Imperial,2/23/2020,128.02
2185,Inyo,2/23/2020,227.41
2186,Kern,2/23/2020,118.63
2187,Kings,2/23/2020,117.69
2188,Lake,2/23/2020,106.93
2189,Lassen,2/23/2020,152.89
2190,Los Angeles,2/23/2020,102.06
2191,Madera,2/23/2020,118.76
2192,Marin,2/23/2020,108.68
2193,Mariposa,2/23/2020,189.08
2194,Mendocino,2/23/2020,119.92
2195,Merced,2/23/2020,126.09
2196,Mono,2/23/2020,229.87
2197,Monterey,2/23/2020,130.53
2198,Napa,2/23/2020,129.05
2199,Nevada,2/23/2020,142.62
2200,Orange,2/23/2020,101.76
2201,Placer,2/23/2020,125.57
2202,Riverside,2/23/2020,113.96
2203,Sacramento,2/23/2020,99.41
2204,San Benito,2/23/2020,117.19
2205,San Bernardino,2/23/2020,110.19
2206,San Diego,2/23/2020,101.94
2207,San Francisco,2/23/2020,107.05
2208,San Joaquin,2/23/2020,104.88
2209,San Luis Obispo,2/23/2020,156.69
2210,San Mateo,2/23/2020,87.93
2211,Santa Barbara,2/23/2020,126.55
2212,Santa Clara,2/23/2020,86.68
2213,Santa Cruz,2/23/2020,121.51
2214,Shasta,2/23/2020,97.59
2215,Siskiyou,2/23/2020,143.65
2216,Solano,2/23/2020,120.92
2217,Sonoma,2/23/2020,103.73
2218,Stanislaus,2/23/2020,96.75
2219,Sutter,2/23/2020,100.26
2220,Tehama,2/23/2020,120.55
2221,Tulare,2/23/2020,102.37
2222,Tuolumne,2/23/2020,157.34
2223,Ventura,2/23/2020,110.34
2224,Yolo,2/23/2020,118.56
2225,Yuba,2/23/2020,113.28
2226,Alameda,2/24/2020,107.56
2227,Amador,2/24/2020,117.4
2228,Butte,2/24/2020,119.63
2229,Calaveras,2/24/2020,107.92
2230,Colusa,2/24/2020,106.87
2231,Contra Costa,2/24/2020,110.69
2232,Del Norte,2/24/2020,110.16
2233,El Dorado,2/24/2020,104.49
2234,Fresno,2/24/2020,108.61
2235,Glenn,2/24/2020,107.59
2236,Humboldt,2/24/2020,105.42
2237,Imperial,2/24/2020,116.65
2238,Inyo,2/24/2020,116.5
2239,Kern,2/24/2020,118.35
2240,Kings,2/24/2020,110.76
2241,Lake,2/24/2020,117.11
2242,Lassen,2/24/2020,120.6
2243,Los Angeles,2/24/2020,113.03
2244,Madera,2/24/2020,107.35
2245,Marin,2/24/2020,109.44
2246,Mariposa,2/24/2020,118.99
2247,Mendocino,2/24/2020,115.31
2248,Merced,2/24/2020,113.04
2249,Mono,2/24/2020,111.36
2250,Monterey,2/24/2020,118.38
2251,Napa,2/24/2020,116.66
2252,Nevada,2/24/2020,98.0
2253,Orange,2/24/2020,110.99
2254,Placer,2/24/2020,108.2
2255,Riverside,2/24/2020,116.85
2256,Sacramento,2/24/2020,112.24
2257,San Benito,2/24/2020,106.34
2258,San Bernardino,2/24/2020,117.87
2259,San Diego,2/24/2020,112.68
2260,San Francisco,2/24/2020,99.49
2261,San Joaquin,2/24/2020,112.32
2262,San Luis Obispo,2/24/2020,116.46
2263,San Mateo,2/24/2020,103.69
2264,Santa Barbara,2/24/2020,114.35
2265,Santa Clara,2/24/2020,106.08
2266,Santa Cruz,2/24/2020,113.67
2267,Shasta,2/24/2020,112.09
2268,Siskiyou,2/24/2020,125.03
2269,Solano,2/24/2020,110.72
2270,Sonoma,2/24/2020,106.81
2271,Stanislaus,2/24/2020,107.54
2272,Sutter,2/24/2020,102.94
2273,Tehama,2/24/2020,107.66
2274,Tulare,2/24/2020,110.77
2275,Tuolumne,2/24/2020,119.85
2276,Ventura,2/24/2020,112.51
2277,Yolo,2/24/2020,105.35
2278,Yuba,2/24/2020,116.18
2279,Alameda,2/25/2020,110.9
2280,Amador,2/25/2020,104.34
2281,Butte,2/25/2020,118.7
2282,Calaveras,2/25/2020,105.63
2283,Colusa,2/25/2020,100.14
2284,Contra Costa,2/25/2020,112.03
2285,Del Norte,2/25/2020,102.87
2286,El Dorado,2/25/2020,97.71
2287,Fresno,2/25/2020,108.19
2288,Glenn,2/25/2020,107.68
2289,Humboldt,2/25/2020,103.52
2290,Imperial,2/25/2020,115.44
2291,Inyo,2/25/2020,98.35
2292,Kern,2/25/2020,116.88
2293,Kings,2/25/2020,103.1
2294,Lake,2/25/2020,114.56
2295,Lassen,2/25/2020,121.6
2296,Los Angeles,2/25/2020,116.54
2297,Madera,2/25/2020,107.0
2298,Marin,2/25/2020,112.97
2299,Mariposa,2/25/2020,105.45
2300,Mendocino,2/25/2020,104.56
2301,Merced,2/25/2020,108.3
2302,Mono,2/25/2020,98.13
2303,Monterey,2/25/2020,115.62
2304,Napa,2/25/2020,116.91
2305,Nevada,2/25/2020,93.36
2306,Orange,2/25/2020,115.8
2307,Placer,2/25/2020,109.08
2308,Riverside,2/25/2020,117.51
2309,Sacramento,2/25/2020,115.12
2310,San Benito,2/25/2020,102.51
2311,San Bernardino,2/25/2020,111.61
2312,San Diego,2/25/2020,117.98
2313,San Francisco,2/25/2020,104.65
2314,San Joaquin,2/25/2020,115.91
2315,San Luis Obispo,2/25/2020,116.16
2316,San Mateo,2/25/2020,106.52
2317,Santa Barbara,2/25/2020,109.26
2318,Santa Clara,2/25/2020,110.96
2319,Santa Cruz,2/25/2020,109.97
2320,Shasta,2/25/2020,110.95
2321,Siskiyou,2/25/2020,119.21
2322,Solano,2/25/2020,107.59
2323,Sonoma,2/25/2020,109.09
2324,Stanislaus,2/25/2020,104.89
2325,Sutter,2/25/2020,109.22
2326,Tehama,2/25/2020,122.08
2327,Tulare,2/25/2020,110.67
2328,Tuolumne,2/25/2020,117.27
2329,Ventura,2/25/2020,114.88
2330,Yolo,2/25/2020,104.89
2331,Yuba,2/25/2020,108.44
2332,Alameda,2/26/2020,112.18
2333,Amador,2/26/2020,114.65
2334,Butte,2/26/2020,123.98
2335,Calaveras,2/26/2020,102.75
2336,Colusa,2/26/2020,109.27
2337,Contra Costa,2/26/2020,113.23
2338,Del Norte,2/26/2020,122.24
2339,El Dorado,2/26/2020,97.48
2340,Fresno,2/26/2020,111.38
2341,Glenn,2/26/2020,105.96
2342,Humboldt,2/26/2020,105.72
2343,Imperial,2/26/2020,116.78
2344,Inyo,2/26/2020,102.0
2345,Kern,2/26/2020,119.91
2346,Kings,2/26/2020,107.12
2347,Lake,2/26/2020,116.82
2348,Lassen,2/26/2020,122.95
2349,Los Angeles,2/26/2020,115.97
2350,Madera,2/26/2020,106.82
2351,Marin,2/26/2020,115.93
2352,Mariposa,2/26/2020,98.83
2353,Mendocino,2/26/2020,107.06
2354,Merced,2/26/2020,108.83
2355,Mono,2/26/2020,89.59
2356,Monterey,2/26/2020,117.0
2357,Napa,2/26/2020,117.16
2358,Nevada,2/26/2020,93.24
2359,Orange,2/26/2020,116.71
2360,Placer,2/26/2020,110.3
2361,Riverside,2/26/2020,117.79
2362,Sacramento,2/26/2020,116.15
2363,San Benito,2/26/2020,105.99
2364,San Bernardino,2/26/2020,114.6
2365,San Diego,2/26/2020,118.77
2366,San Francisco,2/26/2020,105.01
2367,San Joaquin,2/26/2020,113.65
2368,San Luis Obispo,2/26/2020,115.44
2369,San Mateo,2/26/2020,115.13
2370,Santa Barbara,2/26/2020,107.87
2371,Santa Clara,2/26/2020,114.45
2372,Santa Cruz,2/26/2020,107.01
2373,Shasta,2/26/2020,113.04
2374,Siskiyou,2/26/2020,126.03
2375,Solano,2/26/2020,108.79
