,County,Date,Index
3694,San Mateo,3/22/2020,30.26
3695,Santa Barbara,3/22/2020,40.77
3696,Santa Clara,3/22/2020,30.06
3697,Santa Cruz,3/22/2020,34.67
3698,Shasta,3/22/2020,62.54
3699,Siskiyou,3/22/2020,115.83
3700,Solano,3/22/2020,46.6
3701,Sonoma,3/22/2020,40.09
3702,Stanislaus,3/22/2020,47.41
3703,Sutter,3/22/2020,52.24
3704,Tehama,3/22/2020,76.01
3705,Tulare,3/22/2020,53.53
3706,Tuolumne,3/22/2020,72.55
3707,Ventura,3/22/2020,41.77
3708,Yolo,3/22/2020,41.05
3709,Yuba,3/22/2020,59.05
3710,Alameda,3/23/2020,42.27
3711,Amador,3/23/2020,60.19
3712,Butte,3/23/2020,68.01
3713,Calaveras,3/23/2020,75.67
3714,Colusa,3/23/2020,73.32
3715,Contra Costa,3/23/2020,48.3
3716,Del Norte,3/23/2020,69.44
3717,El Dorado,3/23/2020,51.87
3718,Fresno,3/23/2020,62.53
3719,Glenn,3/23/2020,80.28
3720,Humboldt,3/23/2020,62.08
3721,Imperial,3/23/2020,64.77
3722,Inyo,3/23/2020,43.38
3723,Kern,3/23/2020,72.58
3724,Kings,3/23/2020,72.31
3725,Lake,3/23/2020,72.71
3726,Lassen,3/23/2020,89.31
3727,Los Angeles,3/23/2020,44.94
3728,Madera,3/23/2020,64.82
3729,Marin,3/23/2020,40.64
3730,Mariposa,3/23/2020,27.37
3731,Mendocino,3/23/2020,64.4
3732,Merced,3/23/2020,66.82
3733,Mono,3/23/2020,27.73
3734,Monterey,3/23/2020,52.47
3735,Napa,3/23/2020,43.97
3736,Nevada,3/23/2020,52.27
3737,Orange,3/23/2020,44.77
3738,Placer,3/23/2020,52.99
3739,Riverside,3/23/2020,56.14
3740,Sacramento,3/23/2020,53.82
3741,San Benito,3/23/2020,56.92
3742,San Bernardino,3/23/2020,57.19
3743,San Diego,3/23/2020,46.71
3744,San Francisco,3/23/2020,30.91
3745,San Joaquin,3/23/2020,64.15
3746,San Luis Obispo,3/23/2020,50.15
3747,San Mateo,3/23/2020,35.45
3748,Santa Barbara,3/23/2020,50.68
3749,Santa Clara,3/23/2020,37.62
3750,Santa Cruz,3/23/2020,42.22
3751,Shasta,3/23/2020,68.71
3752,Siskiyou,3/23/2020,99.97
3753,Solano,3/23/2020,57.01
3754,Sonoma,3/23/2020,49.8
3755,Stanislaus,3/23/2020,61.8
3756,Sutter,3/23/2020,65.28
3757,Tehama,3/23/2020,81.92
3758,Tulare,3/23/2020,70.56
3759,Tuolumne,3/23/2020,62.43
3760,Ventura,3/23/2020,52.94
3761,Yolo,3/23/2020,50.34
3762,Yuba,3/23/2020,65.73
3763,Alameda,3/24/2020,41.5
3764,Amador,3/24/2020,60.77
3765,Butte,3/24/2020,65.83
3766,Calaveras,3/24/2020,72.72
3767,Colusa,3/24/2020,69.61
3768,Contra Costa,3/24/2020,48.14
3769,Del Norte,3/24/2020,66.57
3770,El Dorado,3/24/2020,49.25
3771,Fresno,3/24/2020,62.76
3772,Glenn,3/24/2020,78.0
3773,Humboldt,3/24/2020,55.95
3774,Imperial,3/24/2020,67.13
3775,Inyo,3/24/2020,40.95
3776,Kern,3/24/2020,71.73
3777,Kings,3/24/2020,70.36
3778,Lake,3/24/2020,69.87
3779,Lassen,3/24/2020,75.62
3780,Los Angeles,3/24/2020,44.77
3781,Madera,3/24/2020,64.29
3782,Marin,3/24/2020,37.73
3783,Mariposa,3/24/2020,27.01
3784,Mendocino,3/24/2020,62.1
3785,Merced,3/24/2020,68.61
3786,Mono,3/24/2020,28.68
3787,Monterey,3/24/2020,51.17
3788,Napa,3/24/2020,42.82
3789,Nevada,3/24/2020,49.25
3790,Orange,3/24/2020,45.68
3791,Placer,3/24/2020,52.17
3792,Riverside,3/24/2020,57.36
3793,Sacramento,3/24/2020,52.69
3794,San Benito,3/24/2020,59.96
3795,San Bernardino,3/24/2020,58.35
3796,San Diego,3/24/2020,47.99
3797,San Francisco,3/24/2020,30.58
3798,San Joaquin,3/24/2020,62.72
3799,San Luis Obispo,3/24/2020,50.95
3800,San Mateo,3/24/2020,35.02
3801,Santa Barbara,3/24/2020,53.09
3802,Santa Clara,3/24/2020,37.66
3803,Santa Cruz,3/24/2020,38.69
3804,Shasta,3/24/2020,69.03
3805,Siskiyou,3/24/2020,90.47
3806,Solano,3/24/2020,53.83
3807,Sonoma,3/24/2020,47.93
3808,Stanislaus,3/24/2020,61.34
3809,Sutter,3/24/2020,64.05
3810,Tehama,3/24/2020,81.88
3811,Tulare,3/24/2020,70.22
3812,Tuolumne,3/24/2020,65.36
3813,Ventura,3/24/2020,55.49
3814,Yolo,3/24/2020,49.06
3815,Yuba,3/24/2020,64.81
3816,Alameda,3/25/2020,43.9
3817,Amador,3/25/2020,59.2
3818,Butte,3/25/2020,68.75
3819,Calaveras,3/25/2020,67.7
3820,Colusa,3/25/2020,71.35
3821,Contra Costa,3/25/2020,49.43
3822,Del Norte,3/25/2020,59.2
3823,El Dorado,3/25/2020,52.72
3824,Fresno,3/25/2020,62.27
3825,Glenn,3/25/2020,77.27
3826,Humboldt,3/25/2020,56.81
3827,Imperial,3/25/2020,63.05
3828,Inyo,3/25/2020,47.49
3829,Kern,3/25/2020,71.05
3830,Kings,3/25/2020,69.12
3831,Lake,3/25/2020,70.42
3832,Lassen,3/25/2020,83.11
3833,Los Angeles,3/25/2020,44.69
3834,Madera,3/25/2020,66.25
3835,Marin,3/25/2020,42.06
3836,Mariposa,3/25/2020,27.6
3837,Mendocino,3/25/2020,58.69
3838,Merced,3/25/2020,67.1
3839,Mono,3/25/2020,24.99
3840,Monterey,3/25/2020,50.63
3841,Napa,3/25/2020,44.17
3842,Nevada,3/25/2020,57.9
3843,Orange,3/25/2020,44.99
3844,Placer,3/25/2020,54.14
3845,Riverside,3/25/2020,56.04
3846,Sacramento,3/25/2020,54.54
3847,San Benito,3/25/2020,56.45
3848,San Bernardino,3/25/2020,57.61
3849,San Diego,3/25/2020,46.72
3850,San Francisco,3/25/2020,31.87
3851,San Joaquin,3/25/2020,62.79
3852,San Luis Obispo,3/25/2020,50.68
3853,San Mateo,3/25/2020,36.19
3854,Santa Barbara,3/25/2020,54.77
3855,Santa Clara,3/25/2020,37.93
3856,Santa Cruz,3/25/2020,41.54
3857,Shasta,3/25/2020,70.72
3858,Siskiyou,3/25/2020,92.07
3859,Solano,3/25/2020,56.04
3860,Sonoma,3/25/2020,50.16
3861,Stanislaus,3/25/2020,61.03
3862,Sutter,3/25/2020,67.82
3863,Tehama,3/25/2020,82.35
3864,Tulare,3/25/2020,69.05
3865,Tuolumne,3/25/2020,70.03
3866,Ventura,3/25/2020,54.52
3867,Yolo,3/25/2020,49.87
3868,Yuba,3/25/2020,67.83
3869,Alameda,3/26/2020,44.44
3870,Amador,3/26/2020,67.35
3871,Butte,3/26/2020,69.81
3872,Calaveras,3/26/2020,75.74
3873,Colusa,3/26/2020,78.11
3874,Contra Costa,3/26/2020,50.85
3875,Del Norte,3/26/2020,63.48
3876,El Dorado,3/26/2020,54.38
3877,Fresno,3/26/2020,65.75
3878,Glenn,3/26/2020,80.92
3879,Humboldt,3/26/2020,59.71
3880,Imperial,3/26/2020,66.98
3881,Inyo,3/26/2020,44.38
3882,Kern,3/26/2020,72.41
3883,Kings,3/26/2020,73.17
3884,Lake,3/26/2020,74.77
3885,Lassen,3/26/2020,81.68
3886,Los Angeles,3/26/2020,44.99
3887,Madera,3/26/2020,66.3
3888,Marin,3/26/2020,42.71
3889,Mariposa,3/26/2020,28.59
3890,Mendocino,3/26/2020,63.74
3891,Merced,3/26/2020,69.53
3892,Mono,3/26/2020,29.9
3893,Monterey,3/26/2020,52.02
3894,Napa,3/26/2020,46.31
3895,Nevada,3/26/2020,61.19
3896,Orange,3/26/2020,45.75
3897,Placer,3/26/2020,58.0
3898,Riverside,3/26/2020,56.74
3899,Sacramento,3/26/2020,56.19
3900,San Benito,3/26/2020,57.59
3901,San Bernardino,3/26/2020,57.54
3902,San Diego,3/26/2020,46.7
3903,San Francisco,3/26/2020,31.44
3904,San Joaquin,3/26/2020,64.14
3905,San Luis Obispo,3/26/2020,54.49
3906,San Mateo,3/26/2020,37.31
3907,Santa Barbara,3/26/2020,54.2
3908,Santa Clara,3/26/2020,39.49
3909,Santa Cruz,3/26/2020,44.63
3910,Shasta,3/26/2020,77.1
3911,Siskiyou,3/26/2020,106.96
3912,Solano,3/26/2020,57.39
3913,Sonoma,3/26/2020,50.83
3914,Stanislaus,3/26/2020,63.81
3915,Sutter,3/26/2020,69.57
3916,Tehama,3/26/2020,82.12
3917,Tulare,3/26/2020,73.53
3918,Tuolumne,3/26/2020,69.72
3919,Ventura,3/26/2020,55.78
3920,Yolo,3/26/2020,60.09
3921,Yuba,3/26/2020,70.68
3922,Alameda,3/27/2020,48.52
3923,Amador,3/27/2020,78.04
3924,Butte,3/27/2020,76.47
3925,Calaveras,3/27/2020,84.41
3926,Colusa,3/27/2020,79.72
3927,Contra Costa,3/27/2020,54.99
3928,Del Norte,3/27/2020,65.61
3929,El Dorado,3/27/2020,59.37
3930,Fresno,3/27/2020,73.8
3931,Glenn,3/27/2020,83.47
3932,Humboldt,3/27/2020,60.96
3933,Imperial,3/27/2020,80.47
3934,Inyo,3/27/2020,49.44
3935,Kern,3/27/2020,81.86
3936,Kings,3/27/2020,84.24
3937,Lake,3/27/2020,75.65
3938,Lassen,3/27/2020,94.65
3939,Los Angeles,3/27/2020,49.22
3940,Madera,3/27/2020,75.32
3941,Marin,3/27/2020,46.32
3942,Mariposa,3/27/2020,28.9
3943,Mendocino,3/27/2020,61.32
3944,Merced,3/27/2020,77.95
3945,Mono,3/27/2020,32.75
3946,Monterey,3/27/2020,58.13
3947,Napa,3/27/2020,51.05
3948,Nevada,3/27/2020,61.27
3949,Orange,3/27/2020,51.94
3950,Placer,3/27/2020,63.41
3951,Riverside,3/27/2020,62.07
3952,Sacramento,3/27/2020,61.28
3953,San Benito,3/27/2020,61.97
3954,San Bernardino,3/27/2020,64.49
3955,San Diego,3/27/2020,52.5
3956,San Francisco,3/27/2020,35.53
3957,San Joaquin,3/27/2020,69.83
3958,San Luis Obispo,3/27/2020,60.45
3959,San Mateo,3/27/2020,39.87
3960,Santa Barbara,3/27/2020,61.07
3961,Santa Clara,3/27/2020,42.96
3962,Santa Cruz,3/27/2020,48.44
3963,Shasta,3/27/2020,77.08
3964,Siskiyou,3/27/2020,94.51
3965,Solano,3/27/2020,63.24
3966,Sonoma,3/27/2020,55.09
3967,Stanislaus,3/27/2020,70.64
3968,Sutter,3/27/2020,81.63
3969,Tehama,3/27/2020,88.14
3970,Tulare,3/27/2020,83.5
3971,Tuolumne,3/27/2020,77.65
3972,Ventura,3/27/2020,61.98
3973,Yolo,3/27/2020,57.28
3974,Yuba,3/27/2020,76.97
3975,Alameda,3/28/2020,38.91
3976,Amador,3/28/2020,67.37
3977,Butte,3/28/2020,60.01
3978,Calaveras,3/28/2020,58.62
3979,Colusa,3/28/2020,69.58
3980,Contra Costa,3/28/2020,44.59
3981,Del Norte,3/28/2020,60.24
3982,El Dorado,3/28/2020,48.2
3983,Fresno,3/28/2020,59.32
3984,Glenn,3/28/2020,65.71
3985,Humboldt,3/28/2020,51.16
3986,Imperial,3/28/2020,79.1
3987,Inyo,3/28/2020,50.7
3988,Kern,3/28/2020,68.84
3989,Kings,3/28/2020,69.6
3990,Lake,3/28/2020,55.23
3991,Lassen,3/28/2020,91.66
3992,Los Angeles,3/28/2020,41.82
3993,Madera,3/28/2020,64.45
3994,Marin,3/28/2020,38.82
3995,Mariposa,3/28/2020,32.51
3996,Mendocino,3/28/2020,48.16
3997,Merced,3/28/2020,68.54
3998,Mono,3/28/2020,26.73
3999,Monterey,3/28/2020,48.52
4000,Napa,3/28/2020,38.16
4001,Nevada,3/28/2020,49.03
4002,Orange,3/28/2020,43.45
4003,Placer,3/28/2020,51.14
4004,Riverside,3/28/2020,52.97
4005,Sacramento,3/28/2020,48.64
4006,San Benito,3/28/2020,53.16
4007,San Bernardino,3/28/2020,54.96
4008,San Diego,3/28/2020,46.32
4009,San Francisco,3/28/2020,29.16
4010,San Joaquin,3/28/2020,56.21
4011,San Luis Obispo,3/28/2020,55.54
4012,San Mateo,3/28/2020,33.67
4013,Santa Barbara,3/28/2020,55.71
4014,Santa Clara,3/28/2020,35.21
4015,Santa Cruz,3/28/2020,40.36
4016,Shasta,3/28/2020,62.16
4017,Siskiyou,3/28/2020,96.15
4018,Solano,3/28/2020,50.76
4019,Sonoma,3/28/2020,42.61
4020,Stanislaus,3/28/2020,57.19
4021,Sutter,3/28/2020,59.15
4022,Tehama,3/28/2020,73.45
4023,Tulare,3/28/2020,67.88
4024,Tuolumne,3/28/2020,64.82
4025,Ventura,3/28/2020,54.81
4026,Yolo,3/28/2020,44.04
4027,Yuba,3/28/2020,62.4
4028,Alameda,3/29/2020,33.12
4029,Amador,3/29/2020,61.12
4030,Butte,3/29/2020,49.27
4031,Calaveras,3/29/2020,60.08
4032,Colusa,3/29/2020,61.65
4033,Contra Costa,3/29/2020,38.04
4034,Del Norte,3/29/2020,46.32
4035,El Dorado,3/29/2020,42.86
4036,Fresno,3/29/2020,49.33
4037,Glenn,3/29/2020,62.18
4038,Humboldt,3/29/2020,45.91
4039,Imperial,3/29/2020,66.47
4040,Inyo,3/29/2020,49.03
4041,Kern,3/29/2020,55.98
4042,Kings,3/29/2020,55.77
4043,Lake,3/29/2020,53.88
4044,Lassen,3/29/2020,62.51
4045,Los Angeles,3/29/2020,34.2
4046,Madera,3/29/2020,56.45
4047,Marin,3/29/2020,31.39
4048,Mariposa,3/29/2020,31.34
4049,Mendocino,3/29/2020,41.94
4050,Merced,3/29/2020,58.5
4051,Mono,3/29/2020,25.91
4052,Monterey,3/29/2020,41.22
4053,Napa,3/29/2020,32.98
4054,Nevada,3/29/2020,41.38
4055,Orange,3/29/2020,34.68
4056,Placer,3/29/2020,43.27
4057,Riverside,3/29/2020,43.86
4058,Sacramento,3/29/2020,41.77
4059,San Benito,3/29/2020,42.18
4060,San Bernardino,3/29/2020,44.74
4061,San Diego,3/29/2020,38.21
4062,San Francisco,3/29/2020,25.09
4063,San Joaquin,3/29/2020,45.99
4064,San Luis Obispo,3/29/2020,46.33
4065,San Mateo,3/29/2020,27.7
4066,Santa Barbara,3/29/2020,49.64
4067,Santa Clara,3/29/2020,29.98
4068,Santa Cruz,3/29/2020,34.03
4069,Shasta,3/29/2020,48.41
4070,Siskiyou,3/29/2020,82.82
4071,Solano,3/29/2020,45.23
4072,Sonoma,3/29/2020,34.66
4073,Stanislaus,3/29/2020,47.32
4074,Sutter,3/29/2020,49.84
4075,Tehama,3/29/2020,62.65
4076,Tulare,3/29/2020,52.34
4077,Tuolumne,3/29/2020,63.61
4078,Ventura,3/29/2020,45.12
4079,Yolo,3/29/2020,38.74
4080,Yuba,3/29/2020,55.03
4081,Alameda,3/30/2020,43.02
4082,Amador,3/30/2020,64.37
4083,Butte,3/30/2020,69.5
4084,Calaveras,3/30/2020,73.33
4085,Colusa,3/30/2020,73.29
4086,Contra Costa,3/30/2020,49.35
4087,Del Norte,3/30/2020,45.29
4088,El Dorado,3/30/2020,53.52
4089,Fresno,3/30/2020,65.69
4090,Glenn,3/30/2020,70.91
4091,Humboldt,3/30/2020,56.31
4092,Imperial,3/30/2020,64.09
4093,Inyo,3/30/2020,41.85
4094,Kern,3/30/2020,71.81
4095,Kings,3/30/2020,73.39
4096,Lake,3/30/2020,66.61
4097,Lassen,3/30/2020,102.78
4098,Los Angeles,3/30/2020,43.19
4099,Madera,3/30/2020,70.59
4100,Marin,3/30/2020,42.65
4101,Mariposa,3/30/2020,27.34
4102,Mendocino,3/30/2020,59.23
4103,Merced,3/30/2020,67.81
4104,Mono,3/30/2020,26.43
4105,Monterey,3/30/2020,53.77
4106,Napa,3/30/2020,44.96
4107,Nevada,3/30/2020,49.81
4108,Orange,3/30/2020,45.18
4109,Placer,3/30/2020,56.15
4110,Riverside,3/30/2020,55.53
4111,Sacramento,3/30/2020,55.9
4112,San Benito,3/30/2020,62.21
4113,San Bernardino,3/30/2020,57.57
4114,San Diego,3/30/2020,48.38
4115,San Francisco,3/30/2020,31.06
4116,San Joaquin,3/30/2020,65.45
4117,San Luis Obispo,3/30/2020,55.5
4118,San Mateo,3/30/2020,36.26
4119,Santa Barbara,3/30/2020,53.92
4120,Santa Clara,3/30/2020,38.58
4121,Santa Cruz,3/30/2020,43.85
4122,Shasta,3/30/2020,67.97
4123,Siskiyou,3/30/2020,82.1
4124,Solano,3/30/2020,56.82
4125,Sonoma,3/30/2020,48.86
4126,Stanislaus,3/30/2020,62.71
4127,Sutter,3/30/2020,66.0
4128,Tehama,3/30/2020,79.12
4129,Tulare,3/30/2020,75.09
4130,Tuolumne,3/30/2020,75.78
4131,Ventura,3/30/2020,55.31
4132,Yolo,3/30/2020,51.77
4133,Yuba,3/30/2020,74.19
4134,Alameda,3/31/2020,44.58
4135,Amador,3/31/2020,68.73
4136,Butte,3/31/2020,74.93
4137,Calaveras,3/31/2020,70.06
4138,Colusa,3/31/2020,75.91
4139,Contra Costa,3/31/2020,52.09
4140,Del Norte,3/31/2020,55.74
4141,El Dorado,3/31/2020,56.87
4142,Fresno,3/31/2020,67.03
4143,Glenn,3/31/2020,75.67
4144,Humboldt,3/31/2020,58.46
4145,Imperial,3/31/2020,64.21
4146,Inyo,3/31/2020,43.48
4147,Kern,3/31/2020,72.82
4148,Kings,3/31/2020,73.96
4149,Lake,3/31/2020,68.85
4150,Lassen,3/31/2020,93.94
4151,Los Angeles,3/31/2020,44.0
4152,Madera,3/31/2020,70.22
4153,Marin,3/31/2020,43.17
4154,Mariposa,3/31/2020,29.84
4155,Mendocino,3/31/2020,54.46
4156,Merced,3/31/2020,70.96
4157,Mono,3/31/2020,28.76
4158,Monterey,3/31/2020,55.53
4159,Napa,3/31/2020,47.93
4160,Nevada,3/31/2020,56.48
4161,Orange,3/31/2020,45.73
4162,Placer,3/31/2020,59.37
4163,Riverside,3/31/2020,55.43
4164,Sacramento,3/31/2020,57.56
4165,San Benito,3/31/2020,61.03
4166,San Bernardino,3/31/2020,56.79
4167,San Diego,3/31/2020,47.81
4168,San Francisco,3/31/2020,31.87
4169,San Joaquin,3/31/2020,64.03
4170,San Luis Obispo,3/31/2020,55.75
4171,San Mateo,3/31/2020,37.9
4172,Santa Barbara,3/31/2020,57.68
4173,Santa Clara,3/31/2020,39.41
4174,Santa Cruz,3/31/2020,45.14
4175,Shasta,3/31/2020,69.77
4176,Siskiyou,3/31/2020,82.87
4177,Solano,3/31/2020,58.92
4178,Sonoma,3/31/2020,51.35
4179,Stanislaus,3/31/2020,64.44
4180,Sutter,3/31/2020,74.35
4181,Tehama,3/31/2020,72.9
4182,Tulare,3/31/2020,75.35
4183,Tuolumne,3/31/2020,71.69
4184,Ventura,3/31/2020,55.88
4185,Yolo,3/31/2020,52.22
4186,Yuba,3/31/2020,74.92
4187,Alameda,4/1/2020,44.14
4188,Amador,4/1/2020,68.41
4189,Butte,4/1/2020,78.53
4190,Calaveras,4/1/2020,78.12
4191,Colusa,4/1/2020,71.16
4192,Contra Costa,4/1/2020,50.8
4193,Del Norte,4/1/2020,58.76
4194,El Dorado,4/1/2020,56.05
4195,Fresno,4/1/2020,68.67
4196,Glenn,4/1/2020,82.58
4197,Humboldt,4/1/2020,60.57
4198,Imperial,4/1/2020,62.77
4199,Inyo,4/1/2020,43.73
4200,Kern,4/1/2020,80.83
4201,Kings,4/1/2020,74.57
4202,Lake,4/1/2020,67.97
4203,Lassen,4/1/2020,90.59
4204,Los Angeles,4/1/2020,45.34
4205,Madera,4/1/2020,67.44
4206,Marin,4/1/2020,45.17
4207,Mariposa,4/1/2020,30.12
4208,Mendocino,4/1/2020,58.3
4209,Merced,4/1/2020,67.11
4210,Mono,4/1/2020,29.52
4211,Monterey,4/1/2020,54.37
4212,Napa,4/1/2020,48.37
4213,Nevada,4/1/2020,58.55
4214,Orange,4/1/2020,46.62
4215,Placer,4/1/2020,58.92
4216,Riverside,4/1/2020,56.42
4217,Sacramento,4/1/2020,57.65
4218,San Benito,4/1/2020,61.68
4219,San Bernardino,4/1/2020,58.69
4220,San Diego,4/1/2020,48.47
4221,San Francisco,4/1/2020,33.06
4222,San Joaquin,4/1/2020,65.86
4223,San Luis Obispo,4/1/2020,55.87
4224,San Mateo,4/1/2020,37.6
4225,Santa Barbara,4/1/2020,55.71
4226,Santa Clara,4/1/2020,39.3
4227,Santa Cruz,4/1/2020,47.43
4228,Shasta,4/1/2020,72.71
4229,Siskiyou,4/1/2020,84.48
4230,Solano,4/1/2020,59.15
4231,Sonoma,4/1/2020,51.12
4232,Stanislaus,4/1/2020,64.19
4233,Sutter,4/1/2020,71.14
4234,Tehama,4/1/2020,76.1
4235,Tulare,4/1/2020,79.31
4236,Tuolumne,4/1/2020,82.36
4237,Ventura,4/1/2020,57.01
4238,Yolo,4/1/2020,52.28
4239,Yuba,4/1/2020,76.95
4240,Alameda,4/2/2020,44.01
4241,Amador,4/2/2020,74.51
4242,Butte,4/2/2020,74.93
4243,Calaveras,4/2/2020,74.29
4244,Colusa,4/2/2020,69.09
4245,Contra Costa,4/2/2020,51.38
4246,Del Norte,4/2/2020,49.41
4247,El Dorado,4/2/2020,56.57
4248,Fresno,4/2/2020,68.76
4249,Glenn,4/2/2020,71.71
4250,Humboldt,4/2/2020,61.08
4251,Imperial,4/2/2020,65.26
4252,Inyo,4/2/2020,42.5
4253,Kern,4/2/2020,74.14
4254,Kings,4/2/2020,73.05
4255,Lake,4/2/2020,70.81
4256,Lassen,4/2/2020,108.84
4257,Los Angeles,4/2/2020,44.44
4258,Madera,4/2/2020,71.21
4259,Marin,4/2/2020,44.4
4260,Mariposa,4/2/2020,27.55
4261,Mendocino,4/2/2020,63.47
4262,Merced,4/2/2020,69.84
4263,Mono,4/2/2020,33.8
4264,Monterey,4/2/2020,54.73
4265,Napa,4/2/2020,48.15
4266,Nevada,4/2/2020,57.75
4267,Orange,4/2/2020,45.43
4268,Placer,4/2/2020,59.83
4269,Riverside,4/2/2020,56.39
4270,Sacramento,4/2/2020,59.05
4271,San Benito,4/2/2020,58.03
4272,San Bernardino,4/2/2020,57.63
4273,San Diego,4/2/2020,48.26
4274,San Francisco,4/2/2020,31.83
4275,San Joaquin,4/2/2020,65.3
4276,San Luis Obispo,4/2/2020,55.63
4277,San Mateo,4/2/2020,37.25
4278,Santa Barbara,4/2/2020,55.33
4279,Santa Clara,4/2/2020,39.34
4280,Santa Cruz,4/2/2020,46.91
4281,Shasta,4/2/2020,73.42
4282,Siskiyou,4/2/2020,90.72
4283,Solano,4/2/2020,59.69
4284,Sonoma,4/2/2020,51.75
4285,Stanislaus,4/2/2020,63.9
4286,Sutter,4/2/2020,72.2
4287,Tehama,4/2/2020,81.11
4288,Tulare,4/2/2020,77.82
4289,Tuolumne,4/2/2020,74.6
4290,Ventura,4/2/2020,57.11
4291,Yolo,4/2/2020,54.24
4292,Yuba,4/2/2020,78.44
4293,Alameda,4/3/2020,50.02
4294,Amador,4/3/2020,77.11
4295,Butte,4/3/2020,84.62
4296,Calaveras,4/3/2020,78.23
4297,Colusa,4/3/2020,83.67
4298,Contra Costa,4/3/2020,57.21
4299,Del Norte,4/3/2020,55.6
4300,El Dorado,4/3/2020,61.33
4301,Fresno,4/3/2020,77.62
4302,Glenn,4/3/2020,87.62
4303,Humboldt,4/3/2020,64.55
4304,Imperial,4/3/2020,78.06
4305,Inyo,4/3/2020,46.36
4306,Kern,4/3/2020,84.52
4307,Kings,4/3/2020,86.72
4308,Lake,4/3/2020,74.64
4309,Lassen,4/3/2020,103.42
4310,Los Angeles,4/3/2020,50.13
4311,Madera,4/3/2020,76.17
4312,Marin,4/3/2020,48.13
4313,Mariposa,4/3/2020,29.43
4314,Mendocino,4/3/2020,62.85
4315,Merced,4/3/2020,77.99
4316,Mono,4/3/2020,32.29
4317,Monterey,4/3/2020,60.69
4318,Napa,4/3/2020,55.3
4319,Nevada,4/3/2020,61.81
4320,Orange,4/3/2020,52.03
4321,Placer,4/3/2020,67.63
4322,Riverside,4/3/2020,64.29
4323,Sacramento,4/3/2020,65.16
4324,San Benito,4/3/2020,66.16
4325,San Bernardino,4/3/2020,66.65
4326,San Diego,4/3/2020,54.3
4327,San Francisco,4/3/2020,36.82
4328,San Joaquin,4/3/2020,73.24
4329,San Luis Obispo,4/3/2020,65.2
4330,San Mateo,4/3/2020,41.59
4331,Santa Barbara,4/3/2020,62.7
4332,Santa Clara,4/3/2020,44.76
4333,Santa Cruz,4/3/2020,50.63
4334,Shasta,4/3/2020,82.55
4335,Siskiyou,4/3/2020,103.82
4336,Solano,4/3/2020,65.83
4337,Sonoma,4/3/2020,56.93
4338,Stanislaus,4/3/2020,72.57
4339,Sutter,4/3/2020,80.35
4340,Tehama,4/3/2020,93.02
4341,Tulare,4/3/2020,87.64
4342,Tuolumne,4/3/2020,73.94
4343,Ventura,4/3/2020,64.78
4344,Yolo,4/3/2020,59.73
4345,Yuba,4/3/2020,82.14
4346,Alameda,4/4/2020,39.25
4347,Amador,4/4/2020,60.89
4348,Butte,4/4/2020,59.41
4349,Calaveras,4/4/2020,57.24
4350,Colusa,4/4/2020,63.59
4351,Contra Costa,4/4/2020,45.65
4352,Del Norte,4/4/2020,47.86
4353,El Dorado,4/4/2020,43.17
4354,Fresno,4/4/2020,64.74
4355,Glenn,4/4/2020,73.95
4356,Humboldt,4/4/2020,51.19
4357,Imperial,4/4/2020,68.56
4358,Inyo,4/4/2020,50.42
4359,Kern,4/4/2020,71.99
4360,Kings,4/4/2020,69.65
4361,Lake,4/4/2020,55.89
4362,Lassen,4/4/2020,67.78
4363,Los Angeles,4/4/2020,43.44
4364,Madera,4/4/2020,66.98
4365,Marin,4/4/2020,37.16
4366,Mariposa,4/4/2020,29.76
4367,Mendocino,4/4/2020,47.75
4368,Merced,4/4/2020,65.68
4369,Mono,4/4/2020,30.25
4370,Monterey,4/4/2020,50.24
4371,Napa,4/4/2020,37.18
4372,Nevada,4/4/2020,45.7
4373,Orange,4/4/2020,45.7
4374,Placer,4/4/2020,49.54
4375,Riverside,4/4/2020,54.33
4376,Sacramento,4/4/2020,49.51
4377,San Benito,4/4/2020,51.44
4378,San Bernardino,4/4/2020,56.13
4379,San Diego,4/4/2020,45.91
4380,San Francisco,4/4/2020,29.43
4381,San Joaquin,4/4/2020,57.49
4382,San Luis Obispo,4/4/2020,59.66
4383,San Mateo,4/4/2020,32.77
4384,Santa Barbara,4/4/2020,58.87
4385,Santa Clara,4/4/2020,36.29
4386,Santa Cruz,4/4/2020,41.54
4387,Shasta,4/4/2020,59.17
4388,Siskiyou,4/4/2020,90.72
4389,Solano,4/4/2020,52.31
4390,Sonoma,4/4/2020,41.81
4391,Stanislaus,4/4/2020,57.5
4392,Sutter,4/4/2020,57.56
4393,Tehama,4/4/2020,68.63
4394,Tulare,4/4/2020,71.23
4395,Tuolumne,4/4/2020,60.81
4396,Ventura,4/4/2020,56.03
4397,Yolo,4/4/2020,43.33
4398,Yuba,4/4/2020,58.87
4399,Alameda,4/5/2020,29.93
4400,Amador,4/5/2020,42.99
4401,Butte,4/5/2020,48.25
4402,Calaveras,4/5/2020,43.15
4403,Colusa,4/5/2020,51.62
4404,Contra Costa,4/5/2020,35.55
4405,Del Norte,4/5/2020,44.18
4406,El Dorado,4/5/2020,35.17
4407,Fresno,4/5/2020,45.6
4408,Glenn,4/5/2020,53.67
4409,Humboldt,4/5/2020,44.69
4410,Imperial,4/5/2020,55.64
4411,Inyo,4/5/2020,41.27
4412,Kern,4/5/2020,56.44
