state,county,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
California,Marin,3/30/2020,-48,-28,-28,-60,-60,24
California,Marin,3/31/2020,-49,-28,-14,-59,-60,26
California,Marin,4/1/2020,-49,-26,-22,-62,-61,27
California,Marin,4/2/2020,-50,-25,-17,-60,-62,27
California,Marin,4/3/2020,-52,-30,-30,-57,-60,27
California,Marin,4/4/2020,-64,-39,-80,-69,-51,22
California,Marin,4/5/2020,-64,-38,-70,-65,-47,18
California,Marin,4/6/2020,-54,-39,-58,-66,-64,28
California,Marin,4/7/2020,-52,-32,-17,-59,-63,27
California,Marin,4/8/2020,-52,-34,-35,-62,-64,28
California,Marin,4/9/2020,-53,-29,-29,-60,-65,28
California,Marin,4/10/2020,-54,-30,-35,-60,-62,28
California,Marin,4/11/2020,-59,-29,-63,-55,-46,19
California,Marin,4/12/2020,-69,-39,-53,-46,-46,17
California,Marin,4/13/2020,-52,-32,-28,-57,-61,25
California,Marin,4/14/2020,-52,-26,-9,-56,-61,26
California,Marin,4/15/2020,-58,-28,-24,-55,-61,26
California,Marin,4/16/2020,-68,-26,-30,-60,-61,28
California,Marin,4/17/2020,-69,-28,-40,-58,-58,28
California,Marin,4/18/2020,-70,-26,-53,-47,-41,19
California,Marin,4/19/2020,-70,-30,-48,-46,-39,16
California,Marin,4/20/2020,-66,-30,-34,-58,-60,25
California,Marin,4/21/2020,-66,-27,-18,-59,-60,26
California,Marin,4/22/2020,-65,-25,-22,-56,-60,26
California,Marin,4/23/2020,-66,-25,-16,-55,-61,27
California,Marin,4/24/2020,-67,-25,-24,-52,-58,26
California,Marin,4/25/2020,-67,-24,-43,-39,-40,17
California,Marin,4/26/2020,-68,-25,-40,-38,-42,14
California,Marin,4/27/2020,-65,-28,-23,-56,-58,24
California,Marin,4/28/2020,-65,-26,-16,-55,-59,16
California,Marin,4/29/2020,-62,-26,-33,-55,-60,25
California,Marin,4/30/2020,-61,-23,-26,-55,-60,25
California,Marin,5/1/2020,-61,-23,-31,-48,-55,25
California,Marin,5/2/2020,-63,-21,-57,-37,-39,17
California,Marin,5/3/2020,-60,-19,-40,-29,-35,14
California,Marin,5/4/2020,-57,-24,-26,-52,-55,22
California,Marin,5/5/2020,-57,-17,-19,-49,-55,23
California,Marin,5/6/2020,-58,-21,-18,-49,-56,23
California,Marin,5/7/2020,-58,-17,-13,-49,-57,23
California,Marin,5/8/2020,-58,-17,-23,-45,-52,23
California,Marin,5/9/2020,-57,-5,-48,-34,-34,14
California,Marin,5/10/2020,-59,-11,-48,-38,-32,12
California,Marin,5/11/2020,-60,-29,-56,-60,-55,24
California,Marin,5/12/2020,-57,-22,-33,-52,-54,24
California,Marin,5/13/2020,-57,-23,-38,-55,-54,24
California,Marin,5/14/2020,-58,-23,-32,-57,-56,24
California,Marin,5/15/2020,-57,-19,-19,-43,-52,22
California,Marin,5/16/2020,-57,-17,-37,-32,-33,14
California,Marin,5/17/2020,-59,-22,-53,-41,-32,13
California,Marin,5/18/2020,-55,-22,-27,-52,-53,22
California,Marin,5/19/2020,-52,-21,-9,-49,-52,22
California,Marin,5/20/2020,-51,-20,-6,-45,-52,22
California,Marin,5/21/2020,-51,-16,4,-42,-53,22
California,Marin,5/22/2020,-50,-13,3,-34,-48,21
California,Marin,5/23/2020,-51,-5,-16,-10,-26,12
California,Marin,5/24/2020,-50,-7,1,5,-26,10
California,Marin,5/25/2020,-53,-16,76,-31,-72,22
California,Marin,5/26/2020,-49,-16,4,-42,-50,21
California,Marin,5/27/2020,-49,-14,2,-43,-50,21
California,Marin,5/28/2020,-50,-14,-3,-43,-50,21
California,Marin,5/29/2020,-52,-16,-23,-42,-46,21
California,Marin,5/30/2020,-55,-15,-43,-30,-21,14
California,Marin,5/31/2020,-55,-17,-28,-22,-19,11
California,Marin,6/1/2020,-48,-17,-7,-42,-48,19
California,Marin,6/2/2020,-47,-14,8,-38,-49,20
California,Marin,6/3/2020,-46,-12,11,-40,-49,20
California,Marin,6/4/2020,-46,-9,21,-40,-49,20
California,Marin,6/5/2020,-47,-14,-10,-35,-47,19
California,Marin,6/6/2020,-47,-6,-14,-20,-20,11
California,Marin,6/7/2020,-46,-11,-1,-12,-18,9
California,Marin,6/8/2020,-45,-17,15,-40,-47,18
California,Marin,6/9/2020,-43,-12,36,-38,-48,18
California,Marin,6/10/2020,-39,-11,40,-39,-48,18
California,Marin,6/11/2020,-41,-9,33,-39,-48,19
California,Marin,6/12/2020,-43,-12,8,-34,-45,17
California,Marin,6/13/2020,-41,-6,14,-11,-17,10
California,Marin,6/14/2020,-42,-10,17,-11,-15,7
California,Marin,6/15/2020,-40,-16,23,-36,-46,16
California,Marin,6/16/2020,-39,-11,42,-38,-46,18
California,Marin,6/17/2020,-39,-13,53,-36,-47,17
California,Marin,6/18/2020,-38,-8,62,-37,-48,17
California,Marin,6/19/2020,-39,-8,37,-31,-46,15
California,Marin,6/20/2020,-37,-1,22,-14,-15,8
California,Marin,6/21/2020,-36,-8,45,-5,-16,6
California,Marin,6/22/2020,-39,-18,29,-38,-49,16
California,Mariposa,2/15/2020,47,40,73,,-6,
California,Mariposa,2/16/2020,113,114,216,,2,
California,Mariposa,2/17/2020,51,32,167,,-40,
California,Mariposa,2/18/2020,-1,30,65,,1,
California,Mariposa,2/19/2020,24,17,56,,-2,
California,Mariposa,2/20/2020,19,26,53,,0,
California,Mariposa,2/21/2020,27,31,54,,2,
California,Mariposa,2/22/2020,42,32,47,,-2,
California,Mariposa,2/23/2020,57,48,96,,4,
California,Mariposa,2/24/2020,15,13,27,,5,
California,Mariposa,2/25/2020,0,7,21,,4,
California,Mariposa,2/26/2020,6,9,19,,3,
California,Mariposa,2/27/2020,21,18,29,,4,
California,Mariposa,2/28/2020,13,14,17,,8,
California,Mariposa,2/29/2020,12,7,11,,-2,
California,Mariposa,3/1/2020,-1,30,12,,-2,
California,Mariposa,3/2/2020,12,7,12,,3,
California,Mariposa,3/3/2020,11,17,26,,2,
California,Mariposa,3/4/2020,5,6,25,,0,
California,Mariposa,3/5/2020,22,22,35,,2,
California,Mariposa,3/6/2020,13,9,17,,1,
California,Mariposa,3/7/2020,-2,-4,-23,,-4,
California,Mariposa,3/8/2020,1,14,26,,2,
California,Mariposa,3/9/2020,-11,13,34,,-3,
California,Mariposa,3/10/2020,9,14,24,,2,
California,Mariposa,3/11/2020,0,16,18,,-1,
California,Mariposa,3/12/2020,23,40,45,,2,
California,Mariposa,3/13/2020,5,18,23,,1,
California,Mariposa,3/14/2020,-21,-4,-36,,-14,
California,Mariposa,3/15/2020,-21,14,-37,,-13,
California,Mariposa,3/16/2020,-40,-1,-39,,-22,
California,Mariposa,3/17/2020,-35,14,-22,,-24,
California,Mariposa,3/18/2020,-32,4,-19,,-29,
California,Mariposa,3/19/2020,-31,5,-35,,-28,
California,Mariposa,3/20/2020,-50,-2,-47,,-33,
California,Mariposa,3/21/2020,-67,-44,-83,,-35,
California,Mariposa,3/22/2020,-78,-21,-69,,-43,
California,Mariposa,3/23/2020,-60,-31,-69,,-38,
California,Mariposa,3/24/2020,-57,-13,-67,,-38,
California,Mariposa,3/25/2020,-63,-24,-65,,-41,
California,Mariposa,3/26/2020,-57,-22,-62,,-40,
California,Mariposa,3/27/2020,-54,-28,-64,,-40,
California,Mariposa,3/28/2020,-66,-60,-84,,-39,
California,Mariposa,3/29/2020,-75,-23,-72,,-45,
California,Mariposa,3/30/2020,-59,-43,-65,,-40,
California,Mariposa,3/31/2020,-51,-34,-54,,-41,
California,Mariposa,4/1/2020,-55,-16,-64,,-42,
California,Mariposa,4/2/2020,-47,-24,-54,,-43,
California,Mariposa,4/3/2020,-56,-23,-66,,-48,
California,Mariposa,4/4/2020,-80,-42,-82,,-43,
California,Mariposa,4/5/2020,-86,-54,-87,,-53,
California,Mariposa,4/6/2020,,,-76,,-49,
California,Mariposa,4/7/2020,,,-67,,-44,
California,Mariposa,4/8/2020,,,-71,,-47,
California,Mariposa,4/9/2020,,,-68,,-48,
California,Mariposa,4/10/2020,,,-71,,-46,
California,Mariposa,4/11/2020,,,-83,,-51,
California,Mariposa,4/12/2020,,,-77,,-51,
California,Mariposa,4/13/2020,,,-63,,-46,
California,Mariposa,4/14/2020,,,-60,,-42,
California,Mariposa,4/15/2020,,,-59,,-46,
California,Mariposa,4/16/2020,,,-63,,-38,
California,Mariposa,4/17/2020,,,-70,,-46,
California,Mariposa,4/18/2020,,,-80,,-38,
California,Mariposa,4/19/2020,,,-67,,-43,
California,Mariposa,4/20/2020,,,-72,,-46,
California,Mariposa,4/21/2020,,,-56,,-44,
California,Mariposa,4/22/2020,,,-58,,-42,
California,Mariposa,4/23/2020,,,-58,,-40,
California,Mariposa,4/24/2020,,,-61,,-42,
California,Mariposa,4/25/2020,,,-76,,-37,
California,Mariposa,4/26/2020,,,-67,,-50,
California,Mariposa,4/27/2020,,,-58,,-39,
California,Mariposa,4/28/2020,,,-56,,-44,
California,Mariposa,4/29/2020,,,-50,,-41,
California,Mariposa,4/30/2020,,,-49,,-36,
California,Mariposa,5/1/2020,,,-61,,-38,
California,Mariposa,5/2/2020,,,-65,,-34,
California,Mariposa,5/3/2020,,,-52,,-36,
California,Mariposa,5/4/2020,,,-53,,-43,
California,Mariposa,5/5/2020,,,-55,,-35,
California,Mariposa,5/6/2020,,,-51,,-40,
California,Mariposa,5/7/2020,,,-44,,-42,
California,Mariposa,5/8/2020,,,-51,,-40,
California,Mariposa,5/9/2020,,,-61,,-36,
California,Mariposa,5/10/2020,,,-52,,-36,
California,Mariposa,5/11/2020,,,-56,,-40,
California,Mariposa,5/12/2020,,,-46,,-34,
California,Mariposa,5/13/2020,,,-41,,-37,
California,Mariposa,5/14/2020,,-13,-42,,-38,
California,Mariposa,5/15/2020,,-21,-48,,-36,
California,Mariposa,5/16/2020,,-33,-61,,-34,
California,Mariposa,5/17/2020,,,-49,,-39,
California,Mariposa,5/18/2020,,-27,-67,,-39,
California,Mariposa,5/19/2020,,-16,-51,,-32,
California,Mariposa,5/20/2020,,,-39,,-35,
California,Mariposa,5/21/2020,,,-31,,-30,
California,Mariposa,5/22/2020,,-19,-38,,-34,
California,Mariposa,5/23/2020,,-31,-56,,-25,
California,Mariposa,5/24/2020,,,-25,,-33,
California,Mariposa,5/25/2020,,,-19,,-61,
California,Mariposa,5/26/2020,,,-45,,-30,
California,Mariposa,5/27/2020,,,-36,,-33,
California,Mariposa,5/28/2020,,-15,-32,,-31,
California,Mariposa,5/29/2020,,-16,-41,,-31,
California,Mariposa,5/30/2020,,-42,-62,,-16,
California,Mariposa,5/31/2020,,,-39,,-19,
California,Mariposa,6/1/2020,,-19,-48,,-27,
California,Mariposa,6/2/2020,,-10,-41,,-22,
California,Mariposa,6/3/2020,,,-37,,-26,
California,Mariposa,6/4/2020,,-4,-38,,-28,
California,Mariposa,6/5/2020,,-15,-29,,-24,
California,Mariposa,6/6/2020,,-33,-41,,-17,
California,Mariposa,6/7/2020,,,-26,,-26,
California,Mariposa,6/8/2020,,-20,-40,,-31,
California,Mariposa,6/9/2020,,-9,-32,,-26,
California,Mariposa,6/10/2020,,,-19,,-27,
California,Mariposa,6/11/2020,,,19,,-24,
California,Mariposa,6/12/2020,,10,22,,-22,
California,Mariposa,6/13/2020,,8,5,,-10,
California,Mariposa,6/14/2020,,,59,,-10,
California,Mariposa,6/15/2020,,,53,,-27,
California,Mariposa,6/16/2020,,,76,,-24,
California,Mariposa,6/17/2020,,,106,,-27,
California,Mariposa,6/18/2020,,,127,,-24,
California,Mariposa,6/19/2020,,22,113,,-26,
California,Mariposa,6/20/2020,,15,64,,-15,
California,Mariposa,6/21/2020,,,145,,-27,
California,Mariposa,6/22/2020,,,107,,-26,
California,Mendocino,2/15/2020,13,10,51,,-2,-1
California,Mendocino,2/16/2020,25,12,109,,-3,-1
California,Mendocino,2/17/2020,16,9,71,,-35,6
California,Mendocino,2/18/2020,5,10,16,,-1,-1
California,Mendocino,2/19/2020,4,8,16,,-4,0
California,Mendocino,2/20/2020,5,6,20,,0,0
California,Mendocino,2/21/2020,5,4,23,,-1,0
California,Mendocino,2/22/2020,11,8,28,,2,-1
California,Mendocino,2/23/2020,12,6,43,,-2,-1
California,Mendocino,2/24/2020,6,5,7,,3,0
California,Mendocino,2/25/2020,4,5,4,,3,-2
California,Mendocino,2/26/2020,11,5,13,,3,-1
California,Mendocino,2/27/2020,11,0,16,,3,-1
California,Mendocino,2/28/2020,11,-1,13,,5,-1
California,Mendocino,2/29/2020,16,0,6,,7,-1
California,Mendocino,3/1/2020,25,-1,31,,2,-1
California,Mendocino,3/2/2020,12,2,4,,4,-1
California,Mendocino,3/3/2020,14,7,22,,3,-2
California,Mendocino,3/4/2020,12,4,17,,2,-2
California,Mendocino,3/5/2020,9,4,14,,2,-1
California,Mendocino,3/6/2020,6,-1,13,,4,0
California,Mendocino,3/7/2020,10,0,23,,6,0
California,Mendocino,3/8/2020,16,-1,37,,-2,0
California,Mendocino,3/9/2020,11,2,13,,4,0
California,Mendocino,3/10/2020,7,1,22,,2,-1
California,Mendocino,3/11/2020,11,8,29,,4,-1
California,Mendocino,3/12/2020,8,12,28,,2,-1
California,Mendocino,3/13/2020,8,13,18,-17,4,0
California,Mendocino,3/14/2020,4,8,-11,-29,0,3
California,Mendocino,3/15/2020,1,6,8,,-2,3
California,Mendocino,3/16/2020,8,20,7,,-4,3
California,Mendocino,3/17/2020,-8,11,-8,,-17,7
California,Mendocino,3/18/2020,-13,17,11,-33,-24,9
California,Mendocino,3/19/2020,-33,-11,11,-32,-30,12
California,Mendocino,3/20/2020,-37,-14,8,-26,-32,14
California,Mendocino,3/21/2020,-43,-20,-3,-27,-27,11
California,Mendocino,3/22/2020,-40,-25,14,,-29,
California,Mendocino,3/23/2020,-35,-20,-14,-46,-33,14
California,Mendocino,3/24/2020,-38,-19,-30,-43,-39,16
California,Mendocino,3/25/2020,-40,-19,-23,-51,-39,15
California,Mendocino,3/26/2020,-38,-20,-22,-34,-39,16
California,Mendocino,3/27/2020,-43,-26,-32,-45,-40,17
California,Mendocino,3/28/2020,-47,-28,-58,-44,-34,
California,Mendocino,3/29/2020,-47,-29,-39,,-32,
California,Mendocino,3/30/2020,-40,-24,-43,-54,-37,15
California,Mendocino,3/31/2020,-39,-19,-42,-51,-40,15
California,Mendocino,4/1/2020,-36,-17,-33,-46,-40,15
California,Mendocino,4/2/2020,-35,-17,-29,-37,-40,16
California,Mendocino,4/3/2020,-37,-19,-37,-48,-38,16
California,Mendocino,4/4/2020,-49,-26,-67,-56,-37,
California,Mendocino,4/5/2020,-46,-26,-51,,-34,
California,Mendocino,4/6/2020,-37,-20,-38,-49,-39,15
California,Mendocino,4/7/2020,-37,-20,-33,-41,-41,15
California,Mendocino,4/8/2020,-36,-17,-32,-44,-41,14
California,Mendocino,4/9/2020,-37,-15,-32,-45,-41,15
California,Mendocino,4/10/2020,-37,-16,-41,-40,-42,17
California,Mendocino,4/11/2020,-39,-12,-51,-39,-31,
California,Mendocino,4/12/2020,-53,-24,-35,,-36,
California,Mendocino,4/13/2020,-31,-15,-32,-22,-37,14
California,Mendocino,4/14/2020,-29,-11,-23,-11,-36,12
California,Mendocino,4/15/2020,-32,-5,-28,-26,-37,13
California,Mendocino,4/16/2020,-40,-5,-36,-27,-38,14
California,Mendocino,4/17/2020,-45,-15,-36,-43,-37,16
California,Mendocino,4/18/2020,-49,-15,-54,-47,-32,
California,Mendocino,4/19/2020,-46,-9,-26,,-30,
California,Mendocino,4/20/2020,-41,-10,-38,-34,-35,13
California,Mendocino,4/21/2020,-42,-7,-31,-25,-37,12
California,Mendocino,4/22/2020,-42,-7,-33,-34,-39,13
California,Mendocino,4/23/2020,-42,-6,-27,-35,-37,14
California,Mendocino,4/24/2020,-45,-10,-26,-48,-37,15
California,Mendocino,4/25/2020,-46,-10,-43,-25,-28,10
California,Mendocino,4/26/2020,-43,-7,-16,,-28,
California,Mendocino,4/27/2020,-39,-5,-28,-31,-33,12
California,Mendocino,4/28/2020,-38,-3,-25,-32,-35,5
California,Mendocino,4/29/2020,-38,-5,-32,-42,-37,12
California,Mendocino,4/30/2020,-38,-3,-25,-21,-36,12
California,Mendocino,5/1/2020,-36,-4,-20,-19,-33,12
California,Mendocino,5/2/2020,-44,-8,-49,-29,-28,11
California,Mendocino,5/3/2020,-38,-4,-22,,-27,
California,Mendocino,5/4/2020,-31,1,-24,-16,-31,10
California,Mendocino,5/5/2020,-35,0,-23,,-33,11
California,Mendocino,5/6/2020,-36,2,-25,-31,-35,12
California,Mendocino,5/7/2020,-36,1,-22,-19,-34,11
California,Mendocino,5/8/2020,-36,0,-19,-28,-34,12
California,Mendocino,5/9/2020,-36,11,-26,-14,-21,7
California,Mendocino,5/10/2020,-38,14,-3,,-19,
California,Mendocino,5/11/2020,-35,-6,-40,-28,-31,12
California,Mendocino,5/12/2020,-36,-5,-37,-25,-31,12
California,Mendocino,5/13/2020,-38,-4,-34,-31,-33,12
California,Mendocino,5/14/2020,-37,-2,-18,-28,-32,12
California,Mendocino,5/15/2020,-37,-4,-12,,-30,11
California,Mendocino,5/16/2020,-40,-4,-35,-25,-21,9
California,Mendocino,5/17/2020,-41,-7,-25,,-22,
California,Mendocino,5/18/2020,-34,-2,-29,-32,-29,11
California,Mendocino,5/19/2020,-35,1,-16,-21,-29,10
California,Mendocino,5/20/2020,-33,3,-1,-26,-29,10
California,Mendocino,5/21/2020,-32,7,-1,-21,-30,10
California,Mendocino,5/22/2020,-31,8,9,,-28,9
California,Mendocino,5/23/2020,-32,11,22,,-15,6
California,Mendocino,5/24/2020,-25,16,103,,-15,
California,Mendocino,5/25/2020,-39,1,69,-27,-60,15
California,Mendocino,5/26/2020,-27,5,14,-12,-28,8
California,Mendocino,5/27/2020,-27,3,10,-28,-26,8
California,Mendocino,5/28/2020,-28,8,10,-24,-27,9
California,Mendocino,5/29/2020,-31,3,0,,-26,9
California,Mendocino,5/30/2020,-33,-2,-27,-15,-15,8
California,Mendocino,5/31/2020,-26,2,22,,-13,
California,Mendocino,6/1/2020,-20,9,9,-7,-22,6
California,Mendocino,6/2/2020,-26,9,14,-11,-25,7
California,Mendocino,6/3/2020,-23,11,21,-3,-26,7
California,Mendocino,6/4/2020,-23,15,37,-14,-26,7
California,Mendocino,6/5/2020,-23,7,14,,-26,8
California,Mendocino,6/6/2020,-27,9,15,-7,-11,4
California,Mendocino,6/7/2020,-20,9,46,,-14,
California,Mendocino,6/8/2020,-19,9,18,-14,-23,6
California,Mendocino,6/9/2020,-21,9,24,-21,-24,6
California,Mendocino,6/10/2020,-22,11,40,-20,-26,6
California,Mendocino,6/11/2020,-22,8,31,-2,-26,7
California,Mendocino,6/12/2020,-20,5,33,-24,-25,8
California,Mendocino,6/13/2020,-18,13,43,-11,-13,4
California,Mendocino,6/14/2020,-11,20,118,,-14,
California,Mendocino,6/15/2020,-15,9,40,-15,-25,6
California,Mendocino,6/16/2020,-19,11,41,-15,-26,6
California,Mendocino,6/17/2020,-16,12,55,-16,-28,5
California,Mendocino,6/18/2020,-16,12,64,-12,-28,6
California,Mendocino,6/19/2020,-17,8,76,-3,-27,6
California,Mendocino,6/20/2020,-13,24,83,-10,-13,2
California,Mendocino,6/21/2020,-11,26,138,,-14,
California,Mendocino,6/22/2020,-11,9,69,-13,-28,6
California,Merced,2/15/2020,5,3,54,19,-4,-1
California,Merced,2/16/2020,8,4,49,8,-2,-1
California,Merced,2/17/2020,9,2,50,14,-42,8
California,Merced,2/18/2020,1,0,54,7,-10,1
California,Merced,2/19/2020,2,1,55,6,-10,1
California,Merced,2/20/2020,5,1,67,9,-9,1
California,Merced,2/21/2020,1,2,63,2,-11,1
California,Merced,2/22/2020,5,2,69,7,-2,-1
California,Merced,2/23/2020,10,6,65,12,1,-1
California,Merced,2/24/2020,2,2,63,-1,3,0
California,Merced,2/25/2020,6,2,69,3,2,-1
California,Merced,2/26/2020,12,9,63,2,2,-2
California,Merced,2/27/2020,11,4,61,8,3,-2
California,Merced,2/28/2020,9,10,83,6,3,-2
California,Merced,2/29/2020,12,7,60,8,3,-2
California,Merced,3/1/2020,17,9,13,9,2,-1
California,Merced,3/2/2020,13,8,65,4,5,-1
California,Merced,3/3/2020,19,14,71,9,6,-2
California,Merced,3/4/2020,12,13,64,7,6,-2
California,Merced,3/5/2020,13,12,70,9,6,-2
California,Merced,3/6/2020,7,9,87,3,4,-1
California,Merced,3/7/2020,8,9,40,-1,2,-1
California,Merced,3/8/2020,12,9,36,13,2,0
California,Merced,3/9/2020,9,9,65,5,7,-1
California,Merced,3/10/2020,8,8,58,3,6,-1
California,Merced,3/11/2020,6,11,58,1,5,-1
California,Merced,3/12/2020,8,17,65,7,3,-1
California,Merced,3/13/2020,4,26,48,1,2,0
California,Merced,3/14/2020,0,25,18,0,1,2
California,Merced,3/15/2020,-5,13,-30,-7,-4,4
California,Merced,3/16/2020,-1,31,-6,-8,-7,6
California,Merced,3/17/2020,-4,27,20,-1,-12,7
California,Merced,3/18/2020,-9,24,26,-6,-17,7
California,Merced,3/19/2020,-16,9,22,-7,-26,10
California,Merced,3/20/2020,-26,0,13,-23,-33,13
California,Merced,3/21/2020,-38,-13,-21,-26,-21,12
California,Merced,3/22/2020,-36,-20,-3,-32,-25,10
California,Merced,3/23/2020,-30,-21,-3,-29,-36,15
California,Merced,3/24/2020,-29,-18,-6,-28,-38,15
California,Merced,3/25/2020,-32,-19,-10,-28,-39,16
California,Merced,3/26/2020,-30,-18,11,-29,-39,15
California,Merced,3/27/2020,-35,-17,11,-35,-38,17
California,Merced,3/28/2020,-37,-18,-20,-38,-25,13
California,Merced,3/29/2020,-34,-18,-1,-37,-26,11
California,Merced,3/30/2020,-30,-21,15,-33,-37,14
California,Merced,3/31/2020,-26,-16,11,-28,-39,15
California,Merced,4/1/2020,-25,-11,7,-26,-40,14
California,Merced,4/2/2020,-28,-12,4,-27,-40,15
California,Merced,4/3/2020,-31,-6,3,-39,-39,16
California,Merced,4/4/2020,-38,-13,-26,-36,-27,13
California,Merced,4/5/2020,-44,-24,-60,-48,-31,13
California,Merced,4/6/2020,-35,-18,-20,-37,-41,18
California,Merced,4/7/2020,-30,-13,1,-28,-40,16
California,Merced,4/8/2020,-34,-17,-5,-28,-41,16
California,Merced,4/9/2020,-36,-17,-21,-30,-43,17
California,Merced,4/10/2020,-39,-12,-17,-38,-45,19
California,Merced,4/11/2020,-38,-8,-25,-34,-29,13
California,Merced,4/12/2020,-53,-18,-30,-45,-31,12
California,Merced,4/13/2020,-32,-21,-4,-35,-40,16
California,Merced,4/14/2020,-27,-16,11,-25,-40,15
California,Merced,4/15/2020,-26,-9,-3,-25,-39,14
California,Merced,4/16/2020,-33,-12,3,-25,-39,15
California,Merced,4/17/2020,-39,-12,-1,-33,-40,17
California,Merced,4/18/2020,-40,-11,-18,-30,-21,12
California,Merced,4/19/2020,-37,-11,-12,-34,-23,10
California,Merced,4/20/2020,-33,-15,-1,-31,-38,14
California,Merced,4/21/2020,-33,-12,9,-25,-38,14
California,Merced,4/22/2020,-33,-10,5,-23,-38,14
California,Merced,4/23/2020,-34,-12,6,-23,-39,15
California,Merced,4/24/2020,-37,-9,7,-30,-39,15
California,Merced,4/25/2020,-38,-6,-5,-28,-22,10
California,Merced,4/26/2020,-34,-7,-3,-30,-22,9
California,Merced,4/27/2020,-28,-9,8,-26,-36,13
California,Merced,4/28/2020,-27,-8,10,-22,-37,6
California,Merced,4/29/2020,-28,-6,7,-21,-37,13
California,Merced,4/30/2020,-26,-6,12,-21,-38,12
California,Merced,5/1/2020,-29,1,5,-23,-36,13
California,Merced,5/2/2020,-30,1,1,-22,-18,8
California,Merced,5/3/2020,-26,0,4,-28,-16,8
California,Merced,5/4/2020,-23,-4,14,-24,-33,11
California,Merced,5/5/2020,-24,2,12,-18,-35,11
California,Merced,5/6/2020,-25,-3,13,-18,-35,11
California,Merced,5/7/2020,-25,-2,21,-17,-35,11
California,Merced,5/8/2020,-29,0,11,-18,-34,12
California,Merced,5/9/2020,-24,14,9,-20,-16,6
California,Merced,5/10/2020,-24,19,3,-16,-11,4
California,Merced,5/11/2020,-23,-8,25,-18,-32,11
California,Merced,5/12/2020,-23,-7,12,-17,-33,11
California,Merced,5/13/2020,-22,-4,19,-14,-33,11
California,Merced,5/14/2020,-24,-5,23,-19,-34,11
California,Merced,5/15/2020,-28,-2,24,-20,-33,12
California,Merced,5/16/2020,-26,0,27,-14,-14,6
California,Merced,5/17/2020,-23,-4,10,-17,-13,7
California,Merced,5/18/2020,-21,-8,9,-19,-32,11
California,Merced,5/19/2020,-20,-5,24,-16,-33,10
California,Merced,5/20/2020,-18,-4,19,-13,-33,10
California,Merced,5/21/2020,-19,-3,29,-9,-33,9
California,Merced,5/22/2020,-22,0,30,-8,-33,10
California,Merced,5/23/2020,-21,3,45,0,-14,5
California,Merced,5/24/2020,-19,6,73,-15,-16,4
California,Merced,5/25/2020,-22,-3,50,-20,-62,17
California,Merced,5/26/2020,-17,-5,40,-13,-32,9
California,Merced,5/27/2020,-18,-3,27,-16,-31,10
California,Merced,5/28/2020,-19,-5,32,-12,-30,10
California,Merced,5/29/2020,-22,-3,35,-15,-30,10
California,Merced,5/30/2020,-21,1,49,-9,-5,5
California,Merced,5/31/2020,-16,-2,47,-9,-5,5
California,Merced,6/1/2020,-12,-3,38,-12,-27,8
California,Merced,6/2/2020,-12,1,38,-13,-29,8
California,Merced,6/3/2020,-8,5,44,-9,-30,8
California,Merced,6/4/2020,-11,3,61,-10,-31,8
California,Merced,6/5/2020,-19,1,47,-14,-29,9
California,Merced,6/6/2020,-18,4,88,-6,-7,3
California,Merced,6/7/2020,-12,0,54,-8,-6,4
California,Merced,6/8/2020,-15,-5,42,-14,-27,8
California,Merced,6/9/2020,-15,-3,47,-13,-29,8
California,Merced,6/10/2020,-15,-3,45,-10,-29,8
California,Merced,6/11/2020,-16,-3,44,-9,-29,8
California,Merced,6/12/2020,-20,-4,40,-8,-30,8
California,Merced,6/13/2020,-18,0,56,-3,-6,3
California,Merced,6/14/2020,-12,-1,76,-2,-6,3
California,Merced,6/15/2020,-12,-5,44,-10,-27,7
California,Merced,6/16/2020,-12,-3,50,-7,-29,7
California,Merced,6/17/2020,-11,-5,45,-5,-29,7
California,Merced,6/18/2020,-10,-5,53,-1,-31,7
California,Merced,6/19/2020,-16,-2,61,-5,-31,7
California,Merced,6/20/2020,-14,6,79,5,-8,2
California,Merced,6/21/2020,-13,7,95,2,-4,1
California,Merced,6/22/2020,-11,-10,55,-6,-32,8
