County,Date,Index
Los Angeles,2/19/2020,117.43
Madera,2/19/2020,103.76
Marin,2/19/2020,114.46
Mariposa,2/19/2020,117.21
Mendocino,2/19/2020,123.21
Merced,2/19/2020,111.38
Mono,2/19/2020,157.87
Monterey,2/19/2020,120.04
Napa,2/19/2020,123.82
Nevada,2/19/2020,113.04
Orange,2/19/2020,116.62
Placer,2/19/2020,113.68
Riverside,2/19/2020,119.73
Sacramento,2/19/2020,113.3
San Benito,2/19/2020,102.38
San Bernardino,2/19/2020,111.92
San Diego,2/19/2020,117.99
San Francisco,2/19/2020,98.53
San Joaquin,2/19/2020,109.34
San Luis Obispo,2/19/2020,123.2
San Mateo,2/19/2020,100.83
Santa Barbara,2/19/2020,118.54
Santa Clara,2/19/2020,106.33
Santa Cruz,2/19/2020,114.96
Shasta,2/19/2020,118.9
Siskiyou,2/19/2020,132.04
Solano,2/19/2020,112.15
Sonoma,2/19/2020,113.08
Stanislaus,2/19/2020,104.37
Sutter,2/19/2020,105.48
Tehama,2/19/2020,122.93
Tulare,2/19/2020,109.54
Tuolumne,2/19/2020,138.64
Ventura,2/19/2020,117.2
Yolo,2/19/2020,111.41
Yuba,2/19/2020,110.05
Alameda,2/20/2020,114.03
Amador,2/20/2020,125.44
Butte,2/20/2020,127.34
Calaveras,2/20/2020,118.52
Colusa,2/20/2020,112.1
Contra Costa,2/20/2020,114
Del Norte,2/20/2020,125.7
El Dorado,2/20/2020,116.88
Fresno,2/20/2020,116.33
Glenn,2/20/2020,117.27
Humboldt,2/20/2020,114.91
Imperial,2/20/2020,123.54
Inyo,2/20/2020,142.73
Kern,2/20/2020,126.42
Kings,2/20/2020,111.59
Lake,2/20/2020,116.88
Lassen,2/20/2020,134.07
Los Angeles,2/20/2020,123.52
Madera,2/20/2020,121.03
Marin,2/20/2020,110.8
Mariposa,2/20/2020,120.8
Mendocino,2/20/2020,126.74
Merced,2/20/2020,118.88
Mono,2/20/2020,181.59
Monterey,2/20/2020,123.91
Napa,2/20/2020,132.77
Nevada,2/20/2020,115.28
Orange,2/20/2020,123.31
Placer,2/20/2020,117.41
Riverside,2/20/2020,125.47
Sacramento,2/20/2020,118.89
San Benito,2/20/2020,109.55
San Bernardino,2/20/2020,124.7
San Diego,2/20/2020,121.95
San Francisco,2/20/2020,105.25
San Joaquin,2/20/2020,113.06
San Luis Obispo,2/20/2020,135.38
San Mateo,2/20/2020,106.63
Santa Barbara,2/20/2020,125.97
Santa Clara,2/20/2020,109.08
Santa Cruz,2/20/2020,120.96
Shasta,2/20/2020,122.58
Siskiyou,2/20/2020,138.05
Solano,2/20/2020,116.51
Sonoma,2/20/2020,117.98
Stanislaus,2/20/2020,108.08
Sutter,2/20/2020,112.68
Tehama,2/20/2020,129.6
Tulare,2/20/2020,115.79
Tuolumne,2/20/2020,127.58
Ventura,2/20/2020,124.88
Yolo,2/20/2020,121.07
Yuba,2/20/2020,111.5
Alameda,2/21/2020,134.5
Amador,2/21/2020,143.82
Butte,2/21/2020,152.19
Calaveras,2/21/2020,148.03
Colusa,2/21/2020,148.9
Contra Costa,2/21/2020,128.29
Del Norte,2/21/2020,139.47
El Dorado,2/21/2020,147.9
Fresno,2/21/2020,137
Glenn,2/21/2020,147.25
Humboldt,2/21/2020,120.78
Imperial,2/21/2020,160.74
Inyo,2/21/2020,193.11
Kern,2/21/2020,153.78
Kings,2/21/2020,138.03
Lake,2/21/2020,146.07
Lassen,2/21/2020,165.93
Los Angeles,2/21/2020,137.35
Madera,2/21/2020,153.24
Marin,2/21/2020,127.76
Mariposa,2/21/2020,137.17
Mendocino,2/21/2020,141.52
Merced,2/21/2020,145.99
Mono,2/21/2020,246.11
Monterey,2/21/2020,146.15
Napa,2/21/2020,164
Nevada,2/21/2020,142.24
Orange,2/21/2020,139.14
Placer,2/21/2020,138.24
Riverside,2/21/2020,145.03
Sacramento,2/21/2020,134.73
San Benito,2/21/2020,135.49
San Bernardino,2/21/2020,142.51
San Diego,2/21/2020,141.08
San Francisco,2/21/2020,123.28
San Joaquin,2/21/2020,138.25
San Luis Obispo,2/21/2020,180.23
San Mateo,2/21/2020,119.42
Santa Barbara,2/21/2020,148.61
Santa Clara,2/21/2020,121.19
Santa Cruz,2/21/2020,141.64
Shasta,2/21/2020,135.21
Siskiyou,2/21/2020,152.99
Solano,2/21/2020,141.49
Sonoma,2/21/2020,134.29
Stanislaus,2/21/2020,132.87
Sutter,2/21/2020,128.95
Tehama,2/21/2020,155.56
Tulare,2/21/2020,134.89
Tuolumne,2/21/2020,154.72
Ventura,2/21/2020,142.61
Yolo,2/21/2020,160.44
Yuba,2/21/2020,134.76
Alameda,2/22/2020,127.31
Amador,2/22/2020,182.73
Butte,2/22/2020,141.33
Calaveras,2/22/2020,161.21
Colusa,2/22/2020,141.86
Contra Costa,2/22/2020,125.01
Del Norte,2/22/2020,162.15
El Dorado,2/22/2020,162.21
Fresno,2/22/2020,129.28
Glenn,2/22/2020,139.42
Humboldt,2/22/2020,122.71
Imperial,2/22/2020,151.53
Inyo,2/22/2020,154.64
Kern,2/22/2020,142.95
Kings,2/22/2020,138.35
Lake,2/22/2020,134.74
Lassen,2/22/2020,148.9
Los Angeles,2/22/2020,127.85
Madera,2/22/2020,140.9
Marin,2/22/2020,129.12
Mariposa,2/22/2020,185.79
Mendocino,2/22/2020,148.02
Merced,2/22/2020,145.85
Mono,2/22/2020,245.54
Monterey,2/22/2020,161
Napa,2/22/2020,165.92
Nevada,2/22/2020,143.58
Orange,2/22/2020,128.28
Placer,2/22/2020,146.97
Riverside,2/22/2020,139.04
Sacramento,2/22/2020,129.11
San Benito,2/22/2020,138.03
San Bernardino,2/22/2020,126.66
San Diego,2/22/2020,124.61
San Francisco,2/22/2020,129.65
San Joaquin,2/22/2020,136.22
San Luis Obispo,2/22/2020,180.51
San Mateo,2/22/2020,110.89
Santa Barbara,2/22/2020,147.46
Santa Clara,2/22/2020,111.05
Santa Cruz,2/22/2020,152.42
Shasta,2/22/2020,127.46
Siskiyou,2/22/2020,167.99
Solano,2/22/2020,150.91
Sonoma,2/22/2020,132.01
Stanislaus,2/22/2020,125.35
Sutter,2/22/2020,134.62
Tehama,2/22/2020,156.55
Tulare,2/22/2020,128.79
Tuolumne,2/22/2020,176.32
Ventura,2/22/2020,138.71
Yolo,2/22/2020,147.93
Yuba,2/22/2020,152.08
Alameda,2/23/2020,99.06
Amador,2/23/2020,155.85
Butte,2/23/2020,110.34
Calaveras,2/23/2020,136.02
Colusa,2/23/2020,132.35
Contra Costa,2/23/2020,94.46
Del Norte,2/23/2020,140.21
El Dorado,2/23/2020,147.95
Fresno,2/23/2020,100.39
Glenn,2/23/2020,126.73
Humboldt,2/23/2020,102.04
Imperial,2/23/2020,128.02
Inyo,2/23/2020,227.41
Kern,2/23/2020,118.63
Kings,2/23/2020,117.69
Lake,2/23/2020,106.93
Lassen,2/23/2020,152.89
Los Angeles,2/23/2020,102.06
Madera,2/23/2020,118.76
Marin,2/23/2020,108.68
Mariposa,2/23/2020,189.08
Mendocino,2/23/2020,119.92
Merced,2/23/2020,126.09
Mono,2/23/2020,229.87
Monterey,2/23/2020,130.53
Napa,2/23/2020,129.05
Nevada,2/23/2020,142.62
Orange,2/23/2020,101.76
Placer,2/23/2020,125.57
Riverside,2/23/2020,113.96
Sacramento,2/23/2020,99.41
San Benito,2/23/2020,117.19
San Bernardino,2/23/2020,110.19
San Diego,2/23/2020,101.94
San Francisco,2/23/2020,107.05
San Joaquin,2/23/2020,104.88
San Luis Obispo,2/23/2020,156.69
San Mateo,2/23/2020,87.93
Santa Barbara,2/23/2020,126.55
Santa Clara,2/23/2020,86.68
Santa Cruz,2/23/2020,121.51
Shasta,2/23/2020,97.59
Siskiyou,2/23/2020,143.65
Solano,2/23/2020,120.92
Sonoma,2/23/2020,103.73
Stanislaus,2/23/2020,96.75
Sutter,2/23/2020,100.26
Tehama,2/23/2020,120.55
Tulare,2/23/2020,102.37
Tuolumne,2/23/2020,157.34
Ventura,2/23/2020,110.34
Yolo,2/23/2020,118.56
Yuba,2/23/2020,113.28
Alameda,2/24/2020,107.56
Amador,2/24/2020,117.4
Butte,2/24/2020,119.63
Calaveras,2/24/2020,107.92
Colusa,2/24/2020,106.87
Contra Costa,2/24/2020,110.69
Del Norte,2/24/2020,110.16
El Dorado,2/24/2020,104.49
Fresno,2/24/2020,108.61
Glenn,2/24/2020,107.59
Humboldt,2/24/2020,105.42
Imperial,2/24/2020,116.65
Inyo,2/24/2020,116.5
Kern,2/24/2020,118.35
Kings,2/24/2020,110.76
Lake,2/24/2020,117.11
Lassen,2/24/2020,120.6
Los Angeles,2/24/2020,113.03
Madera,2/24/2020,107.35
Marin,2/24/2020,109.44
Mariposa,2/24/2020,118.99
Mendocino,2/24/2020,115.31
Merced,2/24/2020,113.04
Mono,2/24/2020,111.36
Monterey,2/24/2020,118.38
Napa,2/24/2020,116.66
Nevada,2/24/2020,98
Orange,2/24/2020,110.99
Placer,2/24/2020,108.2
Riverside,2/24/2020,116.85
Sacramento,2/24/2020,112.24
San Benito,2/24/2020,106.34
San Bernardino,2/24/2020,117.87
San Diego,2/24/2020,112.68
San Francisco,2/24/2020,99.49
San Joaquin,2/24/2020,112.32
San Luis Obispo,2/24/2020,116.46
San Mateo,2/24/2020,103.69
Santa Barbara,2/24/2020,114.35
Santa Clara,2/24/2020,106.08
Santa Cruz,2/24/2020,113.67
Shasta,2/24/2020,112.09
Siskiyou,2/24/2020,125.03
Solano,2/24/2020,110.72
Sonoma,2/24/2020,106.81
Stanislaus,2/24/2020,107.54
Sutter,2/24/2020,102.94
Tehama,2/24/2020,107.66
Tulare,2/24/2020,110.77
Tuolumne,2/24/2020,119.85
Ventura,2/24/2020,112.51
Yolo,2/24/2020,105.35
Yuba,2/24/2020,116.18
Alameda,2/25/2020,110.9
Amador,2/25/2020,104.34
Butte,2/25/2020,118.7
Calaveras,2/25/2020,105.63
Colusa,2/25/2020,100.14
Contra Costa,2/25/2020,112.03
Del Norte,2/25/2020,102.87
El Dorado,2/25/2020,97.71
Fresno,2/25/2020,108.19
Glenn,2/25/2020,107.68
Humboldt,2/25/2020,103.52
Imperial,2/25/2020,115.44
Inyo,2/25/2020,98.35
Kern,2/25/2020,116.88
Kings,2/25/2020,103.1
Lake,2/25/2020,114.56
Lassen,2/25/2020,121.6
Los Angeles,2/25/2020,116.54
Madera,2/25/2020,107
Marin,2/25/2020,112.97
Mariposa,2/25/2020,105.45
Mendocino,2/25/2020,104.56
Merced,2/25/2020,108.3
Mono,2/25/2020,98.13
Monterey,2/25/2020,115.62
Napa,2/25/2020,116.91
Nevada,2/25/2020,93.36
Orange,2/25/2020,115.8
Placer,2/25/2020,109.08
Riverside,2/25/2020,117.51
Sacramento,2/25/2020,115.12
San Benito,2/25/2020,102.51
San Bernardino,2/25/2020,111.61
San Diego,2/25/2020,117.98
San Francisco,2/25/2020,104.65
San Joaquin,2/25/2020,115.91
San Luis Obispo,2/25/2020,116.16
San Mateo,2/25/2020,106.52
Santa Barbara,2/25/2020,109.26
Santa Clara,2/25/2020,110.96
Santa Cruz,2/25/2020,109.97
Shasta,2/25/2020,110.95
Siskiyou,2/25/2020,119.21
Solano,2/25/2020,107.59
Sonoma,2/25/2020,109.09
Stanislaus,2/25/2020,104.89
Sutter,2/25/2020,109.22
Tehama,2/25/2020,122.08
Tulare,2/25/2020,110.67
Tuolumne,2/25/2020,117.27
Ventura,2/25/2020,114.88
Yolo,2/25/2020,104.89
Yuba,2/25/2020,108.44
Alameda,2/26/2020,112.18
Amador,2/26/2020,114.65
Butte,2/26/2020,123.98
Calaveras,2/26/2020,102.75
Colusa,2/26/2020,109.27
Contra Costa,2/26/2020,113.23
Del Norte,2/26/2020,122.24
El Dorado,2/26/2020,97.48
Fresno,2/26/2020,111.38
Glenn,2/26/2020,105.96
Humboldt,2/26/2020,105.72
Imperial,2/26/2020,116.78
Inyo,2/26/2020,102
Kern,2/26/2020,119.91
Kings,2/26/2020,107.12
Lake,2/26/2020,116.82
Lassen,2/26/2020,122.95
Los Angeles,2/26/2020,115.97
Madera,2/26/2020,106.82
Marin,2/26/2020,115.93
Mariposa,2/26/2020,98.83
Mendocino,2/26/2020,107.06
Merced,2/26/2020,108.83
Mono,2/26/2020,89.59
Monterey,2/26/2020,117
Napa,2/26/2020,117.16
Nevada,2/26/2020,93.24
Orange,2/26/2020,116.71
Placer,2/26/2020,110.3
Riverside,2/26/2020,117.79
Sacramento,2/26/2020,116.15
San Benito,2/26/2020,105.99
San Bernardino,2/26/2020,114.6
San Diego,2/26/2020,118.77
San Francisco,2/26/2020,105.01
San Joaquin,2/26/2020,113.65
San Luis Obispo,2/26/2020,115.44
San Mateo,2/26/2020,115.13
Santa Barbara,2/26/2020,107.87
Santa Clara,2/26/2020,114.45
Santa Cruz,2/26/2020,107.01
Shasta,2/26/2020,113.04
Siskiyou,2/26/2020,126.03
Solano,2/26/2020,108.79
Sonoma,2/26/2020,108.45
Stanislaus,2/26/2020,107.08
Sutter,2/26/2020,109.41
Tehama,2/26/2020,120.17
Tulare,2/26/2020,114.22
Tuolumne,2/26/2020,108.63
Ventura,2/26/2020,118.86
Yolo,2/26/2020,111.76
Yuba,2/26/2020,112.08
Alameda,2/27/2020,116.01
Amador,2/27/2020,119.39
Butte,2/27/2020,126.3
Calaveras,2/27/2020,118.07
Colusa,2/27/2020,111.26
Contra Costa,2/27/2020,116.47
Del Norte,2/27/2020,116.94
El Dorado,2/27/2020,103.76
Fresno,2/27/2020,116.44
Glenn,2/27/2020,116.87
Humboldt,2/27/2020,109.81
Imperial,2/27/2020,130.44
Inyo,2/27/2020,126.49
Kern,2/27/2020,131.17
Kings,2/27/2020,115.44
Lake,2/27/2020,107.97
Lassen,2/27/2020,128.51
Los Angeles,2/27/2020,120.33
Madera,2/27/2020,109.22
Marin,2/27/2020,118.96
Mariposa,2/27/2020,97.38
Mendocino,2/27/2020,107.93
Merced,2/27/2020,115.39
Mono,2/27/2020,127.62
Monterey,2/27/2020,120.2
Napa,2/27/2020,138.67
Nevada,2/27/2020,99.39
Orange,2/27/2020,119.57
Placer,2/27/2020,114.07
Riverside,2/27/2020,124.29
Sacramento,2/27/2020,120.75
San Benito,2/27/2020,112.35
San Bernardino,2/27/2020,118.56
San Diego,2/27/2020,121.72
San Francisco,2/27/2020,108.17
San Joaquin,2/27/2020,118.2
San Luis Obispo,2/27/2020,128.77
San Mateo,2/27/2020,116.47
Santa Barbara,2/27/2020,118.88
Santa Clara,2/27/2020,114.7
Santa Cruz,2/27/2020,119.02
Shasta,2/27/2020,114.95
Siskiyou,2/27/2020,135.17
Solano,2/27/2020,122.52
Sonoma,2/27/2020,114.05
Stanislaus,2/27/2020,111.62
Sutter,2/27/2020,111.33
Tehama,2/27/2020,120.08
Tulare,2/27/2020,119.19
Tuolumne,2/27/2020,113.3
Ventura,2/27/2020,122.89
Yolo,2/27/2020,115.91
Yuba,2/27/2020,115.35
Alameda,2/28/2020,130.89
Amador,2/28/2020,146.55
Butte,2/28/2020,152.34
Calaveras,2/28/2020,135.86
Colusa,2/28/2020,150.64
Contra Costa,2/28/2020,125.42
Del Norte,2/28/2020,137.11
El Dorado,2/28/2020,131.25
Fresno,2/28/2020,139.01
Glenn,2/28/2020,142.73
Humboldt,2/28/2020,121.21
Imperial,2/28/2020,179.28
Inyo,2/28/2020,158.61
Kern,2/28/2020,158.72
Kings,2/28/2020,142.26
Lake,2/28/2020,131.2
Lassen,2/28/2020,146.97
Los Angeles,2/28/2020,134.74
Madera,2/28/2020,144.45
Marin,2/28/2020,128.96
Mariposa,2/28/2020,113.47
Mendocino,2/28/2020,129.32
Merced,2/28/2020,151.44
Mono,2/28/2020,209.62
Monterey,2/28/2020,147.38
Napa,2/28/2020,143.95
Nevada,2/28/2020,126.91
Orange,2/28/2020,136.18
Placer,2/28/2020,135.77
Riverside,2/28/2020,143.37
Sacramento,2/28/2020,134.96
San Benito,2/28/2020,199.86
San Bernardino,2/28/2020,146.35
San Diego,2/28/2020,141.5
San Francisco,2/28/2020,123.29
San Joaquin,2/28/2020,133.72
San Luis Obispo,2/28/2020,169.11
San Mateo,2/28/2020,121.11
Santa Barbara,2/28/2020,142.68
Santa Clara,2/28/2020,126.2
Santa Cruz,2/28/2020,136.06
Shasta,2/28/2020,131.95
Siskiyou,2/28/2020,167.93
Solano,2/28/2020,165.36
Sonoma,2/28/2020,128.49
Stanislaus,2/28/2020,129.67
Sutter,2/28/2020,135.18
Tehama,2/28/2020,145.79
Tulare,2/28/2020,139.32
Tuolumne,2/28/2020,139.19
Ventura,2/28/2020,142
Yolo,2/28/2020,156.17
Yuba,2/28/2020,135.41
Alameda,2/29/2020,123.67
Amador,2/29/2020,172.72
Butte,2/29/2020,141.26
Calaveras,2/29/2020,149.68
Colusa,2/29/2020,136.74
Contra Costa,2/29/2020,123.16
Del Norte,2/29/2020,163.84
El Dorado,2/29/2020,146.18
Fresno,2/29/2020,133.35
Glenn,2/29/2020,136.53
Humboldt,2/29/2020,125.08
Imperial,2/29/2020,175.22
Inyo,2/29/2020,138.23
Kern,2/29/2020,147.9
Kings,2/29/2020,133.11
Lake,2/29/2020,135.21
Lassen,2/29/2020,144.19
Los Angeles,2/29/2020,132.4
Madera,2/29/2020,137.19
Marin,2/29/2020,131.06
Mariposa,2/29/2020,159.42
Mendocino,2/29/2020,131.59
Merced,2/29/2020,145.4
Mono,2/29/2020,236.19
Monterey,2/29/2020,158.89
Napa,2/29/2020,167
Nevada,2/29/2020,133.71
Orange,2/29/2020,133.79
Placer,2/29/2020,142.6
Riverside,2/29/2020,141.26
Sacramento,2/29/2020,125.3
San Benito,2/29/2020,142.2
San Bernardino,2/29/2020,134.91
San Diego,2/29/2020,133.06
San Francisco,2/29/2020,117.48
San Joaquin,2/29/2020,128.72
San Luis Obispo,2/29/2020,189.7
San Mateo,2/29/2020,103.53
Santa Barbara,2/29/2020,149.87
Santa Clara,2/29/2020,112.64
Santa Cruz,2/29/2020,143.79
Shasta,2/29/2020,123.05
Siskiyou,2/29/2020,154.57
Solano,2/29/2020,139.85
Sonoma,2/29/2020,126.63
Stanislaus,2/29/2020,122.87
Sutter,2/29/2020,128.19
Tehama,2/29/2020,139.59
Tulare,2/29/2020,139.02
Tuolumne,2/29/2020,156.91
Ventura,2/29/2020,142.07
Yolo,2/29/2020,126.5
Yuba,2/29/2020,139.12
Alameda,3/1/2020,92.35
Amador,3/1/2020,154.82
Butte,3/1/2020,107.51
Calaveras,3/1/2020,122.86
Colusa,3/1/2020,138.73
Contra Costa,3/1/2020,88.72
Del Norte,3/1/2020,148.9
El Dorado,3/1/2020,150.82
Fresno,3/1/2020,101.07
Glenn,3/1/2020,115.61
Humboldt,3/1/2020,104.31
Imperial,3/1/2020,144.08
Inyo,3/1/2020,198.21
Kern,3/1/2020,118.2
Kings,3/1/2020,116.48
Lake,3/1/2020,102.4
Lassen,3/1/2020,138.77
Los Angeles,3/1/2020,95.64
Madera,3/1/2020,119
Marin,3/1/2020,100.2
Mariposa,3/1/2020,147.45
Mendocino,3/1/2020,115.07
Merced,3/1/2020,121.83
Mono,3/1/2020,205.26
Monterey,3/1/2020,122.83
Napa,3/1/2020,141.28
Nevada,3/1/2020,222.78
Orange,3/1/2020,93.5
Placer,3/1/2020,113.65
Riverside,3/1/2020,111.53
Sacramento,3/1/2020,95.37
San Benito,3/1/2020,110.4
San Bernardino,3/1/2020,110.34
San Diego,3/1/2020,95.01
San Francisco,3/1/2020,95.45
San Joaquin,3/1/2020,96.9
San Luis Obispo,3/1/2020,147.22
San Mateo,3/1/2020,79.26
Santa Barbara,3/1/2020,120.44
Santa Clara,3/1/2020,84.2
Santa Cruz,3/1/2020,111.02
Shasta,3/1/2020,97.23
Siskiyou,3/1/2020,145.9
Solano,3/1/2020,105.1
Sonoma,3/1/2020,96.79
Stanislaus,3/1/2020,91.74
Sutter,3/1/2020,95.95
Tehama,3/1/2020,116.5
Tulare,3/1/2020,106.57
Tuolumne,3/1/2020,124.54
Ventura,3/1/2020,101.94
Yolo,3/1/2020,109.52
Yuba,3/1/2020,106.05
Alameda,3/2/2020,106.76
Amador,3/2/2020,117.1
Butte,3/2/2020,120.28
Calaveras,3/2/2020,107.85
Colusa,3/2/2020,109.16
Contra Costa,3/2/2020,107.49
Del Norte,3/2/2020,113.33
El Dorado,3/2/2020,101.97
Fresno,3/2/2020,109.43
Glenn,3/2/2020,112.93
Humboldt,3/2/2020,104.88
Imperial,3/2/2020,112.8
Inyo,3/2/2020,115.53
Kern,3/2/2020,120.62
Kings,3/2/2020,107.59
Lake,3/2/2020,107.84
Lassen,3/2/2020,116.46
Los Angeles,3/2/2020,107.51
Madera,3/2/2020,104.69
Marin,3/2/2020,103.23
Mariposa,3/2/2020,106.67
Mendocino,3/2/2020,108.84
Merced,3/2/2020,112.08
Mono,3/2/2020,106.75
Monterey,3/2/2020,112.77
Napa,3/2/2020,112.51
Nevada,3/2/2020,94.98
Orange,3/2/2020,106.14
Placer,3/2/2020,107.73
Riverside,3/2/2020,112.66
Sacramento,3/2/2020,110.2
San Benito,3/2/2020,114.79
San Bernardino,3/2/2020,109.71
San Diego,3/2/2020,110.28
San Francisco,3/2/2020,91.03
San Joaquin,3/2/2020,110.73
San Luis Obispo,3/2/2020,111.39
San Mateo,3/2/2020,97.59
Santa Barbara,3/2/2020,108.22
Santa Clara,3/2/2020,102.35
Santa Cruz,3/2/2020,104.97
Shasta,3/2/2020,110.22
Siskiyou,3/2/2020,130.96
Solano,3/2/2020,104.75
Sonoma,3/2/2020,101.59
Stanislaus,3/2/2020,105.91
Sutter,3/2/2020,109.27
Tehama,3/2/2020,120.25
Tulare,3/2/2020,108.94
Tuolumne,3/2/2020,106.29
Ventura,3/2/2020,110.23
Yolo,3/2/2020,102.37
Yuba,3/2/2020,108.45
Alameda,3/3/2020,113.19
Amador,3/3/2020,122.34
Butte,3/3/2020,126.77
Calaveras,3/3/2020,108.44
Colusa,3/3/2020,119.46
Contra Costa,3/3/2020,119.74
Del Norte,3/3/2020,119.15
El Dorado,3/3/2020,98.42
Fresno,3/3/2020,113.34
Glenn,3/3/2020,115.58
Humboldt,3/3/2020,112.08
Imperial,3/3/2020,111.64
Inyo,3/3/2020,94.43
Kern,3/3/2020,119.78
Kings,3/3/2020,105.29
Lake,3/3/2020,114.38
Lassen,3/3/2020,113.9
Los Angeles,3/3/2020,117.24
Madera,3/3/2020,114.2
Marin,3/3/2020,114.11
Mariposa,3/3/2020,106.7
Mendocino,3/3/2020,113.22
Merced,3/3/2020,112.56
Mono,3/3/2020,80.92
Monterey,3/3/2020,115.44
Napa,3/3/2020,116.81
Nevada,3/3/2020,96.86
Orange,3/3/2020,116.51
Placer,3/3/2020,112.19
Riverside,3/3/2020,119.31
Sacramento,3/3/2020,119.91
San Benito,3/3/2020,112.05
San Bernardino,3/3/2020,116.47
San Diego,3/3/2020,119.54
San Francisco,3/3/2020,98.93
San Joaquin,3/3/2020,119.22
San Luis Obispo,3/3/2020,113.77
San Mateo,3/3/2020,107.87
Santa Barbara,3/3/2020,111.58
Santa Clara,3/3/2020,110.84
Santa Cruz,3/3/2020,110.81
Shasta,3/3/2020,113.69
Siskiyou,3/3/2020,125.5
Solano,3/3/2020,110.63
Sonoma,3/3/2020,108.76
Stanislaus,3/3/2020,110.45
Sutter,3/3/2020,115.26
Tehama,3/3/2020,118.51
Tulare,3/3/2020,114.23
Tuolumne,3/3/2020,119.95
Ventura,3/3/2020,118.73
Yolo,3/3/2020,110.57
Yuba,3/3/2020,119.04
Alameda,3/4/2020,110.67
Amador,3/4/2020,116.29
Butte,3/4/2020,125.09
Calaveras,3/4/2020,106.33
Colusa,3/4/2020,107.66
Contra Costa,3/4/2020,109.94
Del Norte,3/4/2020,124.67
El Dorado,3/4/2020,97.39
Fresno,3/4/2020,110.23
Glenn,3/4/2020,111.09
Humboldt,3/4/2020,102.81
Imperial,3/4/2020,111.79
Inyo,3/4/2020,96.08
Kern,3/4/2020,118.29
Kings,3/4/2020,99.57
Lake,3/4/2020,114.32
Lassen,3/4/2020,124.8
Los Angeles,3/4/2020,113.82
Madera,3/4/2020,110.85
Marin,3/4/2020,112.4
Mariposa,3/4/2020,107.71
Mendocino,3/4/2020,115.93
Merced,3/4/2020,108.3
Mono,3/4/2020,81.02
Monterey,3/4/2020,114.29
Napa,3/4/2020,114.76
Nevada,3/4/2020,93.34
Orange,3/4/2020,113.17
Placer,3/4/2020,118.16
Riverside,3/4/2020,117.17
Sacramento,3/4/2020,114.29
San Benito,3/4/2020,111.35
San Bernardino,3/4/2020,118.7
San Diego,3/4/2020,115.61
San Francisco,3/4/2020,96.34
San Joaquin,3/4/2020,112.2
San Luis Obispo,3/4/2020,113.15
San Mateo,3/4/2020,101.48
Santa Barbara,3/4/2020,111.48
Santa Clara,3/4/2020,106.81
Santa Cruz,3/4/2020,105.29
Shasta,3/4/2020,114.01
Siskiyou,3/4/2020,126.75
Solano,3/4/2020,107.81
Sonoma,3/4/2020,105.86
Stanislaus,3/4/2020,108.32
Sutter,3/4/2020,114.22
Tehama,3/4/2020,122.48
Tulare,3/4/2020,112.04
Tuolumne,3/4/2020,117.64
Ventura,3/4/2020,115.61
Yolo,3/4/2020,109.1
Yuba,3/4/2020,122.23
Alameda,3/5/2020,111.64
Amador,3/5/2020,119.49
Butte,3/5/2020,131.65
Calaveras,3/5/2020,112.76
Colusa,3/5/2020,118.56
Contra Costa,3/5/2020,116.03
Del Norte,3/5/2020,123.56
El Dorado,3/5/2020,99.51
Fresno,3/5/2020,117.91
Glenn,3/5/2020,124.67
Humboldt,3/5/2020,106.99
Imperial,3/5/2020,125.05
Inyo,3/5/2020,115.32
Kern,3/5/2020,126.51
Kings,3/5/2020,112.97
Lake,3/5/2020,110.86
Lassen,3/5/2020,137.13
Los Angeles,3/5/2020,122.17
Madera,3/5/2020,113.82
Marin,3/5/2020,114.57
Mariposa,3/5/2020,102.49
Mendocino,3/5/2020,112.42
Merced,3/5/2020,119.75
Mono,3/5/2020,105.42
Monterey,3/5/2020,118.46
Napa,3/5/2020,123.88
Nevada,3/5/2020,100.06
Orange,3/5/2020,117.08
Placer,3/5/2020,113.3
Riverside,3/5/2020,124.36
Sacramento,3/5/2020,118.4
San Benito,3/5/2020,112.99
San Bernardino,3/5/2020,120.86
San Diego,3/5/2020,121.03
San Francisco,3/5/2020,99.87
San Joaquin,3/5/2020,115.52
San Luis Obispo,3/5/2020,129.39
San Mateo,3/5/2020,108.42
Santa Barbara,3/5/2020,118.29
Santa Clara,3/5/2020,109.95
Santa Cruz,3/5/2020,111.4
Shasta,3/5/2020,116.06
Siskiyou,3/5/2020,139.94
Solano,3/5/2020,112.98
Sonoma,3/5/2020,111.14
Stanislaus,3/5/2020,112.33
Sutter,3/5/2020,111.63
Tehama,3/5/2020,126.54
Tulare,3/5/2020,118.43
Tuolumne,3/5/2020,124.26
Ventura,3/5/2020,123.14
Yolo,3/5/2020,114.26
Yuba,3/5/2020,120.2
Alameda,3/6/2020,125.77
Amador,3/6/2020,146.67
Butte,3/6/2020,149.29
Calaveras,3/6/2020,127.98
Colusa,3/6/2020,150.64
Contra Costa,3/6/2020,124.08
Del Norte,3/6/2020,237.33
El Dorado,3/6/2020,125.82
Fresno,3/6/2020,136.75
Glenn,3/6/2020,147.8
Humboldt,3/6/2020,121.05
Imperial,3/6/2020,160.33
Inyo,3/6/2020,160.42
Kern,3/6/2020,153.36
Kings,3/6/2020,141.57
Lake,3/6/2020,123.15
Lassen,3/6/2020,188.81
Los Angeles,3/6/2020,135.24
Madera,3/6/2020,150.65
Marin,3/6/2020,122.7
Mariposa,3/6/2020,107.64
