County,Date,Index
Sonoma,5/13/2020,72.9
Stanislaus,5/13/2020,95.78
Sutter,5/13/2020,105.5
Tehama,5/13/2020,123.26
Tulare,5/13/2020,113.06
Tuolumne,5/13/2020,108.69
Ventura,5/13/2020,86.88
Yolo,5/13/2020,73.75
Yuba,5/13/2020,105.17
Alameda,5/14/2020,66.93
Amador,5/14/2020,109.03
Butte,5/14/2020,115.5
Calaveras,5/14/2020,108.53
Colusa,5/14/2020,110.96
Contra Costa,5/14/2020,78.32
Del Norte,5/14/2020,105.74
El Dorado,5/14/2020,92.14
Fresno,5/14/2020,104.43
Glenn,5/14/2020,119.78
Humboldt,5/14/2020,102.73
Imperial,5/14/2020,97.3
Inyo,5/14/2020,68.18
Kern,5/14/2020,115.65
Kings,5/14/2020,114.48
Lake,5/14/2020,105.62
Lassen,5/14/2020,154.1
Los Angeles,5/14/2020,70.02
Madera,5/14/2020,105.85
Marin,5/14/2020,67.4
Mariposa,5/14/2020,49.49
Mendocino,5/14/2020,97.81
Merced,5/14/2020,108.36
Mono,5/14/2020,55.9
Monterey,5/14/2020,88.39
Napa,5/14/2020,71.95
Nevada,5/14/2020,95.76
Orange,5/14/2020,74.65
Placer,5/14/2020,90.86
Riverside,5/14/2020,88.17
Sacramento,5/14/2020,86.33
San Benito,5/14/2020,98.94
San Bernardino,5/14/2020,89.68
San Diego,5/14/2020,75.31
San Francisco,5/14/2020,49.8
San Joaquin,5/14/2020,102.14
San Luis Obispo,5/14/2020,104.55
San Mateo,5/14/2020,56.32
Santa Barbara,5/14/2020,90.86
Santa Clara,5/14/2020,61.36
Santa Cruz,5/14/2020,67.21
Shasta,5/14/2020,111.51
Siskiyou,5/14/2020,153.08
Solano,5/14/2020,85.91
Sonoma,5/14/2020,78.67
Stanislaus,5/14/2020,99.45
Sutter,5/14/2020,112.32
Tehama,5/14/2020,129.6
Tulare,5/14/2020,116.64
Tuolumne,5/14/2020,107.38
Ventura,5/14/2020,92.38
Yolo,5/14/2020,76.95
Yuba,5/14/2020,112.03
Alameda,5/15/2020,79.38
Amador,5/15/2020,127.84
Butte,5/15/2020,134.04
Calaveras,5/15/2020,133.39
Colusa,5/15/2020,133.28
Contra Costa,5/15/2020,93.83
Del Norte,5/15/2020,128.28
El Dorado,5/15/2020,108.56
Fresno,5/15/2020,119.86
Glenn,5/15/2020,142.49
Humboldt,5/15/2020,121.54
Imperial,5/15/2020,118
Inyo,5/15/2020,102.18
Kern,5/15/2020,139.36
Kings,5/15/2020,134.49
Lake,5/15/2020,123.02
Lassen,5/15/2020,173.49
Los Angeles,5/15/2020,81.59
Madera,5/15/2020,127.35
Marin,5/15/2020,86.2
Mariposa,5/15/2020,51.99
Mendocino,5/15/2020,108.97
Merced,5/15/2020,139.2
Mono,5/15/2020,84.17
Monterey,5/15/2020,104.02
Napa,5/15/2020,87.03
Nevada,5/15/2020,119
Orange,5/15/2020,87.28
Placer,5/15/2020,112.76
Riverside,5/15/2020,102.38
Sacramento,5/15/2020,100.48
San Benito,5/15/2020,113.45
San Bernardino,5/15/2020,107.27
San Diego,5/15/2020,87.69
San Francisco,5/15/2020,58.3
San Joaquin,5/15/2020,118.62
San Luis Obispo,5/15/2020,125.46
San Mateo,5/15/2020,65.97
Santa Barbara,5/15/2020,110.09
Santa Clara,5/15/2020,72.51
Santa Cruz,5/15/2020,84.28
Shasta,5/15/2020,132.66
Siskiyou,5/15/2020,187.03
Solano,5/15/2020,104.44
Sonoma,5/15/2020,97.78
Stanislaus,5/15/2020,116.18
Sutter,5/15/2020,128.72
Tehama,5/15/2020,154.71
Tulare,5/15/2020,133.34
Tuolumne,5/15/2020,144.07
Ventura,5/15/2020,108.51
Yolo,5/15/2020,93.19
Yuba,5/15/2020,128.4
Alameda,5/16/2020,74.83
Amador,5/16/2020,141.5
Butte,5/16/2020,121.95
Calaveras,5/16/2020,141.49
Colusa,5/16/2020,133.28
Contra Costa,5/16/2020,91.15
Del Norte,5/16/2020,123.71
El Dorado,5/16/2020,112.32
Fresno,5/16/2020,107.74
Glenn,5/16/2020,134.72
Humboldt,5/16/2020,107.63
Imperial,5/16/2020,109.45
Inyo,5/16/2020,84.73
Kern,5/16/2020,128.82
Kings,5/16/2020,125.57
Lake,5/16/2020,114.09
Lassen,5/16/2020,171.28
Los Angeles,5/16/2020,78.88
Madera,5/16/2020,124.55
Marin,5/16/2020,80.6
Mariposa,5/16/2020,58.12
Mendocino,5/16/2020,99.67
Merced,5/16/2020,125.44
Mono,5/16/2020,89.64
Monterey,5/16/2020,108.89
Napa,5/16/2020,79.26
Nevada,5/16/2020,111.46
Orange,5/16/2020,85.16
Placer,5/16/2020,106.93
Riverside,5/16/2020,96.92
Sacramento,5/16/2020,94.36
San Benito,5/16/2020,115.84
San Bernardino,5/16/2020,100.53
San Diego,5/16/2020,85.92
San Francisco,5/16/2020,57.15
San Joaquin,5/16/2020,109.35
San Luis Obispo,5/16/2020,150.87
San Mateo,5/16/2020,63.79
Santa Barbara,5/16/2020,112.4
Santa Clara,5/16/2020,68.37
Santa Cruz,5/16/2020,91.82
Shasta,5/16/2020,122.55
Siskiyou,5/16/2020,188.11
Solano,5/16/2020,100.8
Sonoma,5/16/2020,83.02
Stanislaus,5/16/2020,108.12
Sutter,5/16/2020,122.28
Tehama,5/16/2020,142.87
Tulare,5/16/2020,121.84
Tuolumne,5/16/2020,157.55
Ventura,5/16/2020,108.08
Yolo,5/16/2020,84.55
Yuba,5/16/2020,138.91
Alameda,5/17/2020,56.46
Amador,5/17/2020,92.51
Butte,5/17/2020,95.67
Calaveras,5/17/2020,109.78
Colusa,5/17/2020,112.29
Contra Costa,5/17/2020,69.21
Del Norte,5/17/2020,131.81
El Dorado,5/17/2020,77.28
Fresno,5/17/2020,89.79
Glenn,5/17/2020,106.82
Humboldt,5/17/2020,103.27
Imperial,5/17/2020,96.83
Inyo,5/17/2020,98.12
Kern,5/17/2020,110.06
Kings,5/17/2020,107.09
Lake,5/17/2020,99.4
Lassen,5/17/2020,132.72
Los Angeles,5/17/2020,65.14
Madera,5/17/2020,106.66
Marin,5/17/2020,60.76
Mariposa,5/17/2020,55.4
Mendocino,5/17/2020,84.49
Merced,5/17/2020,105.56
Mono,5/17/2020,73.49
Monterey,5/17/2020,84.68
Napa,5/17/2020,61.47
Nevada,5/17/2020,74.49
Orange,5/17/2020,69.05
Placer,5/17/2020,73.35
Riverside,5/17/2020,80.94
Sacramento,5/17/2020,69.93
San Benito,5/17/2020,94.42
San Bernardino,5/17/2020,84.81
San Diego,5/17/2020,69.73
San Francisco,5/17/2020,45.17
San Joaquin,5/17/2020,84.31
San Luis Obispo,5/17/2020,128.7
San Mateo,5/17/2020,49.39
Santa Barbara,5/17/2020,96.37
Santa Clara,5/17/2020,52.3
Santa Cruz,5/17/2020,63.97
Shasta,5/17/2020,102.86
Siskiyou,5/17/2020,169.48
Solano,5/17/2020,79.09
Sonoma,5/17/2020,67.24
Stanislaus,5/17/2020,84.5
Sutter,5/17/2020,92.56
Tehama,5/17/2020,126.54
Tulare,5/17/2020,98.29
Tuolumne,5/17/2020,114.4
Ventura,5/17/2020,91.07
Yolo,5/17/2020,65.87
Yuba,5/17/2020,92.88
Alameda,5/18/2020,66.52
Amador,5/18/2020,89.23
Butte,5/18/2020,112.89
Calaveras,5/18/2020,93.03
Colusa,5/18/2020,103.65
Contra Costa,5/18/2020,79.88
Del Norte,5/18/2020,125.7
El Dorado,5/18/2020,81.21
Fresno,5/18/2020,102.17
Glenn,5/18/2020,108.02
Humboldt,5/18/2020,115.25
Imperial,5/18/2020,95.56
Inyo,5/18/2020,74.7
Kern,5/18/2020,117.64
Kings,5/18/2020,114.88
Lake,5/18/2020,103.18
Lassen,5/18/2020,153.88
Los Angeles,5/18/2020,67.71
Madera,5/18/2020,103.71
Marin,5/18/2020,68.12
Mariposa,5/18/2020,48.12
Mendocino,5/18/2020,94.78
Merced,5/18/2020,108.09
Mono,5/18/2020,54.92
Monterey,5/18/2020,89.42
Napa,5/18/2020,70.63
Nevada,5/18/2020,82.5
Orange,5/18/2020,71.39
Placer,5/18/2020,89.23
Riverside,5/18/2020,88.46
Sacramento,5/18/2020,84.44
San Benito,5/18/2020,98.5
San Bernardino,5/18/2020,88.97
San Diego,5/18/2020,76.85
San Francisco,5/18/2020,48.64
San Joaquin,5/18/2020,101.91
San Luis Obispo,5/18/2020,105.78
San Mateo,5/18/2020,55.18
Santa Barbara,5/18/2020,91.33
Santa Clara,5/18/2020,61.2
Santa Cruz,5/18/2020,70.21
Shasta,5/18/2020,116.49
Siskiyou,5/18/2020,156.98
Solano,5/18/2020,88.68
Sonoma,5/18/2020,78.76
Stanislaus,5/18/2020,99.59
Sutter,5/18/2020,112.19
Tehama,5/18/2020,130.11
Tulare,5/18/2020,114.68
Tuolumne,5/18/2020,104.47
Ventura,5/18/2020,88.16
Yolo,5/18/2020,76.38
Yuba,5/18/2020,106.65
Alameda,5/19/2020,72.14
Amador,5/19/2020,111.25
Butte,5/19/2020,121.29
Calaveras,5/19/2020,116.95
Colusa,5/19/2020,111.53
Contra Costa,5/19/2020,86.62
Del Norte,5/19/2020,124.96
El Dorado,5/19/2020,92.11
Fresno,5/19/2020,108.79
Glenn,5/19/2020,128.36
Humboldt,5/19/2020,119.15
Imperial,5/19/2020,98.35
Inyo,5/19/2020,67.83
Kern,5/19/2020,119.49
Kings,5/19/2020,116.62
Lake,5/19/2020,118.96
Lassen,5/19/2020,166.93
Los Angeles,5/19/2020,74.04
Madera,5/19/2020,103.9
Marin,5/19/2020,75.52
Mariposa,5/19/2020,53.28
Mendocino,5/19/2020,102.29
Merced,5/19/2020,110.94
Mono,5/19/2020,54.16
Monterey,5/19/2020,92.91
Napa,5/19/2020,78.07
Nevada,5/19/2020,91.21
Orange,5/19/2020,77.5
Placer,5/19/2020,100.48
Riverside,5/19/2020,91.91
Sacramento,5/19/2020,91.34
San Benito,5/19/2020,103.9
San Bernardino,5/19/2020,93.06
San Diego,5/19/2020,80.07
San Francisco,5/19/2020,51.54
San Joaquin,5/19/2020,108.64
San Luis Obispo,5/19/2020,105.76
San Mateo,5/19/2020,60.27
Santa Barbara,5/19/2020,94.09
Santa Clara,5/19/2020,64.61
Santa Cruz,5/19/2020,75.03
Shasta,5/19/2020,128.11
Siskiyou,5/19/2020,164
Solano,5/19/2020,92.52
Sonoma,5/19/2020,86.51
Stanislaus,5/19/2020,104.96
Sutter,5/19/2020,117.11
Tehama,5/19/2020,136.31
Tulare,5/19/2020,121.84
Tuolumne,5/19/2020,114.3
Ventura,5/19/2020,95.56
Yolo,5/19/2020,81.9
Yuba,5/19/2020,114.44
Alameda,5/20/2020,75.12
Amador,5/20/2020,115.61
Butte,5/20/2020,123.52
Calaveras,5/20/2020,129.37
Colusa,5/20/2020,117.2
Contra Costa,5/20/2020,86.65
Del Norte,5/20/2020,145.51
El Dorado,5/20/2020,96.22
Fresno,5/20/2020,110.86
Glenn,5/20/2020,126.02
Humboldt,5/20/2020,122.32
Imperial,5/20/2020,97.73
Inyo,5/20/2020,74.72
Kern,5/20/2020,126.07
Kings,5/20/2020,123.19
Lake,5/20/2020,123.15
Lassen,5/20/2020,165.57
Los Angeles,5/20/2020,75.83
Madera,5/20/2020,113.39
Marin,5/20/2020,77.63
Mariposa,5/20/2020,56.42
Mendocino,5/20/2020,110.46
Merced,5/20/2020,117.26
Mono,5/20/2020,65.84
Monterey,5/20/2020,94.9
Napa,5/20/2020,83.13
Nevada,5/20/2020,103.81
Orange,5/20/2020,82.18
Placer,5/20/2020,104.82
Riverside,5/20/2020,94.28
Sacramento,5/20/2020,95.55
San Benito,5/20/2020,101.7
San Bernardino,5/20/2020,98.44
San Diego,5/20/2020,81.48
San Francisco,5/20/2020,55.36
San Joaquin,5/20/2020,111.12
San Luis Obispo,5/20/2020,112.03
San Mateo,5/20/2020,63.15
Santa Barbara,5/20/2020,96.4
Santa Clara,5/20/2020,67.17
Santa Cruz,5/20/2020,76.65
Shasta,5/20/2020,131.83
Siskiyou,5/20/2020,182.73
Solano,5/20/2020,97.7
Sonoma,5/20/2020,88.45
Stanislaus,5/20/2020,108.26
Sutter,5/20/2020,128.84
Tehama,5/20/2020,146.08
Tulare,5/20/2020,124.67
Tuolumne,5/20/2020,132.86
Ventura,5/20/2020,99.28
Yolo,5/20/2020,87.89
Yuba,5/20/2020,123.97
Alameda,5/21/2020,77.8
Amador,5/21/2020,132.38
Butte,5/21/2020,132.58
Calaveras,5/21/2020,130.66
Colusa,5/21/2020,150.83
Contra Costa,5/21/2020,90.74
Del Norte,5/21/2020,138.81
El Dorado,5/21/2020,107.19
Fresno,5/21/2020,116.83
Glenn,5/21/2020,154.29
Humboldt,5/21/2020,128.03
Imperial,5/21/2020,115.54
Inyo,5/21/2020,90.55
Kern,5/21/2020,133.4
Kings,5/21/2020,133.89
Lake,5/21/2020,126.54
Lassen,5/21/2020,208.98
Los Angeles,5/21/2020,78.73
Madera,5/21/2020,121.38
Marin,5/21/2020,80.83
Mariposa,5/21/2020,54.05
Mendocino,5/21/2020,114.27
Merced,5/21/2020,125.74
Mono,5/21/2020,84.36
Monterey,5/21/2020,102.95
Napa,5/21/2020,87.6
Nevada,5/21/2020,122.28
Orange,5/21/2020,84.93
Placer,5/21/2020,112.3
Riverside,5/21/2020,99.71
Sacramento,5/21/2020,98.67
San Benito,5/21/2020,108.67
San Bernardino,5/21/2020,104.17
San Diego,5/21/2020,85.78
San Francisco,5/21/2020,56.88
San Joaquin,5/21/2020,117.4
San Luis Obispo,5/21/2020,122.75
San Mateo,5/21/2020,66.54
Santa Barbara,5/21/2020,103.22
Santa Clara,5/21/2020,70.87
Santa Cruz,5/21/2020,80.67
Shasta,5/21/2020,146.05
Siskiyou,5/21/2020,208.84
Solano,5/21/2020,103.16
Sonoma,5/21/2020,94.63
Stanislaus,5/21/2020,115
Sutter,5/21/2020,130.56
Tehama,5/21/2020,165.55
Tulare,5/21/2020,127.41
Tuolumne,5/21/2020,141.67
Ventura,5/21/2020,103.72
Yolo,5/21/2020,92.86
Yuba,5/21/2020,144.79
Alameda,5/22/2020,89.19
Amador,5/22/2020,153.48
Butte,5/22/2020,148.42
Calaveras,5/22/2020,156.2
Colusa,5/22/2020,200.68
Contra Costa,5/22/2020,106.05
Del Norte,5/22/2020,174.15
El Dorado,5/22/2020,126.61
Fresno,5/22/2020,133.32
Glenn,5/22/2020,203.56
Humboldt,5/22/2020,141.96
Imperial,5/22/2020,153.34
Inyo,5/22/2020,139.74
Kern,5/22/2020,162.39
Kings,5/22/2020,159.12
Lake,5/22/2020,160.73
Lassen,5/22/2020,260.94
Los Angeles,5/22/2020,90.61
Madera,5/22/2020,146
Marin,5/22/2020,94.29
Mariposa,5/22/2020,64.94
Mendocino,5/22/2020,133.16
Merced,5/22/2020,153.96
Mono,5/22/2020,110.68
Monterey,5/22/2020,144.69
Napa,5/22/2020,104.22
Nevada,5/22/2020,136.52
Orange,5/22/2020,97.81
Placer,5/22/2020,132.41
Riverside,5/22/2020,118.89
Sacramento,5/22/2020,111.63
San Benito,5/22/2020,139.43
San Bernardino,5/22/2020,127.88
San Diego,5/22/2020,99.86
San Francisco,5/22/2020,66.69
San Joaquin,5/22/2020,134.16
San Luis Obispo,5/22/2020,154.44
San Mateo,5/22/2020,76.94
Santa Barbara,5/22/2020,124.89
Santa Clara,5/22/2020,82.52
Santa Cruz,5/22/2020,95.79
Shasta,5/22/2020,171.89
Siskiyou,5/22/2020,276.03
Solano,5/22/2020,121.19
Sonoma,5/22/2020,106.99
Stanislaus,5/22/2020,132.76
Sutter,5/22/2020,148.72
Tehama,5/22/2020,217.32
Tulare,5/22/2020,150.57
Tuolumne,5/22/2020,167.83
Ventura,5/22/2020,120.05
Yolo,5/22/2020,107.31
Yuba,5/22/2020,172.41
Alameda,5/23/2020,81.09
Amador,5/23/2020,171.61
Butte,5/23/2020,134.36
Calaveras,5/23/2020,175.92
Colusa,5/23/2020,175.99
Contra Costa,5/23/2020,100.41
Del Norte,5/23/2020,234.9
El Dorado,5/23/2020,129.52
Fresno,5/23/2020,119.34
Glenn,5/23/2020,179.66
Humboldt,5/23/2020,149.31
Imperial,5/23/2020,135.45
Inyo,5/23/2020,150.19
Kern,5/23/2020,149.24
Kings,5/23/2020,148.42
Lake,5/23/2020,150.68
Lassen,5/23/2020,223.16
Los Angeles,5/23/2020,83.42
Madera,5/23/2020,149.67
Marin,5/23/2020,94.51
Mariposa,5/23/2020,73.19
Mendocino,5/23/2020,131.11
Merced,5/23/2020,144
Mono,5/23/2020,142.4
Monterey,5/23/2020,136.66
Napa,5/23/2020,97.42
Nevada,5/23/2020,133.46
Orange,5/23/2020,90.48
Placer,5/23/2020,124.57
Riverside,5/23/2020,110.13
Sacramento,5/23/2020,103.75
San Benito,5/23/2020,140.74
San Bernardino,5/23/2020,115.62
San Diego,5/23/2020,94.54
San Francisco,5/23/2020,66.44
San Joaquin,5/23/2020,122.36
San Luis Obispo,5/23/2020,183.75
San Mateo,5/23/2020,72.69
Santa Barbara,5/23/2020,133.43
Santa Clara,5/23/2020,74.84
Santa Cruz,5/23/2020,110.46
Shasta,5/23/2020,163.54
Siskiyou,5/23/2020,285.48
Solano,5/23/2020,114.95
Sonoma,5/23/2020,95.88
Stanislaus,5/23/2020,119.61
Sutter,5/23/2020,138.89
Tehama,5/23/2020,185.47
Tulare,5/23/2020,134.79
Tuolumne,5/23/2020,185.13
Ventura,5/23/2020,122.66
Yolo,5/23/2020,96.11
Yuba,5/23/2020,180.26
Alameda,5/24/2020,69.53
Amador,5/24/2020,158.12
Butte,5/24/2020,112.07
Calaveras,5/24/2020,197.84
Colusa,5/24/2020,157.29
Contra Costa,5/24/2020,87.26
Del Norte,5/24/2020,249.93
El Dorado,5/24/2020,122.17
Fresno,5/24/2020,97.39
Glenn,5/24/2020,140
Humboldt,5/24/2020,133
Imperial,5/24/2020,106.04
Inyo,5/24/2020,130.57
Kern,5/24/2020,125.84
Kings,5/24/2020,125.74
Lake,5/24/2020,162.4
Lassen,5/24/2020,201.28
Los Angeles,5/24/2020,71.81
Madera,5/24/2020,131.39
Marin,5/24/2020,88.27
Mariposa,5/24/2020,72.23
Mendocino,5/24/2020,133.2
Merced,5/24/2020,125.64
Mono,5/24/2020,132.66
Monterey,5/24/2020,133.65
Napa,5/24/2020,92.02
Nevada,5/24/2020,123.71
Orange,5/24/2020,78.91
Placer,5/24/2020,108.16
Riverside,5/24/2020,93.25
Sacramento,5/24/2020,87.6
San Benito,5/24/2020,125.13
San Bernardino,5/24/2020,98.82
San Diego,5/24/2020,82.08
San Francisco,5/24/2020,63.17
San Joaquin,5/24/2020,105.9
San Luis Obispo,5/24/2020,186.6
San Mateo,5/24/2020,66.56
Santa Barbara,5/24/2020,130.28
Santa Clara,5/24/2020,64.45
Santa Cruz,5/24/2020,114.02
Shasta,5/24/2020,136.78
Siskiyou,5/24/2020,262.31
Solano,5/24/2020,99.07
Sonoma,5/24/2020,83.6
Stanislaus,5/24/2020,99.34
Sutter,5/24/2020,113.54
Tehama,5/24/2020,154.73
Tulare,5/24/2020,111.9
Tuolumne,5/24/2020,181.05
Ventura,5/24/2020,111.77
Yolo,5/24/2020,83.58
Yuba,5/24/2020,160.32
Alameda,5/25/2020,67.16
Amador,5/25/2020,148.36
Butte,5/25/2020,113.21
Calaveras,5/25/2020,183.05
Colusa,5/25/2020,181.9
Contra Costa,5/25/2020,81.19
Del Norte,5/25/2020,212.08
El Dorado,5/25/2020,118.18
Fresno,5/25/2020,99.36
Glenn,5/25/2020,170.38
Humboldt,5/25/2020,125.23
Imperial,5/25/2020,126.95
Inyo,5/25/2020,141.99
Kern,5/25/2020,125.95
Kings,5/25/2020,133.77
Lake,5/25/2020,153.41
Lassen,5/25/2020,234
Los Angeles,5/25/2020,67.78
Madera,5/25/2020,127.23
Marin,5/25/2020,85
Mariposa,5/25/2020,79.2
Mendocino,5/25/2020,124.02
Merced,5/25/2020,125.01
Mono,5/25/2020,132.34
Monterey,5/25/2020,127.1
Napa,5/25/2020,86.75
Nevada,5/25/2020,127.89
Orange,5/25/2020,75.04
Placer,5/25/2020,106.2
Riverside,5/25/2020,90.37
Sacramento,5/25/2020,86.06
San Benito,5/25/2020,112.44
San Bernardino,5/25/2020,96.54
San Diego,5/25/2020,78.28
San Francisco,5/25/2020,62.76
San Joaquin,5/25/2020,103.71
San Luis Obispo,5/25/2020,157.82
San Mateo,5/25/2020,67.62
Santa Barbara,5/25/2020,118.41
Santa Clara,5/25/2020,61.81
Santa Cruz,5/25/2020,110.69
Shasta,5/25/2020,143.7
Siskiyou,5/25/2020,283.87
Solano,5/25/2020,98.34
Sonoma,5/25/2020,85.12
Stanislaus,5/25/2020,99.57
Sutter,5/25/2020,108.04
Tehama,5/25/2020,180.04
Tulare,5/25/2020,111.62
Tuolumne,5/25/2020,168.43
Ventura,5/25/2020,102.02
Yolo,5/25/2020,83.5
Yuba,5/25/2020,151.55
Alameda,5/26/2020,80.18
Amador,5/26/2020,129.73
Butte,5/26/2020,132.37
Calaveras,5/26/2020,143.94
Colusa,5/26/2020,132.46
Contra Costa,5/26/2020,94.06
Del Norte,5/26/2020,152.5
El Dorado,5/26/2020,111.08
Fresno,5/26/2020,117.06
Glenn,5/26/2020,139.51
Humboldt,5/26/2020,128.38
Imperial,5/26/2020,106.85
Inyo,5/26/2020,86.7
Kern,5/26/2020,138.25
Kings,5/26/2020,124.84
Lake,5/26/2020,138.98
Lassen,5/26/2020,189.24
Los Angeles,5/26/2020,78.21
Madera,5/26/2020,120.38
Marin,5/26/2020,86.81
Mariposa,5/26/2020,64.54
Mendocino,5/26/2020,120.7
Merced,5/26/2020,126.13
Mono,5/26/2020,87.94
Monterey,5/26/2020,113.42
Napa,5/26/2020,91.34
Nevada,5/26/2020,124.43
Orange,5/26/2020,86.41
Placer,5/26/2020,115.58
Riverside,5/26/2020,99.38
Sacramento,5/26/2020,98.8
San Benito,5/26/2020,115.98
San Bernardino,5/26/2020,103.99
San Diego,5/26/2020,86.62
San Francisco,5/26/2020,60.01
San Joaquin,5/26/2020,118.2
San Luis Obispo,5/26/2020,130.76
San Mateo,5/26/2020,69.88
Santa Barbara,5/26/2020,105.55
Santa Clara,5/26/2020,71.45
Santa Cruz,5/26/2020,97.39
Shasta,5/26/2020,144.09
Siskiyou,5/26/2020,201
Solano,5/26/2020,101.93
Sonoma,5/26/2020,95.99
Stanislaus,5/26/2020,114.69
Sutter,5/26/2020,132.59
Tehama,5/26/2020,151.33
Tulare,5/26/2020,130.81
Tuolumne,5/26/2020,138.86
Ventura,5/26/2020,104.25
Yolo,5/26/2020,89.89
Yuba,5/26/2020,143.26
Alameda,5/27/2020,80.96
Amador,5/27/2020,120.37
Butte,5/27/2020,136.31
Calaveras,5/27/2020,145.78
Colusa,5/27/2020,126.98
Contra Costa,5/27/2020,95.01
Del Norte,5/27/2020,167.16
El Dorado,5/27/2020,115.43
Fresno,5/27/2020,119.6
Glenn,5/27/2020,125.07
Humboldt,5/27/2020,131.23
Imperial,5/27/2020,104.94
Inyo,5/27/2020,85.38
Kern,5/27/2020,130.74
Kings,5/27/2020,128.16
Lake,5/27/2020,133.65
Lassen,5/27/2020,187.1
Los Angeles,5/27/2020,80.33
Madera,5/27/2020,123.91
Marin,5/27/2020,89.68
Mariposa,5/27/2020,60.18
Mendocino,5/27/2020,121.09
Merced,5/27/2020,120.78
Mono,5/27/2020,87.15
Monterey,5/27/2020,114.29
Napa,5/27/2020,89.27
Nevada,5/27/2020,130.83
Orange,5/27/2020,88.96
Placer,5/27/2020,119.78
Riverside,5/27/2020,102.44
Sacramento,5/27/2020,100.2
San Benito,5/27/2020,123.11
San Bernardino,5/27/2020,105.8
San Diego,5/27/2020,88.34
San Francisco,5/27/2020,61.51
San Joaquin,5/27/2020,119.41
San Luis Obispo,5/27/2020,134.65
San Mateo,5/27/2020,70.13
Santa Barbara,5/27/2020,108.34
Santa Clara,5/27/2020,73.28
Santa Cruz,5/27/2020,99.39
Shasta,5/27/2020,140.68
Siskiyou,5/27/2020,209.2
Solano,5/27/2020,104.03
Sonoma,5/27/2020,95.5
Stanislaus,5/27/2020,116.6
Sutter,5/27/2020,130.06
Tehama,5/27/2020,144.24
Tulare,5/27/2020,130.4
Tuolumne,5/27/2020,132.64
Ventura,5/27/2020,106.61
Yolo,5/27/2020,90.89
Yuba,5/27/2020,144.15
Alameda,5/28/2020,81.83
Amador,5/28/2020,131.16
Butte,5/28/2020,137.67
Calaveras,5/28/2020,146.21
Colusa,5/28/2020,136.03
Contra Costa,5/28/2020,96.52
Del Norte,5/28/2020,166.79
El Dorado,5/28/2020,119.72
Fresno,5/28/2020,121.09
Glenn,5/28/2020,145.56
Humboldt,5/28/2020,130.76
Imperial,5/28/2020,111.03
Inyo,5/28/2020,87.02
Kern,5/28/2020,135
Kings,5/28/2020,133.93
Lake,5/28/2020,142.06
Lassen,5/28/2020,185.82
Los Angeles,5/28/2020,81.78
Madera,5/28/2020,127.22
Marin,5/28/2020,88.62
Mariposa,5/28/2020,63.39
Mendocino,5/28/2020,121.35
Merced,5/28/2020,126.44
Mono,5/28/2020,93.01
Monterey,5/28/2020,115.3
Napa,5/28/2020,94.3
Nevada,5/28/2020,131.89
Orange,5/28/2020,89.92
Placer,5/28/2020,120.87
Riverside,5/28/2020,104.07
Sacramento,5/28/2020,103.26
San Benito,5/28/2020,129.15
San Bernardino,5/28/2020,107.95
San Diego,5/28/2020,90.15
San Francisco,5/28/2020,62.32
San Joaquin,5/28/2020,124.95
San Luis Obispo,5/28/2020,136.75
San Mateo,5/28/2020,70.42
Santa Barbara,5/28/2020,110.46
Santa Clara,5/28/2020,73.8
Santa Cruz,5/28/2020,94.27
Shasta,5/28/2020,147.57
Siskiyou,5/28/2020,218.68
Solano,5/28/2020,108.28
Sonoma,5/28/2020,98.08
Stanislaus,5/28/2020,118.94
Sutter,5/28/2020,130.64
Tehama,5/28/2020,165.55
Tulare,5/28/2020,131.32
Tuolumne,5/28/2020,140.42
Ventura,5/28/2020,109.75
Yolo,5/28/2020,93.61
Yuba,5/28/2020,143.78
Alameda,5/29/2020,95.21
Amador,5/29/2020,143.49
Butte,5/29/2020,149.89
Calaveras,5/29/2020,164.16
Colusa,5/29/2020,158.79
Contra Costa,5/29/2020,107.38
Del Norte,5/29/2020,177.25
El Dorado,5/29/2020,131.83
Fresno,5/29/2020,133.58
Glenn,5/29/2020,166.08
Humboldt,5/29/2020,132.52
Imperial,5/29/2020,131.67
Inyo,5/29/2020,118.94
Kern,5/29/2020,158.72
Kings,5/29/2020,154.32
Lake,5/29/2020,146.43
Lassen,5/29/2020,255.38
Los Angeles,5/29/2020,91.51
Madera,5/29/2020,139.76
Marin,5/29/2020,94.03
Mariposa,5/29/2020,62.3
Mendocino,5/29/2020,124.81
Merced,5/29/2020,141.87
Mono,5/29/2020,107.73
Monterey,5/29/2020,125.51
Napa,5/29/2020,104.64
Nevada,5/29/2020,129.05
Orange,5/29/2020,100.07
Placer,5/29/2020,132.01
Riverside,5/29/2020,117.68
Sacramento,5/29/2020,116.05
San Benito,5/29/2020,135.52
San Bernardino,5/29/2020,125.48
San Diego,5/29/2020,101.55
San Francisco,5/29/2020,67.79
San Joaquin,5/29/2020,137.9
San Luis Obispo,5/29/2020,155.27
San Mateo,5/29/2020,78.12
Santa Barbara,5/29/2020,121.89
Santa Clara,5/29/2020,87.91
Santa Cruz,5/29/2020,94.15
Shasta,5/29/2020,165.18
Siskiyou,5/29/2020,238.14
Solano,5/29/2020,119.93
Sonoma,5/29/2020,106.84
Stanislaus,5/29/2020,134.13
Sutter,5/29/2020,142.05
Tehama,5/29/2020,177.65
