county,state,population,drate,crate,date,fips,cases,deaths,state_death,state_case,case_day,death_day
Inyo,California,18039,5.543544542,144.1321581,6/11/2020,6027,23,1,13,32,1,0
Inyo,California,18039,5.543544542,144.1321581,6/12/2020,6027,23,1,13,32,0,0
Inyo,California,18039,5.543544542,144.1321581,6/13/2020,6027,23,1,13,32,0,0
Inyo,California,18039,5.543544542,144.1321581,6/14/2020,6027,23,1,13,32,0,0
Inyo,California,18039,5.543544542,144.1321581,6/15/2020,6027,23,1,13,32,0,0
Inyo,California,18039,5.543544542,144.1321581,6/16/2020,6027,23,1,13,32,0,0
Inyo,California,18039,5.543544542,144.1321581,6/17/2020,6027,24,1,13,32,1,0
Inyo,California,18039,5.543544542,144.1321581,6/18/2020,6027,25,1,13,32,1,0
Inyo,California,18039,5.543544542,144.1321581,6/19/2020,6027,25,1,13,32,0,0
Inyo,California,18039,5.543544542,144.1321581,6/20/2020,6027,26,1,13,32,1,0
Marin,California,258826,6.954479071,397.9507468,2/26/2020,6041,1,0,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,2/27/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,2/28/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,2/29/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/1/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/2/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/3/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/4/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/5/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/6/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/7/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/8/2020,6041,1,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/9/2020,6041,2,0,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,3/10/2020,6041,2,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/11/2020,6041,4,0,14,9,2,0
Marin,California,258826,6.954479071,397.9507468,3/12/2020,6041,4,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/13/2020,6041,4,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/14/2020,6041,4,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/15/2020,6041,4,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/16/2020,6041,4,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/17/2020,6041,4,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/18/2020,6041,16,0,14,9,12,0
Marin,California,258826,6.954479071,397.9507468,3/19/2020,6041,25,0,14,9,9,0
Marin,California,258826,6.954479071,397.9507468,3/20/2020,6041,38,0,14,9,13,0
Marin,California,258826,6.954479071,397.9507468,3/21/2020,6041,38,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/22/2020,6041,38,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/23/2020,6041,47,0,14,9,9,0
Marin,California,258826,6.954479071,397.9507468,3/24/2020,6041,53,0,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,3/25/2020,6041,53,0,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,3/26/2020,6041,65,0,14,9,12,0
Marin,California,258826,6.954479071,397.9507468,3/27/2020,6041,69,1,14,9,4,1
Marin,California,258826,6.954479071,397.9507468,3/28/2020,6041,74,1,14,9,5,0
Marin,California,258826,6.954479071,397.9507468,3/29/2020,6041,93,1,14,9,19,0
Marin,California,258826,6.954479071,397.9507468,3/30/2020,6041,99,1,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,3/31/2020,6041,102,4,14,9,3,3
Marin,California,258826,6.954479071,397.9507468,4/1/2020,6041,108,4,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,4/2/2020,6041,118,6,14,9,10,2
Marin,California,258826,6.954479071,397.9507468,4/3/2020,6041,131,6,14,9,13,0
Marin,California,258826,6.954479071,397.9507468,4/4/2020,6041,137,7,14,9,6,1
Marin,California,258826,6.954479071,397.9507468,4/5/2020,6041,141,7,14,9,4,0
Marin,California,258826,6.954479071,397.9507468,4/6/2020,6041,143,9,14,9,2,2
Marin,California,258826,6.954479071,397.9507468,4/7/2020,6041,148,10,14,9,5,1
Marin,California,258826,6.954479071,397.9507468,4/8/2020,6041,149,10,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,4/9/2020,6041,154,10,14,9,5,0
Marin,California,258826,6.954479071,397.9507468,4/10/2020,6041,154,10,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,4/11/2020,6041,153,10,14,9,-1,0
Marin,California,258826,6.954479071,397.9507468,4/12/2020,6041,164,10,14,9,11,0
Marin,California,258826,6.954479071,397.9507468,4/13/2020,6041,170,10,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,4/14/2020,6041,171,10,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,4/15/2020,6041,184,10,14,9,13,0
Marin,California,258826,6.954479071,397.9507468,4/16/2020,6041,187,10,14,9,3,0
Marin,California,258826,6.954479071,397.9507468,4/17/2020,6041,187,10,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,4/18/2020,6041,189,10,14,9,2,0
Marin,California,258826,6.954479071,397.9507468,4/19/2020,6041,195,10,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,4/20/2020,6041,199,10,14,9,4,0
Marin,California,258826,6.954479071,397.9507468,4/21/2020,6041,200,10,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,4/22/2020,6041,203,11,14,9,3,1
Marin,California,258826,6.954479071,397.9507468,4/23/2020,6041,209,11,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,4/24/2020,6041,212,12,14,9,3,1
Marin,California,258826,6.954479071,397.9507468,4/25/2020,6041,223,12,14,9,11,0
Marin,California,258826,6.954479071,397.9507468,4/26/2020,6041,224,12,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,4/27/2020,6041,225,12,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,4/28/2020,6041,227,12,14,9,2,0
Marin,California,258826,6.954479071,397.9507468,4/29/2020,6041,235,13,14,9,8,1
Marin,California,258826,6.954479071,397.9507468,4/30/2020,6041,237,13,14,9,2,0
Marin,California,258826,6.954479071,397.9507468,5/1/2020,6041,240,13,14,9,3,0
Marin,California,258826,6.954479071,397.9507468,5/2/2020,6041,242,13,14,9,2,0
Marin,California,258826,6.954479071,397.9507468,5/3/2020,6041,243,13,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,5/4/2020,6041,243,13,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,5/5/2020,6041,244,13,14,9,1,0
Marin,California,258826,6.954479071,397.9507468,5/6/2020,6041,244,14,14,9,0,1
Marin,California,258826,6.954479071,397.9507468,5/7/2020,6041,244,14,14,9,0,0
Marin,California,258826,6.954479071,397.9507468,5/8/2020,6041,252,14,14,9,8,0
Marin,California,258826,6.954479071,397.9507468,5/9/2020,6041,257,14,14,9,5,0
Marin,California,258826,6.954479071,397.9507468,5/10/2020,6041,261,14,14,9,4,0
Marin,California,258826,6.954479071,397.9507468,5/11/2020,6041,267,14,14,9,6,0
Marin,California,258826,6.954479071,397.9507468,5/12/2020,6041,271,14,14,9,4,0
Marin,California,258826,6.954479071,397.9507468,5/13/2020,6041,274,14,14,9,3,0
Marin,California,258826,6.954479071,397.9507468,5/14/2020,6041,278,14,14,9,4,0
Marin,California,258826,6.954479071,397.9507468,5/15/2020,6041,283,14,14,9,5,0
Marin,California,258826,6.954479071,397.9507468,5/16/2020,6041,299,14,14,9,16,0
Marin,California,258826,6.954479071,397.9507468,5/17/2020,6041,317,14,14,9,18,0
Marin,California,258826,6.954479071,397.9507468,5/18/2020,6041,329,14,14,9,12,0
Marin,California,258826,6.954479071,397.9507468,5/19/2020,6041,336,14,14,9,7,0
Marin,California,258826,6.954479071,397.9507468,5/20/2020,6041,343,14,14,9,7,0
Marin,California,258826,6.954479071,397.9507468,5/21/2020,6041,352,14,14,9,9,0
Marin,California,258826,6.954479071,397.9507468,5/22/2020,6041,369,14,14,9,17,0
Marin,California,258826,6.954479071,397.9507468,5/23/2020,6041,388,14,14,9,19,0
Marin,California,258826,6.954479071,397.9507468,5/24/2020,6041,403,14,14,9,15,0
Marin,California,258826,6.954479071,397.9507468,5/25/2020,6041,417,14,14,9,14,0
Marin,California,258826,6.954479071,397.9507468,5/26/2020,6041,420,14,14,9,3,0
Marin,California,258826,6.954479071,397.9507468,5/27/2020,6041,430,14,14,9,10,0
Marin,California,258826,6.954479071,397.9507468,5/28/2020,6041,439,14,14,9,9,0
Marin,California,258826,6.954479071,397.9507468,5/29/2020,6041,450,14,14,9,11,0
Marin,California,258826,6.954479071,397.9507468,5/30/2020,6041,466,14,14,9,16,0
Marin,California,258826,6.954479071,397.9507468,5/31/2020,6041,483,14,14,9,17,0
Marin,California,258826,6.954479071,397.9507468,6/1/2020,6041,501,15,14,9,18,1
Marin,California,258826,6.954479071,397.9507468,6/2/2020,6041,506,17,14,9,5,2
Marin,California,258826,6.954479071,397.9507468,6/3/2020,6041,525,17,14,9,19,0
Marin,California,258826,6.954479071,397.9507468,6/4/2020,6041,530,17,14,9,5,0
Marin,California,258826,6.954479071,397.9507468,6/5/2020,6041,551,17,14,9,21,0
Marin,California,258826,6.954479071,397.9507468,6/6/2020,6041,571,17,14,9,20,0
Marin,California,258826,6.954479071,397.9507468,6/7/2020,6041,589,17,14,9,18,0
Marin,California,258826,6.954479071,397.9507468,6/8/2020,6041,625,17,14,9,36,0
Marin,California,258826,6.954479071,397.9507468,6/9/2020,6041,635,17,14,9,10,0
Marin,California,258826,6.954479071,397.9507468,6/10/2020,6041,651,17,14,9,16,0
Marin,California,258826,6.954479071,397.9507468,6/11/2020,6041,664,17,14,9,13,0
Marin,California,258826,6.954479071,397.9507468,6/12/2020,6041,692,17,14,9,28,0
Marin,California,258826,6.954479071,397.9507468,6/13/2020,6041,713,17,14,9,21,0
Marin,California,258826,6.954479071,397.9507468,6/14/2020,6041,730,17,14,9,17,0
Marin,California,258826,6.954479071,397.9507468,6/15/2020,6041,751,17,14,9,21,0
Marin,California,258826,6.954479071,397.9507468,6/16/2020,6041,805,18,14,9,54,1
Marin,California,258826,6.954479071,397.9507468,6/17/2020,6041,842,18,14,9,37,0
Marin,California,258826,6.954479071,397.9507468,6/18/2020,6041,861,18,14,9,19,0
Marin,California,258826,6.954479071,397.9507468,6/19/2020,6041,917,18,14,9,56,0
Marin,California,258826,6.954479071,397.9507468,6/20/2020,6041,1030,18,14,9,113,0
Stanislaus,California,550660,6.537609414,281.2988051,3/11/2020,6099,2,0,15,17,2,0
Stanislaus,California,550660,6.537609414,281.2988051,3/12/2020,6099,2,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/13/2020,6099,2,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/14/2020,6099,2,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/15/2020,6099,2,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/16/2020,6099,3,0,15,17,1,0
Stanislaus,California,550660,6.537609414,281.2988051,3/17/2020,6099,4,0,15,17,1,0
Stanislaus,California,550660,6.537609414,281.2988051,3/18/2020,6099,5,0,15,17,1,0
Stanislaus,California,550660,6.537609414,281.2988051,3/19/2020,6099,5,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/20/2020,6099,5,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/21/2020,6099,5,0,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,3/22/2020,6099,8,0,15,17,3,0
Stanislaus,California,550660,6.537609414,281.2988051,3/23/2020,6099,10,0,15,17,2,0
Stanislaus,California,550660,6.537609414,281.2988051,3/24/2020,6099,11,0,15,17,1,0
Stanislaus,California,550660,6.537609414,281.2988051,3/25/2020,6099,12,0,15,17,1,0
Stanislaus,California,550660,6.537609414,281.2988051,3/26/2020,6099,17,0,15,17,5,0
Stanislaus,California,550660,6.537609414,281.2988051,3/27/2020,6099,23,0,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,3/28/2020,6099,29,0,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,3/29/2020,6099,31,0,15,17,2,0
Stanislaus,California,550660,6.537609414,281.2988051,3/30/2020,6099,33,0,15,17,2,0
Stanislaus,California,550660,6.537609414,281.2988051,3/31/2020,6099,39,0,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,4/1/2020,6099,44,0,15,17,5,0
Stanislaus,California,550660,6.537609414,281.2988051,4/2/2020,6099,50,0,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,4/3/2020,6099,58,0,15,17,8,0
Stanislaus,California,550660,6.537609414,281.2988051,4/4/2020,6099,65,0,15,17,7,0
Stanislaus,California,550660,6.537609414,281.2988051,4/5/2020,6099,71,0,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,4/6/2020,6099,81,0,15,17,10,0
Stanislaus,California,550660,6.537609414,281.2988051,4/7/2020,6099,90,0,15,17,9,0
Stanislaus,California,550660,6.537609414,281.2988051,4/8/2020,6099,95,0,15,17,5,0
Stanislaus,California,550660,6.537609414,281.2988051,4/9/2020,6099,103,0,15,17,8,0
Stanislaus,California,550660,6.537609414,281.2988051,4/10/2020,6099,116,1,15,17,13,1
Stanislaus,California,550660,6.537609414,281.2988051,4/11/2020,6099,121,2,15,17,5,1
Stanislaus,California,550660,6.537609414,281.2988051,4/12/2020,6099,131,2,15,17,10,0
Stanislaus,California,550660,6.537609414,281.2988051,4/13/2020,6099,146,2,15,17,15,0
Stanislaus,California,550660,6.537609414,281.2988051,4/14/2020,6099,163,4,15,17,17,2
Stanislaus,California,550660,6.537609414,281.2988051,4/15/2020,6099,177,4,15,17,14,0
Stanislaus,California,550660,6.537609414,281.2988051,4/16/2020,6099,187,4,15,17,10,0
Stanislaus,California,550660,6.537609414,281.2988051,4/17/2020,6099,206,4,15,17,19,0
Stanislaus,California,550660,6.537609414,281.2988051,4/18/2020,6099,221,4,15,17,15,0
Stanislaus,California,550660,6.537609414,281.2988051,4/19/2020,6099,226,4,15,17,5,0
Stanislaus,California,550660,6.537609414,281.2988051,4/20/2020,6099,226,4,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,4/21/2020,6099,236,4,15,17,10,0
Stanislaus,California,550660,6.537609414,281.2988051,4/22/2020,6099,251,5,15,17,15,1
Stanislaus,California,550660,6.537609414,281.2988051,4/23/2020,6099,258,5,15,17,7,0
Stanislaus,California,550660,6.537609414,281.2988051,4/24/2020,6099,264,5,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,4/25/2020,6099,286,5,15,17,22,0
Stanislaus,California,550660,6.537609414,281.2988051,4/26/2020,6099,294,5,15,17,8,0
Stanislaus,California,550660,6.537609414,281.2988051,4/27/2020,6099,312,7,15,17,18,2
Stanislaus,California,550660,6.537609414,281.2988051,4/28/2020,6099,324,10,15,17,12,3
Stanislaus,California,550660,6.537609414,281.2988051,4/29/2020,6099,339,11,15,17,15,1
Stanislaus,California,550660,6.537609414,281.2988051,4/30/2020,6099,374,13,15,17,35,2
Stanislaus,California,550660,6.537609414,281.2988051,5/1/2020,6099,380,13,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,5/2/2020,6099,400,14,15,17,20,1
Stanislaus,California,550660,6.537609414,281.2988051,5/3/2020,6099,411,14,15,17,11,0
Stanislaus,California,550660,6.537609414,281.2988051,5/4/2020,6099,428,15,15,17,17,1
Stanislaus,California,550660,6.537609414,281.2988051,5/5/2020,6099,428,15,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,5/6/2020,6099,461,17,15,17,33,2
Stanislaus,California,550660,6.537609414,281.2988051,5/7/2020,6099,461,17,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,5/8/2020,6099,488,19,15,17,27,2
Stanislaus,California,550660,6.537609414,281.2988051,5/9/2020,6099,488,19,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,5/10/2020,6099,501,21,15,17,13,2
Stanislaus,California,550660,6.537609414,281.2988051,5/11/2020,6099,501,21,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,5/12/2020,6099,517,22,15,17,16,1
Stanislaus,California,550660,6.537609414,281.2988051,5/13/2020,6099,526,23,15,17,9,1
Stanislaus,California,550660,6.537609414,281.2988051,5/14/2020,6099,537,23,15,17,11,0
Stanislaus,California,550660,6.537609414,281.2988051,5/15/2020,6099,544,24,15,17,7,1
Stanislaus,California,550660,6.537609414,281.2988051,5/16/2020,6099,559,24,15,17,15,0
Stanislaus,California,550660,6.537609414,281.2988051,5/17/2020,6099,571,24,15,17,12,0
Stanislaus,California,550660,6.537609414,281.2988051,5/18/2020,6099,571,24,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,5/19/2020,6099,593,26,15,17,22,2
Stanislaus,California,550660,6.537609414,281.2988051,5/20/2020,6099,598,26,15,17,5,0
Stanislaus,California,550660,6.537609414,281.2988051,5/21/2020,6099,598,26,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,5/22/2020,6099,621,28,15,17,23,2
Stanislaus,California,550660,6.537609414,281.2988051,5/23/2020,6099,629,28,15,17,8,0
Stanislaus,California,550660,6.537609414,281.2988051,5/24/2020,6099,646,28,15,17,17,0
Stanislaus,California,550660,6.537609414,281.2988051,5/25/2020,6099,659,28,15,17,13,0
Stanislaus,California,550660,6.537609414,281.2988051,5/26/2020,6099,670,28,15,17,11,0
Stanislaus,California,550660,6.537609414,281.2988051,5/27/2020,6099,677,28,15,17,7,0
Stanislaus,California,550660,6.537609414,281.2988051,5/28/2020,6099,683,28,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,5/29/2020,6099,699,28,15,17,16,0
Stanislaus,California,550660,6.537609414,281.2988051,5/30/2020,6099,718,28,15,17,19,0
Stanislaus,California,550660,6.537609414,281.2988051,5/31/2020,6099,744,29,15,17,26,1
Stanislaus,California,550660,6.537609414,281.2988051,6/1/2020,6099,750,29,15,17,6,0
Stanislaus,California,550660,6.537609414,281.2988051,6/2/2020,6099,767,30,15,17,17,1
Stanislaus,California,550660,6.537609414,281.2988051,6/3/2020,6099,792,30,15,17,25,0
Stanislaus,California,550660,6.537609414,281.2988051,6/4/2020,6099,816,31,15,17,24,1
Stanislaus,California,550660,6.537609414,281.2988051,6/5/2020,6099,840,31,15,17,24,0
Stanislaus,California,550660,6.537609414,281.2988051,6/6/2020,6099,865,33,15,17,25,2
Stanislaus,California,550660,6.537609414,281.2988051,6/7/2020,6099,901,33,15,17,36,0
Stanislaus,California,550660,6.537609414,281.2988051,6/8/2020,6099,937,33,15,17,36,0
Stanislaus,California,550660,6.537609414,281.2988051,6/9/2020,6099,991,33,15,17,54,0
Stanislaus,California,550660,6.537609414,281.2988051,6/10/2020,6099,1023,33,15,17,32,0
Stanislaus,California,550660,6.537609414,281.2988051,6/11/2020,6099,1072,33,15,17,49,0
Stanislaus,California,550660,6.537609414,281.2988051,6/12/2020,6099,1072,33,15,17,0,0
Stanislaus,California,550660,6.537609414,281.2988051,6/13/2020,6099,1092,33,15,17,20,0
Stanislaus,California,550660,6.537609414,281.2988051,6/14/2020,6099,1122,34,15,17,30,1
Stanislaus,California,550660,6.537609414,281.2988051,6/15/2020,6099,1159,34,15,17,37,0
Stanislaus,California,550660,6.537609414,281.2988051,6/16/2020,6099,1253,35,15,17,94,1
Stanislaus,California,550660,6.537609414,281.2988051,6/17/2020,6099,1278,35,15,17,25,0
Stanislaus,California,550660,6.537609414,281.2988051,6/18/2020,6099,1387,36,15,17,109,1
Stanislaus,California,550660,6.537609414,281.2988051,6/19/2020,6099,1495,36,15,17,108,0
Stanislaus,California,550660,6.537609414,281.2988051,6/20/2020,6099,1549,36,15,17,54,0
Solano,California,447643,5.138022933,193.2343408,2/24/2020,6095,1,0,16,25,1,0
Solano,California,447643,5.138022933,193.2343408,2/25/2020,6095,1,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,2/26/2020,6095,11,0,16,25,10,0
Solano,California,447643,5.138022933,193.2343408,2/27/2020,6095,11,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,2/28/2020,6095,11,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,2/29/2020,6095,11,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/1/2020,6095,12,0,16,25,1,0
Solano,California,447643,5.138022933,193.2343408,3/2/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/3/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/4/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/5/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/6/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/7/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/8/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/9/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/10/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/11/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/12/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/13/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/14/2020,6095,12,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/15/2020,6095,13,0,16,25,1,0
Solano,California,447643,5.138022933,193.2343408,3/16/2020,6095,15,0,16,25,2,0
Solano,California,447643,5.138022933,193.2343408,3/17/2020,6095,15,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/18/2020,6095,15,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/19/2020,6095,15,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/20/2020,6095,18,0,16,25,3,0
Solano,California,447643,5.138022933,193.2343408,3/21/2020,6095,19,0,16,25,1,0
Solano,California,447643,5.138022933,193.2343408,3/22/2020,6095,19,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/23/2020,6095,21,0,16,25,2,0
Solano,California,447643,5.138022933,193.2343408,3/24/2020,6095,29,0,16,25,8,0
Solano,California,447643,5.138022933,193.2343408,3/25/2020,6095,36,0,16,25,7,0
Solano,California,447643,5.138022933,193.2343408,3/26/2020,6095,39,0,16,25,3,0
Solano,California,447643,5.138022933,193.2343408,3/27/2020,6095,39,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/28/2020,6095,39,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/29/2020,6095,39,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,3/30/2020,6095,48,0,16,25,9,0
Solano,California,447643,5.138022933,193.2343408,3/31/2020,6095,54,0,16,25,6,0
Solano,California,447643,5.138022933,193.2343408,4/1/2020,6095,54,0,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/2/2020,6095,66,1,16,25,12,1
Solano,California,447643,5.138022933,193.2343408,4/3/2020,6095,78,1,16,25,12,0
Solano,California,447643,5.138022933,193.2343408,4/4/2020,6095,78,1,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/5/2020,6095,78,1,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/6/2020,6095,93,1,16,25,15,0
Solano,California,447643,5.138022933,193.2343408,4/7/2020,6095,104,2,16,25,11,1
Solano,California,447643,5.138022933,193.2343408,4/8/2020,6095,117,2,16,25,13,0
Solano,California,447643,5.138022933,193.2343408,4/9/2020,6095,120,2,16,25,3,0
Solano,California,447643,5.138022933,193.2343408,4/10/2020,6095,126,2,16,25,6,0
Solano,California,447643,5.138022933,193.2343408,4/11/2020,6095,126,2,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/12/2020,6095,126,2,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/13/2020,6095,140,2,16,25,14,0
Solano,California,447643,5.138022933,193.2343408,4/14/2020,6095,145,2,16,25,5,0
Solano,California,447643,5.138022933,193.2343408,4/15/2020,6095,146,2,16,25,1,0
Solano,California,447643,5.138022933,193.2343408,4/16/2020,6095,161,2,16,25,15,0
Solano,California,447643,5.138022933,193.2343408,4/17/2020,6095,174,2,16,25,13,0
Solano,California,447643,5.138022933,193.2343408,4/18/2020,6095,174,2,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/19/2020,6095,174,2,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/20/2020,6095,185,2,16,25,11,0
Solano,California,447643,5.138022933,193.2343408,4/21/2020,6095,186,3,16,25,1,1
Solano,California,447643,5.138022933,193.2343408,4/22/2020,6095,186,3,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/23/2020,6095,195,4,16,25,9,1
Solano,California,447643,5.138022933,193.2343408,4/24/2020,6095,199,4,16,25,4,0
Solano,California,447643,5.138022933,193.2343408,4/25/2020,6095,204,4,16,25,5,0
Solano,California,447643,5.138022933,193.2343408,4/26/2020,6095,204,4,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,4/27/2020,6095,231,4,16,25,27,0
Solano,California,447643,5.138022933,193.2343408,4/28/2020,6095,254,4,16,25,23,0
Solano,California,447643,5.138022933,193.2343408,4/29/2020,6095,254,5,16,25,0,1
Solano,California,447643,5.138022933,193.2343408,4/30/2020,6095,268,5,16,25,14,0
Solano,California,447643,5.138022933,193.2343408,5/1/2020,6095,271,5,16,25,3,0
Solano,California,447643,5.138022933,193.2343408,5/2/2020,6095,271,5,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,5/3/2020,6095,271,5,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,5/4/2020,6095,325,6,16,25,54,1
Solano,California,447643,5.138022933,193.2343408,5/5/2020,6095,330,6,16,25,5,0
Solano,California,447643,5.138022933,193.2343408,5/6/2020,6095,342,7,16,25,12,1
Solano,California,447643,5.138022933,193.2343408,5/7/2020,6095,347,7,16,25,5,0
Solano,California,447643,5.138022933,193.2343408,5/8/2020,6095,356,7,16,25,9,0
Solano,California,447643,5.138022933,193.2343408,5/9/2020,6095,356,7,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,5/10/2020,6095,356,7,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,5/11/2020,6095,384,10,16,25,28,3
Solano,California,447643,5.138022933,193.2343408,5/12/2020,6095,393,11,16,25,9,1
Solano,California,447643,5.138022933,193.2343408,5/13/2020,6095,402,12,16,25,9,1
Solano,California,447643,5.138022933,193.2343408,5/14/2020,6095,413,14,16,25,11,2
Solano,California,447643,5.138022933,193.2343408,5/15/2020,6095,415,16,16,25,2,2
Solano,California,447643,5.138022933,193.2343408,5/16/2020,6095,415,16,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,5/17/2020,6095,415,16,16,25,0,0
Solano,California,447643,5.138022933,193.2343408,5/18/2020,6095,429,16,16,25,14,0
Solano,California,447643,5.138022933,193.2343408,5/19/2020,6095,435,16,16,25,6,0
Solano,California,447643,5.138022933,193.2343408,5/20/2020,6095,440,18,16,25,5,2
Solano,California,447643,5.138022933,193.2343408,5/21/2020,6095,454,19,16,25,14,1
Solano,California,447643,5.138022933,193.2343408,5/22/2020,6095,460,20,16,25,6,1
