date,admin_level,admin1,admin2,fips,samples,m50,m50_index
5/13/2020,2,California,El Dorado,6017,1674,2.803,28
5/14/2020,2,California,El Dorado,6017,1798,3.566,36
5/15/2020,2,California,El Dorado,6017,3630,4.35,44
5/16/2020,2,California,El Dorado,6017,3899,3.854,39
5/17/2020,2,California,El Dorado,6017,3974,0.45,4
5/18/2020,2,California,El Dorado,6017,3643,1.867,19
5/19/2020,2,California,El Dorado,6017,3309,2.797,28
5/20/2020,2,California,El Dorado,6017,3541,4.66,48
5/21/2020,2,California,El Dorado,6017,3793,4.775,49
5/22/2020,2,California,El Dorado,6017,3990,5.738,59
5/23/2020,2,California,El Dorado,6017,4031,4.615,47
5/24/2020,2,California,El Dorado,6017,4153,4.203,43
5/25/2020,2,California,El Dorado,6017,3793,3.492,35
5/26/2020,2,California,El Dorado,6017,3781,4.207,43
5/27/2020,2,California,El Dorado,6017,3813,4.895,50
5/28/2020,2,California,El Dorado,6017,3675,5.113,52
5/30/2020,2,California,El Dorado,6017,2970,2.102,21
5/31/2020,2,California,El Dorado,6017,3056,3.952,40
6/1/2020,2,California,El Dorado,6017,4158,4.396,45
6/2/2020,2,California,El Dorado,6017,2829,4.539,46
6/3/2020,2,California,El Dorado,6017,4257,4.822,49
6/4/2020,2,California,El Dorado,6017,3734,5.3,54
6/5/2020,2,California,El Dorado,6017,3415,5.622,57
6/6/2020,2,California,El Dorado,6017,3990,5.024,51
6/7/2020,2,California,El Dorado,6017,3792,4.394,45
6/8/2020,2,California,El Dorado,6017,4062,5.412,55
6/9/2020,2,California,El Dorado,6017,3357,5.235,53
6/10/2020,2,California,El Dorado,6017,3632,5.684,58
6/11/2020,2,California,El Dorado,6017,3831,5.818,59
6/12/2020,2,California,El Dorado,6017,3543,5.173,53
6/13/2020,2,California,El Dorado,6017,4009,5.864,60
6/14/2020,2,California,El Dorado,6017,3309,6.043,62
6/15/2020,2,California,El Dorado,6017,3157,4.897,50
6/16/2020,2,California,El Dorado,6017,3204,5.182,53
6/17/2020,2,California,El Dorado,6017,3733,5.32,54
6/18/2020,2,California,El Dorado,6017,3395,5.969,61
6/19/2020,2,California,El Dorado,6017,4184,7.336,75
6/20/2020,2,California,El Dorado,6017,3440,6.159,63
6/21/2020,2,California,El Dorado,6017,3552,6.059,62
6/22/2020,2,California,El Dorado,6017,3237,5.294,54
6/23/2020,2,California,El Dorado,6017,3397,6.122,63
3/1/2020,2,California,Fresno,6019,10635,3.713,56
3/2/2020,2,California,Fresno,6019,10923,6.351,96
3/3/2020,2,California,Fresno,6019,11173,6.548,100
3/4/2020,2,California,Fresno,6019,11329,6.421,98
3/5/2020,2,California,Fresno,6019,10906,6.85,104
3/6/2020,2,California,Fresno,6019,10662,7.156,109
3/7/2020,2,California,Fresno,6019,10703,5.606,85
3/8/2020,2,California,Fresno,6019,10611,3.869,59
3/9/2020,2,California,Fresno,6019,11229,6.08,92
3/10/2020,2,California,Fresno,6019,10561,6.514,99
3/11/2020,2,California,Fresno,6019,11178,6.264,95
3/12/2020,2,California,Fresno,6019,10976,6.394,97
3/13/2020,2,California,Fresno,6019,10747,6.672,101
3/14/2020,2,California,Fresno,6019,10580,4,61
3/15/2020,2,California,Fresno,6019,10240,2.28,34
3/16/2020,2,California,Fresno,6019,9440,4.81,73
3/17/2020,2,California,Fresno,6019,9962,4.563,69
3/18/2020,2,California,Fresno,6019,9441,4.646,70
3/19/2020,2,California,Fresno,6019,9149,2.323,35
3/20/2020,2,California,Fresno,6019,8544,3.38,51
3/21/2020,2,California,Fresno,6019,7333,0.762,11
3/22/2020,2,California,Fresno,6019,8646,0.581,8
3/23/2020,2,California,Fresno,6019,9228,1.764,26
3/24/2020,2,California,Fresno,6019,9624,1.726,26
3/25/2020,2,California,Fresno,6019,9027,2.017,30
3/26/2020,2,California,Fresno,6019,9331,1.825,27
3/27/2020,2,California,Fresno,6019,8612,2.796,42
3/28/2020,2,California,Fresno,6019,9294,0.652,9
3/29/2020,2,California,Fresno,6019,9613,0.101,1
3/30/2020,2,California,Fresno,6019,9883,1.357,20
3/31/2020,2,California,Fresno,6019,9798,1.628,24
4/1/2020,2,California,Fresno,6019,9661,1.733,26
4/2/2020,2,California,Fresno,6019,9625,1.939,29
4/3/2020,2,California,Fresno,6019,9495,2.359,36
4/4/2020,2,California,Fresno,6019,9318,0.703,10
4/5/2020,2,California,Fresno,6019,9821,0.033,0
4/6/2020,2,California,Fresno,6019,9114,1.056,16
4/7/2020,2,California,Fresno,6019,9304,1.59,24
4/8/2020,2,California,Fresno,6019,9260,1.418,21
4/9/2020,2,California,Fresno,6019,9298,1.148,17
4/10/2020,2,California,Fresno,6019,8799,2.169,33
4/11/2020,2,California,Fresno,6019,8970,0.702,10
4/12/2020,2,California,Fresno,6019,8978,0.046,0
4/13/2020,2,California,Fresno,6019,9057,1.186,18
4/14/2020,2,California,Fresno,6019,9541,1.765,26
4/15/2020,2,California,Fresno,6019,9867,1.823,27
4/16/2020,2,California,Fresno,6019,9438,2.082,31
4/17/2020,2,California,Fresno,6019,9339,2.393,36
4/18/2020,2,California,Fresno,6019,9290,0.746,11
4/19/2020,2,California,Fresno,6019,8700,0.52,7
4/21/2020,2,California,Fresno,6019,11933,1.447,22
4/22/2020,2,California,Fresno,6019,12214,1.422,21
4/23/2020,2,California,Fresno,6019,12234,1.482,22
4/24/2020,2,California,Fresno,6019,11984,1.582,24
4/25/2020,2,California,Fresno,6019,11002,0.462,7
4/26/2020,2,California,Fresno,6019,11075,0.061,0
4/27/2020,2,California,Fresno,6019,11623,1.404,21
4/28/2020,2,California,Fresno,6019,11814,1.339,20
4/29/2020,2,California,Fresno,6019,10910,1.59,24
4/30/2020,2,California,Fresno,6019,14075,2.42,36
5/1/2020,2,California,Fresno,6019,12984,3.214,49
5/2/2020,2,California,Fresno,6019,14232,1.584,24
5/3/2020,2,California,Fresno,6019,13152,1.042,15
5/4/2020,2,California,Fresno,6019,9418,1.886,28
5/5/2020,2,California,Fresno,6019,9746,1.929,29
5/6/2020,2,California,Fresno,6019,9354,2.57,39
5/7/2020,2,California,Fresno,6019,9987,1.407,21
5/8/2020,2,California,Fresno,6019,9325,2.048,31
5/9/2020,2,California,Fresno,6019,9843,0.885,13
5/10/2020,2,California,Fresno,6019,9372,0.697,10
5/11/2020,2,California,Fresno,6019,8800,1.085,16
5/12/2020,2,California,Fresno,6019,9529,1.772,27
5/13/2020,2,California,Fresno,6019,7431,1.754,26
5/14/2020,2,California,Fresno,6019,7815,1.955,29
5/15/2020,2,California,Fresno,6019,14334,3.303,50
5/16/2020,2,California,Fresno,6019,14160,2.221,33
5/17/2020,2,California,Fresno,6019,14605,1.007,15
5/18/2020,2,California,Fresno,6019,14432,2.414,36
5/19/2020,2,California,Fresno,6019,13453,2.606,39
5/20/2020,2,California,Fresno,6019,13665,3.631,55
5/21/2020,2,California,Fresno,6019,14754,3.622,55
5/22/2020,2,California,Fresno,6019,15090,4.361,66
5/23/2020,2,California,Fresno,6019,14330,2.82,43
5/24/2020,2,California,Fresno,6019,14113,1.709,26
5/25/2020,2,California,Fresno,6019,13692,1.565,23
5/26/2020,2,California,Fresno,6019,14479,3.611,55
5/27/2020,2,California,Fresno,6019,14381,3.436,52
5/28/2020,2,California,Fresno,6019,13807,3.714,56
5/30/2020,2,California,Fresno,6019,12920,2.066,31
5/31/2020,2,California,Fresno,6019,10853,2.016,30
6/1/2020,2,California,Fresno,6019,15561,4.074,62
6/2/2020,2,California,Fresno,6019,11624,3.412,52
6/3/2020,2,California,Fresno,6019,15897,3.848,58
6/4/2020,2,California,Fresno,6019,14021,3.647,55
6/5/2020,2,California,Fresno,6019,13526,4.302,65
6/6/2020,2,California,Fresno,6019,14314,3.568,54
6/7/2020,2,California,Fresno,6019,13908,2.043,31
6/8/2020,2,California,Fresno,6019,15540,4.248,64
6/9/2020,2,California,Fresno,6019,13246,4.158,63
6/10/2020,2,California,Fresno,6019,14149,4.036,61
6/11/2020,2,California,Fresno,6019,14539,4.292,65
6/12/2020,2,California,Fresno,6019,13302,3.632,55
6/13/2020,2,California,Fresno,6019,14067,3.939,60
6/14/2020,2,California,Fresno,6019,11374,2.308,35
6/15/2020,2,California,Fresno,6019,12119,3.372,51
6/16/2020,2,California,Fresno,6019,12090,3.624,55
6/17/2020,2,California,Fresno,6019,13754,4.191,64
6/18/2020,2,California,Fresno,6019,12374,4.546,69
6/19/2020,2,California,Fresno,6019,16632,4.982,76
6/20/2020,2,California,Fresno,6019,11398,3.496,53
6/21/2020,2,California,Fresno,6019,11522,2.204,33
6/22/2020,2,California,Fresno,6019,12064,3.403,51
6/23/2020,2,California,Fresno,6019,12242,4.17,63
3/1/2020,2,California,Glenn,6021,304,2.602,18
3/2/2020,2,California,Glenn,6021,327,11.866,82
3/3/2020,2,California,Glenn,6021,356,11.846,82
3/4/2020,2,California,Glenn,6021,344,14.342,100
3/5/2020,2,California,Glenn,6021,320,15.664,109
3/6/2020,2,California,Glenn,6021,321,17.029,118
3/7/2020,2,California,Glenn,6021,329,8.343,58
3/8/2020,2,California,Glenn,6021,317,3.685,25
3/9/2020,2,California,Glenn,6021,325,10.612,73
3/10/2020,2,California,Glenn,6021,311,15.299,106
3/11/2020,2,California,Glenn,6021,332,14.942,104
3/12/2020,2,California,Glenn,6021,331,14.144,98
3/13/2020,2,California,Glenn,6021,330,14.655,102
3/14/2020,2,California,Glenn,6021,324,4.964,34
3/15/2020,2,California,Glenn,6021,313,1.918,13
3/16/2020,2,California,Glenn,6021,303,11.787,82
3/17/2020,2,California,Glenn,6021,296,9.446,65
3/18/2020,2,California,Glenn,6021,290,6.453,44
3/19/2020,2,California,Glenn,6021,280,6.85,47
3/20/2020,2,California,Glenn,6021,257,8.6,59
3/21/2020,2,California,Glenn,6021,220,3.472,24
3/22/2020,2,California,Glenn,6021,283,1.55,10
3/23/2020,2,California,Glenn,6021,260,5.519,38
3/24/2020,2,California,Glenn,6021,282,2.217,15
3/25/2020,2,California,Glenn,6021,267,3.852,26
3/26/2020,2,California,Glenn,6021,289,3.434,23
3/27/2020,2,California,Glenn,6021,261,4.169,29
3/28/2020,2,California,Glenn,6021,292,1.756,12
3/29/2020,2,California,Glenn,6021,296,0.776,5
3/30/2020,2,California,Glenn,6021,296,4.466,31
3/31/2020,2,California,Glenn,6021,301,6.213,43
4/1/2020,2,California,Glenn,6021,298,3.982,27
4/2/2020,2,California,Glenn,6021,292,5.012,34
4/3/2020,2,California,Glenn,6021,270,4.057,28
4/4/2020,2,California,Glenn,6021,280,0.98,6
4/5/2020,2,California,Glenn,6021,293,0.165,1
4/6/2020,2,California,Glenn,6021,271,1.498,10
4/7/2020,2,California,Glenn,6021,291,4,27
4/8/2020,2,California,Glenn,6021,296,5.228,36
4/9/2020,2,California,Glenn,6021,287,3.263,22
4/10/2020,2,California,Glenn,6021,264,4.237,29
4/11/2020,2,California,Glenn,6021,293,1.852,12
4/12/2020,2,California,Glenn,6021,265,0.444,3
4/13/2020,2,California,Glenn,6021,260,6.564,45
4/14/2020,2,California,Glenn,6021,269,4.363,30
4/15/2020,2,California,Glenn,6021,294,6.268,43
4/16/2020,2,California,Glenn,6021,281,7.237,50
4/17/2020,2,California,Glenn,6021,285,6.487,45
4/18/2020,2,California,Glenn,6021,276,1.955,13
4/19/2020,2,California,Glenn,6021,265,1.264,8
4/21/2020,2,California,Glenn,6021,363,6.183,43
4/22/2020,2,California,Glenn,6021,389,3.873,27
4/23/2020,2,California,Glenn,6021,381,6.648,46
4/24/2020,2,California,Glenn,6021,350,5.622,39
4/25/2020,2,California,Glenn,6021,329,1.534,10
4/26/2020,2,California,Glenn,6021,336,1.188,8
4/27/2020,2,California,Glenn,6021,352,5.447,37
4/28/2020,2,California,Glenn,6021,378,4.182,29
4/29/2020,2,California,Glenn,6021,343,8.187,57
4/30/2020,2,California,Glenn,6021,502,8.124,56
5/1/2020,2,California,Glenn,6021,439,6.981,48
5/2/2020,2,California,Glenn,6021,517,3.608,25
5/3/2020,2,California,Glenn,6021,457,4.19,29
5/4/2020,2,California,Glenn,6021,307,6.006,41
5/5/2020,2,California,Glenn,6021,333,6.768,47
5/6/2020,2,California,Glenn,6021,313,11.919,83
5/7/2020,2,California,Glenn,6021,334,6.704,46
5/8/2020,2,California,Glenn,6021,353,6.692,46
5/9/2020,2,California,Glenn,6021,328,2.905,20
5/10/2020,2,California,Glenn,6021,311,1.31,9
5/11/2020,2,California,Glenn,6021,310,2.989,20
5/12/2020,2,California,Glenn,6021,311,5.232,36
5/13/2020,2,California,Glenn,6021,270,4.756,33
5/14/2020,2,California,Glenn,6021,272,4.344,30
5/15/2020,2,California,Glenn,6021,478,5.353,37
5/16/2020,2,California,Glenn,6021,514,5.643,39
5/17/2020,2,California,Glenn,6021,527,2.066,14
5/18/2020,2,California,Glenn,6021,468,5.408,37
5/19/2020,2,California,Glenn,6021,488,7.326,51
5/20/2020,2,California,Glenn,6021,508,11.305,78
5/21/2020,2,California,Glenn,6021,526,11.786,82
5/22/2020,2,California,Glenn,6021,522,12.694,88
5/23/2020,2,California,Glenn,6021,505,10.548,73
5/24/2020,2,California,Glenn,6021,481,5.297,36
5/25/2020,2,California,Glenn,6021,481,4.246,29
5/26/2020,2,California,Glenn,6021,494,8.589,59
5/27/2020,2,California,Glenn,6021,531,11.762,82
5/28/2020,2,California,Glenn,6021,503,9.754,68
5/30/2020,2,California,Glenn,6021,503,2.147,14
5/31/2020,2,California,Glenn,6021,383,4.336,30
6/1/2020,2,California,Glenn,6021,504,9.968,69
6/2/2020,2,California,Glenn,6021,386,11.478,80
6/3/2020,2,California,Glenn,6021,533,12.902,89
6/4/2020,2,California,Glenn,6021,498,13.518,94
6/5/2020,2,California,Glenn,6021,505,11.084,77
6/6/2020,2,California,Glenn,6021,504,7.908,55
6/7/2020,2,California,Glenn,6021,480,4.778,33
6/8/2020,2,California,Glenn,6021,553,8.346,58
6/9/2020,2,California,Glenn,6021,473,14.447,100
6/10/2020,2,California,Glenn,6021,484,13.404,93
6/11/2020,2,California,Glenn,6021,523,12.75,88
6/12/2020,2,California,Glenn,6021,476,8.066,56
6/13/2020,2,California,Glenn,6021,470,6.151,42
6/14/2020,2,California,Glenn,6021,380,2.795,19
6/15/2020,2,California,Glenn,6021,407,6.155,42
6/16/2020,2,California,Glenn,6021,427,11.404,79
6/17/2020,2,California,Glenn,6021,492,11.4,79
6/18/2020,2,California,Glenn,6021,417,16.161,112
6/19/2020,2,California,Glenn,6021,635,13.687,95
6/20/2020,2,California,Glenn,6021,418,10.817,75
6/21/2020,2,California,Glenn,6021,388,7.232,50
6/22/2020,2,California,Glenn,6021,426,6.712,46
6/23/2020,2,California,Glenn,6021,462,15.898,110
3/1/2020,2,California,Humboldt,6023,1227,1.338,39
3/2/2020,2,California,Humboldt,6023,1218,3.416,100
3/3/2020,2,California,Humboldt,6023,1235,3.228,94
3/4/2020,2,California,Humboldt,6023,1285,3.326,97
3/5/2020,2,California,Humboldt,6023,1185,3.755,109
3/6/2020,2,California,Humboldt,6023,1116,5.319,155
3/7/2020,2,California,Humboldt,6023,1094,2.499,73
3/8/2020,2,California,Humboldt,6023,1152,1.37,40
3/9/2020,2,California,Humboldt,6023,1249,3.1,90
3/10/2020,2,California,Humboldt,6023,1177,3.491,102
3/11/2020,2,California,Humboldt,6023,1273,3.248,95
3/12/2020,2,California,Humboldt,6023,1220,3.571,104
3/13/2020,2,California,Humboldt,6023,1178,3.926,114
3/14/2020,2,California,Humboldt,6023,1113,1.32,38
3/15/2020,2,California,Humboldt,6023,1097,1.039,30
3/16/2020,2,California,Humboldt,6023,1017,3.197,93
3/17/2020,2,California,Humboldt,6023,1035,2.301,67
3/18/2020,2,California,Humboldt,6023,1031,2.297,67
3/19/2020,2,California,Humboldt,6023,977,2.061,60
3/20/2020,2,California,Humboldt,6023,932,1.013,29
3/21/2020,2,California,Humboldt,6023,828,0.055,1
3/22/2020,2,California,Humboldt,6023,962,0.041,1
3/23/2020,2,California,Humboldt,6023,1045,0.592,17
3/24/2020,2,California,Humboldt,6023,1093,0.406,11
3/25/2020,2,California,Humboldt,6023,1067,0.188,5
3/26/2020,2,California,Humboldt,6023,1076,0.52,15
3/27/2020,2,California,Humboldt,6023,1020,0.697,20
3/28/2020,2,California,Humboldt,6023,1036,0.037,1
3/29/2020,2,California,Humboldt,6023,1062,0.037,1
3/30/2020,2,California,Humboldt,6023,1080,0.13,3
3/31/2020,2,California,Humboldt,6023,1112,0.072,2
4/1/2020,2,California,Humboldt,6023,1116,0.33,9
4/2/2020,2,California,Humboldt,6023,1094,0.272,7
4/3/2020,2,California,Humboldt,6023,1070,0.492,14
4/4/2020,2,California,Humboldt,6023,1068,0.031,0
4/5/2020,2,California,Humboldt,6023,1120,0.033,0
4/6/2020,2,California,Humboldt,6023,1063,0.1,2
4/7/2020,2,California,Humboldt,6023,1071,0.104,3
4/8/2020,2,California,Humboldt,6023,1079,0.564,16
4/9/2020,2,California,Humboldt,6023,1070,0.086,2
4/10/2020,2,California,Humboldt,6023,991,0.627,18
4/11/2020,2,California,Humboldt,6023,1000,0.044,1
4/12/2020,2,California,Humboldt,6023,1010,0.035,1
4/13/2020,2,California,Humboldt,6023,1066,0.252,7
4/14/2020,2,California,Humboldt,6023,1058,0.603,17
4/15/2020,2,California,Humboldt,6023,1129,0.768,22
4/16/2020,2,California,Humboldt,6023,1072,1.254,36
4/17/2020,2,California,Humboldt,6023,1057,1.035,30
4/18/2020,2,California,Humboldt,6023,1046,0.05,1
4/19/2020,2,California,Humboldt,6023,1019,0.041,1
4/21/2020,2,California,Humboldt,6023,1344,0.364,10
4/22/2020,2,California,Humboldt,6023,1388,0.176,5
4/23/2020,2,California,Humboldt,6023,1443,0.309,9
4/24/2020,2,California,Humboldt,6023,1389,0.362,10
4/25/2020,2,California,Humboldt,6023,1299,0.039,1
4/26/2020,2,California,Humboldt,6023,1297,0.035,1
4/27/2020,2,California,Humboldt,6023,1303,0.304,8
4/28/2020,2,California,Humboldt,6023,1318,0.377,11
4/29/2020,2,California,Humboldt,6023,1266,0.256,7
4/30/2020,2,California,Humboldt,6023,1593,1.151,33
5/1/2020,2,California,Humboldt,6023,1506,1.498,43
5/2/2020,2,California,Humboldt,6023,1574,0.053,1
5/3/2020,2,California,Humboldt,6023,1485,0.558,16
5/4/2020,2,California,Humboldt,6023,1114,0.848,24
5/5/2020,2,California,Humboldt,6023,1092,0.498,14
5/6/2020,2,California,Humboldt,6023,1046,0.565,16
5/7/2020,2,California,Humboldt,6023,1208,0.231,6
5/8/2020,2,California,Humboldt,6023,1071,0.604,17
5/9/2020,2,California,Humboldt,6023,1118,0.194,5
5/10/2020,2,California,Humboldt,6023,1107,0.125,3
5/11/2020,2,California,Humboldt,6023,1062,0.053,1
5/12/2020,2,California,Humboldt,6023,1102,0.06,1
5/13/2020,2,California,Humboldt,6023,886,0.04,1
5/14/2020,2,California,Humboldt,6023,938,0.261,7
5/15/2020,2,California,Humboldt,6023,1596,1.45,42
5/16/2020,2,California,Humboldt,6023,1604,0.224,6
5/17/2020,2,California,Humboldt,6023,1683,0.055,1
5/18/2020,2,California,Humboldt,6023,1736,0.786,23
5/19/2020,2,California,Humboldt,6023,1639,0.989,28
5/20/2020,2,California,Humboldt,6023,1633,1.423,41
5/21/2020,2,California,Humboldt,6023,1678,1.567,45
5/22/2020,2,California,Humboldt,6023,1753,2.106,61
5/23/2020,2,California,Humboldt,6023,1618,1.091,31
5/24/2020,2,California,Humboldt,6023,1607,0.713,20
5/25/2020,2,California,Humboldt,6023,1607,0.984,28
5/26/2020,2,California,Humboldt,6023,1695,1.648,48
5/27/2020,2,California,Humboldt,6023,1641,1.654,48
5/28/2020,2,California,Humboldt,6023,1687,1.69,49
5/30/2020,2,California,Humboldt,6023,1787,0.061,1
5/31/2020,2,California,Humboldt,6023,1374,0.392,11
6/1/2020,2,California,Humboldt,6023,1765,1.991,58
6/2/2020,2,California,Humboldt,6023,1364,1.839,53
6/3/2020,2,California,Humboldt,6023,1818,1.677,49
6/4/2020,2,California,Humboldt,6023,1668,2.212,64
6/5/2020,2,California,Humboldt,6023,1564,2.25,65
6/6/2020,2,California,Humboldt,6023,1646,1.159,33
6/7/2020,2,California,Humboldt,6023,1613,0.501,14
6/8/2020,2,California,Humboldt,6023,1830,2.316,67
6/9/2020,2,California,Humboldt,6023,1631,1.717,50
6/10/2020,2,California,Humboldt,6023,1688,2.148,62
6/11/2020,2,California,Humboldt,6023,1826,2.145,62
6/12/2020,2,California,Humboldt,6023,1617,1.538,45
6/13/2020,2,California,Humboldt,6023,1728,1.115,32
6/14/2020,2,California,Humboldt,6023,1427,1.103,32
6/15/2020,2,California,Humboldt,6023,1468,1.099,32
6/16/2020,2,California,Humboldt,6023,1428,1.646,48
6/17/2020,2,California,Humboldt,6023,1742,2.364,69
6/18/2020,2,California,Humboldt,6023,1506,2.346,68
6/19/2020,2,California,Humboldt,6023,2129,2.771,81
6/20/2020,2,California,Humboldt,6023,1419,1.291,37
6/21/2020,2,California,Humboldt,6023,1367,0.567,16
6/22/2020,2,California,Humboldt,6023,1521,1.632,47
6/23/2020,2,California,Humboldt,6023,1457,2.382,69
3/1/2020,2,California,Imperial,6025,1689,2.74,82
3/2/2020,2,California,Imperial,6025,1493,3.312,99
3/3/2020,2,California,Imperial,6025,1492,3.29,99
3/4/2020,2,California,Imperial,6025,1529,3.317,99
3/5/2020,2,California,Imperial,6025,1409,3.865,116
3/6/2020,2,California,Imperial,6025,1488,4.158,125
3/7/2020,2,California,Imperial,6025,1555,3.967,119
3/8/2020,2,California,Imperial,6025,1575,2.158,65
3/9/2020,2,California,Imperial,6025,1587,3.021,91
3/10/2020,2,California,Imperial,6025,1409,2.821,85
3/11/2020,2,California,Imperial,6025,1537,3.225,97
3/12/2020,2,California,Imperial,6025,1485,2.353,70
3/13/2020,2,California,Imperial,6025,1419,3.292,99
3/14/2020,2,California,Imperial,6025,1489,2.506,75
3/15/2020,2,California,Imperial,6025,1341,1.808,54
3/16/2020,2,California,Imperial,6025,1239,3.26,98
3/17/2020,2,California,Imperial,6025,1268,2.539,76
3/18/2020,2,California,Imperial,6025,1215,1.812,54
3/19/2020,2,California,Imperial,6025,1152,1.273,38
3/20/2020,2,California,Imperial,6025,1179,1.871,56
3/21/2020,2,California,Imperial,6025,1122,0.802,24
3/22/2020,2,California,Imperial,6025,1240,0.21,6
3/23/2020,2,California,Imperial,6025,1140,1.234,37
3/24/2020,2,California,Imperial,6025,1107,1.282,38
3/25/2020,2,California,Imperial,6025,1050,1.002,30
3/26/2020,2,California,Imperial,6025,1106,0.93,28
3/27/2020,2,California,Imperial,6025,1064,1.722,51
3/28/2020,2,California,Imperial,6025,1195,0.481,14
3/29/2020,2,California,Imperial,6025,1281,0.522,15
3/30/2020,2,California,Imperial,6025,1218,0.676,20
3/31/2020,2,California,Imperial,6025,1223,0.59,17
4/1/2020,2,California,Imperial,6025,1176,0.388,11
4/2/2020,2,California,Imperial,6025,1112,0.806,24
4/3/2020,2,California,Imperial,6025,1176,0.894,26
4/4/2020,2,California,Imperial,6025,1221,0.071,2
4/5/2020,2,California,Imperial,6025,1226,0.039,1
4/6/2020,2,California,Imperial,6025,1162,0.412,12
4/7/2020,2,California,Imperial,6025,1126,0.517,15
4/8/2020,2,California,Imperial,6025,1131,0.343,10
4/9/2020,2,California,Imperial,6025,1149,0.175,5
4/10/2020,2,California,Imperial,6025,1103,0.236,7
4/11/2020,2,California,Imperial,6025,1143,0.047,1
4/12/2020,2,California,Imperial,6025,1151,0.033,0
4/13/2020,2,California,Imperial,6025,1116,0.156,4
4/14/2020,2,California,Imperial,6025,1159,0.343,10
4/15/2020,2,California,Imperial,6025,1181,0.523,15
4/16/2020,2,California,Imperial,6025,1141,0.406,12
4/17/2020,2,California,Imperial,6025,1146,0.656,19
4/18/2020,2,California,Imperial,6025,1192,0.239,7
4/19/2020,2,California,Imperial,6025,1094,0.05,1
4/21/2020,2,California,Imperial,6025,1860,0.072,2
4/22/2020,2,California,Imperial,6025,1881,0.121,3
4/23/2020,2,California,Imperial,6025,2000,0.112,3
4/24/2020,2,California,Imperial,6025,1823,0.326,9
4/25/2020,2,California,Imperial,6025,1711,0.043,1
4/26/2020,2,California,Imperial,6025,1678,0.031,0
4/27/2020,2,California,Imperial,6025,1785,0.063,1
4/28/2020,2,California,Imperial,6025,1892,0.116,3
4/29/2020,2,California,Imperial,6025,1728,0.056,1
4/30/2020,2,California,Imperial,6025,2063,0.863,26
5/1/2020,2,California,Imperial,6025,1963,1.233,37
5/2/2020,2,California,Imperial,6025,2153,0.338,10
5/3/2020,2,California,Imperial,6025,1962,0.045,1
5/4/2020,2,California,Imperial,6025,1423,0.502,15
5/5/2020,2,California,Imperial,6025,1338,0.048,1
5/6/2020,2,California,Imperial,6025,1350,0.112,3
5/7/2020,2,California,Imperial,6025,1362,0.064,1
5/8/2020,2,California,Imperial,6025,1278,0.118,3
5/9/2020,2,California,Imperial,6025,1315,0.055,1
5/10/2020,2,California,Imperial,6025,1325,0.032,0
5/11/2020,2,California,Imperial,6025,1275,0.044,1
5/12/2020,2,California,Imperial,6025,1324,0.338,10
5/13/2020,2,California,Imperial,6025,1148,0.044,1
5/14/2020,2,California,Imperial,6025,1129,0.047,1
5/15/2020,2,California,Imperial,6025,2247,1.082,32
5/16/2020,2,California,Imperial,6025,2096,0.619,18
5/17/2020,2,California,Imperial,6025,1975,0.045,1
5/18/2020,2,California,Imperial,6025,1958,0.774,23
5/19/2020,2,California,Imperial,6025,1927,0.387,11
5/20/2020,2,California,Imperial,6025,1965,1.165,35
5/21/2020,2,California,Imperial,6025,2037,1.363,41
5/22/2020,2,California,Imperial,6025,2163,1.883,56
5/23/2020,2,California,Imperial,6025,1975,0.494,14
5/24/2020,2,California,Imperial,6025,1847,0.057,1
5/25/2020,2,California,Imperial,6025,1852,0.107,3
5/26/2020,2,California,Imperial,6025,1968,1.204,36
5/27/2020,2,California,Imperial,6025,1965,0.582,17
5/28/2020,2,California,Imperial,6025,1960,1.054,31
5/30/2020,2,California,Imperial,6025,1895,0.678,20
5/31/2020,2,California,Imperial,6025,1473,0.127,3
6/1/2020,2,California,Imperial,6025,2112,1.367,41
6/2/2020,2,California,Imperial,6025,1880,1.003,30
6/3/2020,2,California,Imperial,6025,2312,0.816,24
6/4/2020,2,California,Imperial,6025,2037,0.756,22
6/5/2020,2,California,Imperial,6025,1963,0.904,27
6/6/2020,2,California,Imperial,6025,2028,0.363,10
6/7/2020,2,California,Imperial,6025,1928,0.041,1
6/8/2020,2,California,Imperial,6025,2151,1.01,30
6/9/2020,2,California,Imperial,6025,1964,0.838,25
6/10/2020,2,California,Imperial,6025,1982,0.848,25
6/11/2020,2,California,Imperial,6025,2119,0.855,25
6/12/2020,2,California,Imperial,6025,1923,0.622,18
6/13/2020,2,California,Imperial,6025,2085,0.646,19
6/14/2020,2,California,Imperial,6025,1658,0.042,1
6/15/2020,2,California,Imperial,6025,1880,0.298,8
6/16/2020,2,California,Imperial,6025,1767,0.065,1
6/17/2020,2,California,Imperial,6025,1985,0.972,29
6/18/2020,2,California,Imperial,6025,1691,0.605,18
6/19/2020,2,California,Imperial,6025,2562,1.856,55
6/20/2020,2,California,Imperial,6025,1792,0.542,16
6/21/2020,2,California,Imperial,6025,1600,0.039,1
6/22/2020,2,California,Imperial,6025,1788,0.446,13
6/23/2020,2,California,Imperial,6025,1767,0.824,24
3/1/2020,2,California,Inyo,6027,244,3.133,90
3/2/2020,2,California,Inyo,6027,234,3.174,91
3/3/2020,2,California,Inyo,6027,227,3.531,102
3/4/2020,2,California,Inyo,6027,226,3.454,100
3/5/2020,2,California,Inyo,6027,225,3.219,93
